player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Jagoš Ðurković', 'firstName': 'Jagos Djurkovic', 'slug': 'jagos-djurkovic', 'shortName': 'J. Djurkovic', 'position': 'M', 'jerseyNumber': '42', 'userCount': 13, 'gender': 'M', 'id': 1865415, 'fieldTranslations': {'nameTranslation': {'ar': 'ياجوش جوركوفيتش'}, 'shortNameTranslation': {'ar': 'ي. جوركوفيتش'}}}",False,block,fast-break,"{'x': 13.8, 'y': 50.1, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 19}","{'x': 6.8, 'y': 49.8, 'z': 0}","{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6384861,90,9.0,5893,"{'start': {'x': 50.1, 'y': 13.8}, 'block': {'x': 49.8, 'y': 6.8}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 81}}",1,407,493,shot,
"{'name': 'Young-woo Seol', 'slug': 'young-woo-seol', 'shortName': 'Y. W. Seol', 'position': 'D', 'jerseyNumber': '66', 'userCount': 2096, 'gender': 'M', 'id': 1019333, 'fieldTranslations': {'nameTranslation': {'ar': 'يونغ-وو سيول', 'bn': 'ইয়ং-উ সিওল', 'hi': 'यंग-वू सेओल'}, 'shortNameTranslation': {'ar': 'ي. سيول', 'bn': 'ওয়াই. ডব্লিউ. সিওল', 'hi': 'YW सेओल'}}}",True,block,assisted,"{'x': 14.6, 'y': 37, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 19}","{'x': 10.7, 'y': 40.4, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384898,90,8.0,5871,"{'start': {'x': 37, 'y': 14.6}, 'block': {'x': 40.4, 'y': 10.7}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 81}}",1,429,471,shot,
"{'name': 'Rodrigão', 'slug': 'rodrigao-prado', 'shortName': 'R. Prado', 'position': 'D', 'jerseyNumber': '5', 'userCount': 864, 'gender': 'M', 'id': 867608, 'fieldTranslations': {'nameTranslation': {'ar': 'رودريغاو'}, 'shortNameTranslation': {'ar': 'رودريغاو'}}}",True,goal,corner,"{'x': 4.6, 'y': 49.8, 'z': 0}",head,low-left,"{'x': 0, 'y': 52.3, 'z': 15.2}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384821,90,6.0,5743,"{'start': {'x': 49.8, 'y': 4.6}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 84.8}}",1,557,343,shot,regular
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,goal,corner,"{'x': 4.3, 'y': 53.6, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.6, 'z': 22.2}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384742,89,,5290,"{'start': {'x': 53.6, 'y': 4.3}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 77.8}}",2,110,2590,shot,regular
"{'name': 'Luka Zarić', 'slug': 'luka-zaric', 'shortName': 'L. Zarić', 'position': 'M', 'jerseyNumber': '40', 'userCount': 479, 'gender': 'M', 'id': 1974511, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا زاريتش'}, 'shortNameTranslation': {'ar': 'ل. زاريتش'}}}",True,save,assisted,"{'x': 22.5, 'y': 61.2, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.1, 'z': 28.5}","{'x': 3.7, 'y': 51.3, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384600,80,,4780,"{'start': {'x': 61.2, 'y': 22.5}, 'block': {'x': 51.3, 'y': 3.7}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 71.5}}",11,620,2080,shot,
"{'name': 'Rade Krunić', 'slug': 'rade-krunic', 'shortName': 'R. Krunić', 'position': 'M', 'jerseyNumber': '33', 'userCount': 2476, 'gender': 'M', 'id': 155449, 'fieldTranslations': {'nameTranslation': {'ar': 'رادي كرونيتش', 'bn': 'রেড ক্রুনিচ', 'hi': 'राडे क्रुनिक'}, 'shortNameTranslation': {'ar': 'ر. كرونيتش', 'bn': 'আর. ক্রুনিচ', 'hi': 'आर. क्रुनिक'}}}",True,miss,regular,"{'x': 16.3, 'y': 41.8, 'z': 0}",right-foot,left,"{'x': 0, 'y': 71.4, 'z': 19.4}","{'x': 10.5, 'y': 38.1, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6385256,80,,4775,"{'start': {'x': 41.8, 'y': 16.3}, 'block': {'x': 38.1, 'y': 10.5}, 'end': {'x': 28.6, 'y': 0}, 'goal': {'x': 28.6, 'y': 80.6}}",11,625,2075,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,free-kick,"{'x': 27.8, 'y': 58.1, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 42, 'z': 90.3}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384543,75,,4487,"{'start': {'x': 58.1, 'y': 27.8}, 'end': {'x': 58, 'y': 0}, 'goal': {'x': 58, 'y': 9.7}}",16,913,1787,shot,
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,goal,assisted,"{'x': 15.8, 'y': 38.7, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.6, 'z': 12}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384422,57,,3411,"{'start': {'x': 38.7, 'y': 15.8}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 88}}",34,1989,711,shot,regular
"{'name': 'Mirko Ivanić', 'slug': 'mirko-ivanic', 'shortName': 'M. Ivanić', 'position': 'M', 'jerseyNumber': '4', 'userCount': 1280, 'gender': 'M', 'id': 278763, 'fieldTranslations': {'nameTranslation': {'ar': 'ميركو إيفانيش', 'bn': 'মিরকো ইভানিচ', 'hi': 'मिर्को इवानिक'}, 'shortNameTranslation': {'ar': 'م. إيفانيش', 'bn': 'এম. ইভানিচ', 'hi': 'एम. इवानिक'}}}",True,save,fast-break,"{'x': 10.7, 'y': 44.2, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.4, 'z': 17.7}","{'x': 0.2, 'y': 49.5, 'z': 0}","{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384419,56,,3354,"{'start': {'x': 44.2, 'y': 10.7}, 'block': {'x': 49.5, 'y': 0.2}, 'end': {'x': 52.6, 'y': 0}, 'goal': {'x': 52.6, 'y': 82.3}}",35,2046,654,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,assisted,"{'x': 10.5, 'y': 53.4, 'z': 0}",head,close-right,"{'x': 0, 'y': 41.3, 'z': 20.8}",,"{'name': 'Saša Stamenković', 'firstName': '', 'lastName': '', 'slug': 'sasa-stamenkovic', 'shortName': 'S. Stamenković', 'position': 'G', 'jerseyNumber': '1', 'userCount': 63, 'gender': 'M', 'id': 38583, 'fieldTranslations': {'nameTranslation': {'ar': 'ساشا ستامنكوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستامنكوفيتش'}}}",6384418,56,,3316,"{'start': {'x': 53.4, 'y': 10.5}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 79.2}}",35,2084,616,shot,
