match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,shotOffTarget,dispossessed,blockedScoringAttempt
14147320,home,24312,FK Jezero,1035777,Igor Asanović,igor-asanovic,G,50,False,28.0,27.0,1.0,1.0,0.0,24.0,25.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,90.0,30.0,7.9,0.0,0.0,0.0,"{'original': 7.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,96.42857142857143,100.0,,,,,,,
14147320,home,24312,FK Jezero,1000154,Abdel Osmanović,abdel-osmanovic,D,2,False,38.0,34.0,5.0,5.0,0.0,17.0,17.0,13.0,15.0,1.0,1.0,3.0,1.0,9.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,46.0,7.5,8.0,0.0,0.12,"{'original': 7.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,4,9,3,6,89.47368421052632,100.0,100.0,,,1.0,,,
14147320,home,24312,FK Jezero,1035787,Nikola Jovićević,nikola-jovicevic,D,6,False,44.0,43.0,2.0,2.0,0.0,37.0,38.0,6.0,6.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,,90.0,52.0,7.1,4.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,2,3,97.72727272727273,100.0,,,,,,,
14147320,home,24312,FK Jezero,1182552,Nemanja Jovičić,nemanja-jovicic,D,27,False,64.0,60.0,8.0,5.0,0.0,50.0,51.0,6.0,9.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,74.0,7.7,5.0,0.0,0.0,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,1,3,93.75,62.5,,,,1.0,,,
14147320,home,24312,FK Jezero,1648555,Meldin Kojić,meldin-kojic,D,3,False,14.0,10.0,2.0,1.0,0.0,7.0,8.0,3.0,6.0,2.0,0.0,1.0,0.0,9.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,66.0,24.0,6.5,9.0,0.03,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,3,8,71.42857142857143,50.0,0.0,66.66666666666666,,,1.0,,
14147320,home,24312,FK Jezero,1149284,Nenad Krivokapić,nenad-krivokapic,M,11,False,20.0,15.0,0.0,0.0,0.0,7.0,9.0,8.0,11.0,1.0,0.0,1.0,0.0,12.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,38.0,6.6,12.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,1,17,6,11,75.0,,0.0,100.0,,,,3.0,
14147320,home,24312,FK Jezero,797928,Aldin Adžović,aldin-adzovic,M,5,False,35.0,29.0,6.0,3.0,2.0,17.0,18.0,11.0,15.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,72.0,46.0,8.3,11.0,0.03,0.45,"{'original': 8.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,6,3,82.85714285714286,50.0,,100.0,,2.0,1.0,1.0,
14147320,home,24312,FK Jezero,357692,Balša Boričić,balsa-boricic,M,80,False,59.0,54.0,1.0,0.0,0.0,28.0,31.0,26.0,28.0,1.0,0.0,1.0,0.0,8.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,81.0,7.3,6.0,0.0,0.06,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,1,14,7,7,91.52542372881356,0.0,0.0,100.0,,3.0,2.0,2.0,
14147320,home,24312,FK Jezero,1063202,Mario Gjolaj,mario-gjolaj,M,14,False,18.0,16.0,0.0,0.0,0.0,9.0,10.0,5.0,6.0,1.0,0.0,2.0,1.0,6.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,66.0,29.0,7.1,5.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,7,4,88.88888888888889,,0.0,100.0,,,,,
14147320,home,24312,FK Jezero,128765,Milivoje Raičević,milivoje-raicevic,F,45,False,40.0,35.0,2.0,1.0,0.0,25.0,28.0,10.0,12.0,0.0,0.0,2.0,2.0,10.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,,80.0,59.0,7.5,9.0,0.26,0.0,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,4,13,5,8,87.5,50.0,,66.66666666666666,,1.0,,,
