minute,value
0.0,0
1.0,3
2.0,2
3.0,-10
4.0,-1
5.0,77
6.0,48
7.0,29
8.0,-20
9.0,-6
10.0,-3
11.0,-8
12.0,74
13.0,42
14.0,30
15.0,12
16.0,17
17.0,25
18.0,65
19.0,34
20.0,20
21.0,6
22.0,7
23.0,-1
24.0,-1
25.0,-1
26.0,-1
27.0,-2
28.0,-8
29.0,-11
30.0,-8
31.0,-11
32.0,9
33.0,1
34.0,-12
35.0,39
36.0,19
37.0,5
38.0,52
39.0,-46
40.0,-13
41.0,-8
42.0,-11
43.0,-16
44.0,20
45.0,13
45.5,-6
46.0,-1
47.0,-7
48.0,4
49.0,25
50.0,15
51.0,9
52.0,11
53.0,-40
54.0,-22
55.0,36
56.0,9
57.0,-5
58.0,-5
59.0,-32
60.0,-77
61.0,-71
62.0,-43
63.0,-25
64.0,-18
65.0,-12
66.0,-6
67.0,-9
68.0,-36
69.0,65
70.0,27
71.0,16
72.0,10
73.0,3
74.0,-34
75.0,-20
76.0,30
77.0,56
78.0,29
79.0,25
80.0,15
81.0,12
82.0,4
83.0,-25
84.0,-19
85.0,25
86.0,13
87.0,83
88.0,52
89.0,11
90.0,40
