player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,goalType
"{'name': 'Lazar Mijović', 'slug': 'lazar-mijovic', 'shortName': 'L. Mijović', 'position': 'M', 'jerseyNumber': '18', 'userCount': 36, 'gender': 'M', 'id': 1005616, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار ميوفيتش', 'hi': 'लज़ार मिजोविक', 'bn': 'লাজার মিজোভিচ'}, 'shortNameTranslation': {'ar': 'ل. ميوفيتش', 'hi': 'एल. मिजोविक', 'bn': 'এল. মিজোভিচ'}}}",True,block,regular,"{'x': 19, 'y': 65, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 19, 'y': 65, 'z': 0}",0.003252,6528790,90,4.0,5618,"{'start': {'x': 65, 'y': 19}, 'block': {'x': 65, 'y': 19}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,682,218,shot,,
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",True,miss,corner,"{'x': 14, 'y': 42, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.4, 'z': 19.7}",,0.08508,6528789,90,1.0,5430,"{'start': {'x': 42, 'y': 14}, 'end': {'x': 58.6, 'y': 0}, 'goal': {'x': 58.6, 'y': 80.3}}",1,870,30,shot,,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,save,regular,"{'x': 17, 'y': 46, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.9, 'z': 26.3}",,0.201,6528788,90,1.0,5414,"{'start': {'x': 46, 'y': 17}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 73.7}}",1,886,14,shot,0.4043,
"{'name': 'Petar Grbić', 'firstName': '', 'lastName': '', 'slug': 'petar-grbic', 'shortName': 'P. Grbić', 'position': 'M', 'userCount': 40, 'gender': 'M', 'id': 57341, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر غربيش', 'hi': 'पीटर ग्रबिक', 'bn': 'পেটার গ্রিবিক'}, 'shortNameTranslation': {'ar': 'ب. غربيش', 'hi': 'पी. ग्रबिक', 'bn': 'পি. গ্রিবিক'}}}",True,block,regular,"{'x': 22, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 22, 'y': 47, 'z': 0}",0.06391,6528787,90,1.0,5413,"{'start': {'x': 47, 'y': 22}, 'block': {'x': 47, 'y': 22}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,887,13,shot,,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 14, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'hi': 'इवान बोजोविक', 'bn': 'ইভান বোজোভিচ'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'hi': 'आई. बोजोविक', 'bn': 'আই. বোজোভিচ'}}}",True,save,regular,"{'x': 12, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 0.1}",,0.485,6528786,90,1.0,5409,"{'start': {'x': 64, 'y': 12}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 99.9}}",1,891,9,shot,0.1861,
"{'name': 'Lazar Savović', 'slug': 'lazar-savovic', 'shortName': 'L. Savović', 'position': 'M', 'jerseyNumber': '22', 'userCount': 105, 'gender': 'M', 'id': 1606673, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار سافوفيتش'}, 'shortNameTranslation': {'ar': 'ل. سافوفيتش'}}}",True,miss,corner,"{'x': 23, 'y': 38, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.7, 'z': 41.8}",,0.001622,6528785,79,,4694,"{'start': {'x': 38, 'y': 23}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 58.2}}",12,706,1994,shot,,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",False,miss,regular,"{'x': 14, 'y': 68, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 57.3, 'z': 49.6}",,0.04566,6528784,77,,4571,"{'start': {'x': 68, 'y': 14}, 'end': {'x': 42.7, 'y': 0}, 'goal': {'x': 42.7, 'y': 50.4}}",14,829,1871,shot,,
"{'name': 'Radoš Dedić', 'firstName': '', 'lastName': '', 'slug': 'rados-dedic', 'shortName': 'R. Dedić', 'position': 'D', 'jerseyNumber': '6', 'userCount': 6, 'gender': 'M', 'id': 1063207, 'fieldTranslations': {'nameTranslation': {'ar': 'رادوش ديديتش'}, 'shortNameTranslation': {'ar': 'ر. ديديتش'}}}",False,save,corner,"{'x': 7, 'y': 44, 'z': 0}",head,high-centre,"{'x': 0, 'y': 50.8, 'z': 24.5}",,0.09944,6528783,67,,3995,"{'start': {'x': 44, 'y': 7}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 75.5}}",24,1405,1295,shot,0.0995,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,save,throw-in-set-piece,"{'x': 14, 'y': 50, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 13.3}",,0.0335,6528782,65,,3894,"{'start': {'x': 50, 'y': 14}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 86.7}}",26,1506,1194,shot,0.09859,
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",False,save,regular,"{'x': 46, 'y': 48, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.2, 'z': 3.4}",,0.001053,6528781,65,,3849,"{'start': {'x': 48, 'y': 46}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 96.6}}",26,1551,1149,shot,0.01856,
