minute,value
0.0,0
1.0,-11
2.0,-26
3.0,-11
4.0,-4
5.0,33
6.0,28
7.0,27
8.0,9
9.0,-57
10.0,-32
11.0,-19
12.0,-17
13.0,-6
14.0,-40
15.0,-78
16.0,-21
17.0,41
18.0,37
19.0,30
20.0,17
21.0,-50
22.0,-59
23.0,-42
24.0,-25
25.0,-5
26.0,31
27.0,16
28.0,10
29.0,6
30.0,3
31.0,-1
32.0,-1
33.0,-1
34.0,1
35.0,11
36.0,37
37.0,87
38.0,7
39.0,-51
40.0,-49
41.0,-77
42.0,-41
43.0,-26
44.0,-42
45.0,-24
45.5,35
46.0,25
47.0,-60
48.0,-22
49.0,56
50.0,-35
51.0,-8
52.0,-6
53.0,6
54.0,-48
55.0,-26
56.0,-15
57.0,41
58.0,-50
59.0,-14
60.0,-38
61.0,-22
62.0,-16
63.0,11
64.0,29
65.0,-85
66.0,-44
67.0,-81
68.0,-43
69.0,-22
70.0,31
71.0,16
72.0,19
73.0,12
74.0,-20
75.0,-15
76.0,-8
77.0,-35
78.0,-20
79.0,51
80.0,31
81.0,34
82.0,29
83.0,18
84.0,13
85.0,8
86.0,4
87.0,-20
88.0,-11
89.0,-16
90.0,-9
90.5,225
