minute,value
0.0,0
1.0,-8
2.0,-3
3.0,-11
4.0,-12
5.0,15
6.0,10
7.0,4
8.0,1
9.0,-12
10.0,-85
11.0,-22
12.0,-15
13.0,10
14.0,1
15.0,16
16.0,-46
17.0,-29
18.0,-19
19.0,-87
20.0,-53
21.0,-24
22.0,-9
23.0,-16
24.0,80
25.0,46
26.0,32
27.0,24
28.0,10
29.0,-1
30.0,-2
31.0,-42
32.0,-27
33.0,-12
34.0,-13
35.0,-54
36.0,-41
37.0,-66
38.0,-86
39.0,-47
40.0,-31
41.0,-44
42.0,-25
43.0,-8
44.0,9
45.0,-7
45.5,30
46.0,-31
47.0,-49
48.0,-15
49.0,-24
50.0,25
51.0,19
52.0,3
53.0,1
54.0,1
55.0,-8
56.0,10
57.0,43
58.0,25
59.0,15
60.0,54
61.0,37
62.0,19
63.0,6
64.0,-36
65.0,-3
66.0,10
67.0,20
68.0,17
69.0,18
70.0,20
71.0,22
72.0,17
73.0,35
74.0,21
75.0,-85
76.0,-44
77.0,-26
78.0,-22
79.0,-13
80.0,-21
81.0,-12
82.0,131
83.0,80
84.0,79
85.0,49
86.0,60
87.0,27
88.0,17
89.0,-9
90.0,-6
90.5,-110
