minute,value
1.0,-8
2.0,34
3.0,29
4.0,18
5.0,19
6.0,16
7.0,11
8.0,-28
9.0,-11
10.0,68
11.0,59
12.0,32
13.0,28
14.0,-43
15.0,-44
16.0,-22
17.0,-16
18.0,-9
19.0,6
20.0,11
21.0,2
22.0,3
23.0,4
24.0,4
25.0,13
26.0,11
27.0,9
28.0,12
29.0,-8
30.0,-5
31.0,7
32.0,4
33.0,-4
34.0,-4
35.0,7
36.0,5
37.0,55
38.0,70
39.0,44
40.0,29
41.0,60
42.0,39
43.0,13
44.0,-19
45.0,-1
45.5,5
46.0,-9
47.0,32
48.0,100
49.0,76
50.0,-49
51.0,32
52.0,-19
53.0,-4
54.0,7
55.0,13
56.0,77
57.0,99
58.0,75
59.0,51
60.0,82
61.0,100
62.0,75
63.0,50
64.0,36
65.0,25
66.0,41
67.0,26
68.0,17
69.0,32
70.0,31
71.0,33
72.0,57
73.0,86
74.0,57
75.0,-33
76.0,7
77.0,8
78.0,53
79.0,33
80.0,19
81.0,28
82.0,18
83.0,14
84.0,16
85.0,32
86.0,20
87.0,13
88.0,4
89.0,-9
90.0,-3
90.5,-20
