match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,keyPass,shotOffTarget,blockedScoringAttempt,bigChanceCreated,hitWoodwork,savedShotsFromInsideTheBox,bigChanceMissed
14147299,home,5143,FK Budućnost Podgorica,1005619,Filip Domazetović,filip-domazetovic,G,21,False,27.0,23.0,7.0,4.0,0.0,20.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,90.0,30.0,7.0,3.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,85.18518518518519,57.14285714285714,,,0.0,,,,,,,,
14147299,home,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,D,17,False,41.0,31.0,5.0,2.0,0.0,17.0,21.0,13.0,18.0,2.0,0.0,3.0,1.0,6.0,10.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,90.0,58.0,7.6,12.0,0.0,0.06,"{'original': 7.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,4,12,9,3,75.60975609756098,40.0,0.0,100.0,,1.0,2.0,,,,,,
14147299,home,5143,FK Budućnost Podgorica,1030472,Miomir Đuričković,miomir-durickovic,D,4,False,56.0,48.0,8.0,4.0,0.0,42.0,48.0,6.0,8.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,66.0,7.2,8.0,0.0,0.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,1,3,85.71428571428571,50.0,,,,,,,,,,,
14147299,home,241802,FK Budućnost Podgorica,101202,Adnan Orahovac,adnan-orahovac,D,55,False,41.0,37.0,3.0,2.0,0.0,32.0,32.0,5.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,47.0,7.1,3.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,90.2439024390244,66.66666666666666,,,,,,,,,,,
14147299,home,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,23.0,20.0,1.0,0.0,0.0,12.0,12.0,7.0,10.0,1.0,1.0,0.0,2.0,6.0,7.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,81.0,34.0,7.1,7.0,0.16,0.09,"{'original': 7.1, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,5,6,86.95652173913044,0.0,100.0,66.66666666666666,,,1.0,1.0,1.0,,,,
14147299,home,5367,FK Budućnost Podgorica,889060,Nedeljko Piščević,nedeljko-piscevic,M,32,False,39.0,29.0,7.0,3.0,0.0,15.0,16.0,13.0,22.0,0.0,0.0,1.0,1.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,51.0,6.7,13.0,0.19,0.01,"{'original': 6.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,2,5,74.35897435897436,42.857142857142854,,0.0,,,1.0,1.0,1.0,,,,
14147299,home,5148,FK Budućnost Podgorica,1005616,Lazar Mijović,lazar-mijovic,M,88,False,21.0,16.0,2.0,1.0,1.0,3.0,3.0,13.0,18.0,2.0,1.0,1.0,0.0,10.0,8.0,0.0,6.0,5.0,2.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,74.0,44.0,8.8,2.0,0.59,0.4,"{'original': 8.8, 'alternative': None}",5.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,1,17,8,9,76.19047619047619,50.0,50.0,83.33333333333334,,,2.0,1.0,2.0,1.0,,,
14147299,home,5143,FK Budućnost Podgorica,1606673,Lazar Savović,lazar-savovic,M,22,False,24.0,20.0,7.0,4.0,0.0,8.0,9.0,12.0,15.0,0.0,0.0,2.0,0.0,13.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,,,,,,90.0,43.0,6.6,9.0,0.05,0.0,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,2,19,8,11,83.33333333333334,57.14285714285714,,66.66666666666666,,1.0,,1.0,1.0,,,,
14147299,home,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,False,22.0,15.0,2.0,0.0,0.0,7.0,7.0,8.0,13.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,74.0,38.0,7.2,11.0,0.13,0.16,"{'original': 7.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,1,9,68.18181818181817,0.0,,,,,3.0,1.0,,,1.0,,
14147299,home,241802,FK Budućnost Podgorica,57341,Petar Grbić,petar-grbic,M,18,False,18.0,9.0,1.0,0.0,0.0,2.0,3.0,7.0,15.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,74.0,34.0,7.1,7.0,0.24,0.11,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,5,7,50.0,0.0,,100.0,,,2.0,,2.0,,,,
14147299,home,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,F,77,False,11.0,8.0,2.0,0.0,0.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,81.0,20.0,7.0,8.0,0.36,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,1,5,72.72727272727273,0.0,100.0,33.33333333333333,,,1.0,,1.0,,,,
14147299,home,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,True,5.0,5.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,16.0,11.0,6.7,2.0,0.02,0.18,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,2,4,100.0,,,100.0,,1.0,1.0,1.0,,,,,
14147299,home,5143,FK Budućnost Podgorica,1423503,Andrej Camaj,camaj-andrej,M,24,True,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,16.0,11.0,6.6,2.0,0.04,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,50.0,0.0,0.0,50.0,,,,,1.0,,,,
14147299,home,5143,FK Budućnost Podgorica,357712,Zoran Petrović,zoran-petrovic,M,25,True,4.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,16.0,6.0,6.4,2.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,75.0,,,,,1.0,,,,,,,
14147299,home,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,True,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,3.0,6.5,0.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,,,,,,,,,,,,
14147299,home,37153,FK Budućnost Podgorica,1005600,Petar Vuković,petar-vukovic,D,36,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9.0,4.0,6.6,0.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,100.0,,,,,,,,,,,
14147299,home,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,home,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,home,7727,FK Budućnost Podgorica,57729,Luka Mirković,luka-mirkovic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,home,241802,FK Budućnost Podgorica,843228,Leonel Strumia,leonel-strumia,M,92,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,55668,Miloš Dragojević,milos-dragojevic,G,33,False,29.0,26.0,7.0,5.0,0.0,21.0,23.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,90.0,40.0,6.8,2.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,89.65517241379311,71.42857142857143,,,0.0,,,,,,,3.0,
14147299,away,6226,FK Dečić Tuzi,958574,Jonathan Dresaj,jonathan-dresaj,D,22,False,33.0,28.0,2.0,1.0,0.0,7.0,9.0,21.0,24.0,3.0,1.0,1.0,0.0,11.0,3.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,90.0,45.0,5.8,6.0,0.02,0.0,"{'original': 5.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,3,10,84.84848484848484,50.0,33.33333333333333,33.33333333333333,,,,,1.0,,,,
14147299,away,6226,FK Dečić Tuzi,1063206,Leon Ujkaj,leon-ujkaj,D,17,False,56.0,54.0,5.0,4.0,0.0,31.0,32.0,23.0,24.0,0.0,0.0,0.0,1.0,10.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,76.0,7.0,3.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,3,10,96.42857142857143,80.0,,100.0,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,78954,Žarko Tomašević,zarko-tomasevic,D,5,False,35.0,28.0,2.0,0.0,0.0,15.0,18.0,13.0,17.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,61.0,43.0,6.5,5.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,1,6,80.0,0.0,,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,1423517,Lazar Maraš,lazar-maras,D,18,False,23.0,22.0,0.0,0.0,0.0,8.0,8.0,13.0,14.0,2.0,2.0,1.0,2.0,11.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,30.0,6.5,3.0,0.0,0.39,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,2,10,95.65217391304348,,100.0,50.0,,,1.0,,,1.0,,,
14147299,away,6226,FK Dečić Tuzi,44305,Draško Božović,drasko-bozovic,M,7,False,38.0,31.0,6.0,4.0,0.0,13.0,14.0,18.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,67.0,46.0,6.6,10.0,0.0,0.02,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,81.57894736842105,66.66666666666666,,100.0,,,1.0,,1.0,,,,
14147299,away,6226,FK Dečić Tuzi,1005614,Andrej Bajović,andrej-bajovic,M,14,False,28.0,27.0,0.0,0.0,0.0,14.0,15.0,13.0,13.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,,,,,67.0,38.0,7.0,1.0,0.02,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,5,5,96.42857142857143,,,100.0,,,,,,,,,
14147299,away,6225,FK Dečić Tuzi,1131064,Balša Radusinović,balsa-radusinovic,M,32,False,34.0,25.0,3.0,2.0,0.0,10.0,10.0,14.0,23.0,2.0,0.0,2.0,0.0,8.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,46.0,6.9,12.0,0.1,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,2,6,73.52941176470588,66.66666666666666,0.0,50.0,,,,1.0,,,,,
14147299,away,6226,FK Dečić Tuzi,1196772,Arlind Maloku,arlind-maloku,M,8,False,8.0,7.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,,,,46.0,19.0,6.4,5.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,4,6,87.5,,,100.0,,3.0,,,,,,,
14147299,away,6226,FK Dečić Tuzi,325325,Ibrahima Mame Ndiaye,ibrahima-mame-ndiaye,M,72,False,13.0,7.0,1.0,0.0,0.0,2.0,4.0,5.0,9.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,57.0,22.0,6.1,12.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,0,6,53.84615384615385,0.0,,,,2.0,,,,,,,
14147299,away,6226,FK Dečić Tuzi,838300,Stefan Golubović,stefan-golubovic,F,27,False,16.0,12.0,2.0,2.0,0.0,4.0,4.0,8.0,12.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,90.0,24.0,6.8,6.0,0.42,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,1,3,75.0,100.0,100.0,100.0,,,1.0,2.0,,,,,1.0
14147299,away,6226,FK Dečić Tuzi,76273,Asmir Kajević,asmir-kajevic,F,10,True,18.0,17.0,0.0,0.0,0.0,3.0,3.0,14.0,15.0,1.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,44.0,26.0,6.5,0.0,0.0,0.02,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,1,11,94.44444444444444,,0.0,100.0,,,1.0,,1.0,,,,
14147299,away,6226,FK Dečić Tuzi,1034556,Vuk Striković,vuk-strikovic,M,77,True,14.0,11.0,1.0,1.0,0.0,5.0,5.0,6.0,9.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,33.0,18.0,6.7,5.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,78.57142857142857,100.0,100.0,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,1108587,Robert Gjelaj,robert-gjelaj,D,23,True,18.0,14.0,2.0,1.0,0.0,7.0,8.0,7.0,10.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,29.0,6.9,4.0,0.03,0.03,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,1,5,77.77777777777779,50.0,50.0,100.0,,,1.0,1.0,,,,,
14147299,away,6226,FK Dečić Tuzi,1035792,Petar Sekulović,petar-sekulovic,M,20,True,18.0,15.0,3.0,3.0,0.0,3.0,3.0,12.0,15.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,6.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,23.0,24.0,6.7,7.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,4,5,83.33333333333334,100.0,50.0,0.0,,,,,1.0,,,,
14147299,away,6226,FK Dečić Tuzi,869335,Ilir Camaj,ilir-camaj,F,9,True,4.0,4.0,0.0,0.0,0.0,,,4.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,23.0,6.0,6.7,0.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,100.0,,100.0,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,1396431,Danilo Radošević,danilo-radosevic,G,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,1877899,Pjeter Ljuljduraj,pjeter-ljuljduraj,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,929112,Petar Pavlićević,petar-pavlicevic,M,74,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
14147299,away,6226,FK Dečić Tuzi,2073399,Mark Djokaj,mark-djokaj,F,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,
