minute,value
1.0,56
2.0,1
3.0,6
4.0,3
5.0,5
6.0,-4
7.0,63
8.0,30
9.0,21
10.0,6
11.0,-6
12.0,-3
13.0,-2
14.0,-13
15.0,-8
16.0,-46
17.0,30
18.0,26
19.0,-21
20.0,-8
21.0,5
22.0,-86
23.0,-48
24.0,40
25.0,69
26.0,41
27.0,61
28.0,86
29.0,48
30.0,19
31.0,47
32.0,25
33.0,11
34.0,-17
35.0,-7
36.0,-8
37.0,-6
38.0,-5
39.0,-13
40.0,-14
41.0,30
42.0,12
43.0,6
44.0,49
45.0,33
45.5,0
46.0,-1
47.0,60
48.0,65
49.0,-41
50.0,-37
51.0,-23
52.0,104
53.0,49
54.0,42
55.0,27
56.0,15
57.0,6
58.0,3
59.0,-66
60.0,-34
61.0,-21
62.0,55
63.0,16
64.0,19
65.0,31
66.0,19
67.0,7
68.0,-15
69.0,-7
70.0,-1
71.0,-26
72.0,-16
73.0,55
74.0,34
75.0,50
76.0,82
77.0,49
78.0,-51
79.0,-21
80.0,-15
81.0,-14
82.0,-9
83.0,-32
84.0,-19
85.0,-12
86.0,-23
87.0,-40
88.0,-2
89.0,-47
90.0,-24
90.5,5
