match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,totalContest,wonContest,bigChanceCreated,shotOffTarget,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,shotValueNormalized,challengeLost,dispossessed,clearanceOffLine,outfielderBlock,bigChanceMissed,totalOffside,onTargetScoringAttempt,blockedScoringAttempt,goals
14015424,home,25736,FK Novi Pazar,1100966,Mihajlo Petković,mihajlo-petkovic,F,21,False,17.0,10.0,5.0,2.0,0.0,5.0,6.0,5.0,11.0,6.0,5.0,,,,90.0,45.0,7.4,16.0,,"{'original': 7.4, 'alternative': 6.9}",2,0.12,0.31,0.33,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,7,2,58.82352941176471,40.0,33.33333333333333,,,3.0,1.0,,1.0,2.0,8.0,1.0,,,,1.0,4.0,2.0,5.0,3.0,,1.0,-0.21,1.0,,,,,,,2.0,
14015424,home,25736,FK Novi Pazar,1102770,Semir Alić,semir-alic,M,14,True,8.0,7.0,,,0.0,3.0,3.0,4.0,5.0,,2.0,,,,20.0,11.0,6.7,3.0,,"{'original': 6.7, 'alternative': 6.4}",0,-0.04,0.2,0.2,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,87.5,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,,
14015424,home,25736,FK Novi Pazar,907763,Abdulsamed Abdullahi,abdulsamed-abdullahi,M,8,True,,,,,0.0,,,0.0,0.0,,,,,,13.0,6.0,7.1,2.0,,"{'original': 7.1, 'alternative': 7.1}",1,0.39,0.24,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,,,50.0,,,2.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,1.0,-0.32,,,,,,,,1.0,
14015424,home,5363,FK Novi Pazar,887054,Samson Iyede,samson-iyede,F,9,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,,8.0,6.0,6.3,4.0,,"{'original': 6.3, 'alternative': 6.3}",0,0.0,0.04,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,0,3,100.0,,,,,,,1.0,,4.0,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,
14015424,home,25736,FK Novi Pazar,1175945,Bob Murphy Omoregbe,omoregbe-bob-murphy,F,7,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,8.0,5.0,6.6,1.0,,"{'original': 6.6, 'alternative': 6.6}",0,0.0,0.03,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,100.0,,,50.0,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
14015424,home,5149,FK Novi Pazar,1152937,Dragan Bojat,dragan-bojat,D,2,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,44355,FK Novi Pazar,1417030,Burak Ingenç,burak-ingenc,M,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,25736,FK Novi Pazar,795839,Miloje Preković,miloje-prekovic,G,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,25736,FK Novi Pazar,1153954,Veljko Mirosavic,veljko-mirosavic,D,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,25736,FK Novi Pazar,999049,Filip Bačkulja,backulja-filip,D,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,241802,FK Novi Pazar,927295,Armin Đerlek,armin-djerlek,M,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,4499,FK Novi Pazar,1639816,Yakup Arda Kılıç,yakup-arda-kilic,F,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,954755,Stefan Ranđelović,stefan-randjelovic,G,99,False,29.0,25.0,9.0,5.0,0.0,22.0,23.0,3.0,6.0,3.0,8.0,1.0,3.0,1.0,90.0,44.0,6.7,4.0,0.04,"{'original': 6.7, 'alternative': 6.7}",0,0.12,-0.07,-0.12,0.05,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,86.20689655172413,55.55555555555556,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1147541,Mateja Gašić,mateja-gasic,D,66,False,27.0,20.0,7.0,2.0,0.0,11.0,13.0,9.0,14.0,2.0,2.0,,,,90.0,58.0,6.3,13.0,,"{'original': 6.3, 'alternative': 6.3}",0,0.22,0.11,-0.27,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,1,6,74.07407407407408,28.57142857142857,25.0,50.0,,4.0,1.0,1.0,,7.0,1.0,2.0,1.0,,,,,,,,1.0,,,2.0,2.0,,1.0,,,,,
14015424,away,111127,FK Radnik Surdulica,1147568,Sadick Abubakar,sadick-abubakar,D,37,False,21.0,16.0,2.0,,0.0,15.0,16.0,1.0,5.0,2.0,3.0,,,,45.0,28.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.6}",0,-0.03,0.03,-0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,76.19047619047619,,,,,,,1.0,1.0,4.0,2.0,1.0,,,,,1.0,1.0,,,2.0,,,,,,1.0,,,,,
14015424,away,111127,FK Radnik Surdulica,1388249,Sandro Trémoulet,sandro-tremoulet,D,18,False,46.0,35.0,11.0,5.0,0.0,15.0,17.0,20.0,29.0,6.0,1.0,,,,90.0,67.0,6.3,11.0,,"{'original': 6.3, 'alternative': 6.7}",1,0.26,0.13,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,4,6,3,3,76.08695652173914,45.45454545454545,,,,,,2.0,2.0,5.0,5.0,,,,,2.0,3.0,2.0,,,2.0,,-0.69,1.0,,,1.0,1.0,,1.0,,
14015424,away,111127,FK Radnik Surdulica,1406169,Uroš Ilić,uros-ilic,D,14,False,17.0,13.0,6.0,4.0,0.0,10.0,11.0,3.0,6.0,4.0,2.0,,,,72.0,34.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.7}",0,0.01,-0.07,-0.27,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,3,1,76.47058823529412,66.66666666666666,,,,1.0,,1.0,2.0,2.0,5.0,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,
14015424,away,111127,FK Radnik Surdulica,804662,Aleksandar Pejović,aleksandar-pejovic,M,28,False,42.0,32.0,5.0,,0.0,15.0,18.0,17.0,24.0,,4.0,,,,72.0,50.0,6.1,16.0,,"{'original': 6.1, 'alternative': 6.2}",0,-0.02,0.04,-0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,1,4,76.19047619047619,,,,,4.0,,,2.0,4.0,3.0,2.0,,,,,1.0,,,,2.0,,,,,,,,,,,
14015424,away,5149,FK Radnik Surdulica,1916326,Douglas Owusu,owusu-douglas,M,7,False,29.0,16.0,6.0,3.0,0.0,6.0,11.0,10.0,18.0,1.0,7.0,,,,90.0,44.0,6.2,20.0,,"{'original': 6.2, 'alternative': 6.5}",1,-0.21,0.12,-0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,3,5,55.172413793103445,50.0,,,,1.0,,1.0,1.0,6.0,4.0,,,,,,3.0,2.0,5.0,,2.0,,-0.04,2.0,1.0,,,,,1.0,,
14015424,away,111127,FK Radnik Surdulica,938002,Mlađan Stevanović,mladjan-stevanovic,M,24,False,20.0,18.0,1.0,,0.0,11.0,12.0,7.0,8.0,,1.0,,,,58.0,24.0,6.2,3.0,,"{'original': 6.2, 'alternative': 6.3}",0,0.01,-0.09,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,1,2,90.0,,,100.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1130262,Đorđe Jovanović,dorde-jovanovic,M,88,False,7.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,4.0,,4.0,,,,58.0,17.0,6.1,6.0,,"{'original': 6.1, 'alternative': 6.3}",0,-0.01,0.22,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,6,2,57.14285714285714,100.0,,,,,,1.0,,3.0,6.0,,,,,,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,901590,Haris Hajdarević,haris-hajdarevic,F,4,False,16.0,10.0,1.0,,0.0,4.0,5.0,6.0,11.0,1.0,1.0,,,,90.0,34.0,6.6,17.0,,"{'original': 6.6, 'alternative': 6.6}",0,-0.38,0.12,0.21,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,0,12,6,6,62.5,,,,,2.0,,,,6.0,6.0,1.0,,,,,2.0,,6.0,4.0,3.0,,,,2.0,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1031603,Vukašin Bogdanović,vukasin-bogdanovic,F,9,False,23.0,17.0,1.0,1.0,0.0,8.0,9.0,9.0,14.0,3.0,,,,,90.0,45.0,6.6,11.0,,"{'original': 6.6, 'alternative': 6.8}",2,-0.54,0.28,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,9,10,7,3,73.91304347826086,100.0,,,,,,8.0,1.0,11.0,8.0,1.0,,,1.0,1.0,1.0,,3.0,6.0,1.0,,-0.47,,1.0,,,1.0,1.0,1.0,,
14015424,away,111127,FK Radnik Surdulica,1215907,David Stojanović,david-stojanovic,D,6,True,21.0,18.0,2.0,2.0,0.0,10.0,12.0,8.0,9.0,,2.0,,,,45.0,30.0,7.5,3.0,,"{'original': 7.5, 'alternative': 7.1}",1,0.83,0.0,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,3,1,85.71428571428571,100.0,100.0,,,2.0,2.0,,1.0,1.0,4.0,,,1.0,1.0,,3.0,2.0,,,1.0,1.0,-0.24,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,2208696,Emmanuel Quarshie,emmanuel-quarshie,F,47,True,3.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,,32.0,12.0,6.5,7.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.04,0.06,0.22,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,66.66666666666666,,33.33333333333333,,,3.0,1.0,1.0,,5.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1166090,Luka Puzovic,luka-puzovic,M,8,True,19.0,15.0,6.0,4.0,0.0,8.0,8.0,7.0,11.0,,4.0,,,,32.0,31.0,7.2,11.0,,"{'original': 7.2, 'alternative': 7.1}",0,0.17,0.05,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,3,1,78.94736842105263,66.66666666666666,22.22222222222222,,,9.0,2.0,1.0,1.0,2.0,4.0,,,,,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,
14015424,away,202066,FK Radnik Surdulica,997182,Uroš Blagojević,uros-blagojevic,D,33,True,7.0,3.0,3.0,1.0,0.0,1.0,5.0,2.0,2.0,,1.0,,,,18.0,10.0,6.7,6.0,,"{'original': 6.7, 'alternative': 6.6}",0,-0.02,0.07,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,42.857142857142854,33.33333333333333,,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
14015424,away,301263,FK Radnik Surdulica,72116,Evgen Pavlov,evgen-pavlov,F,17,True,5.0,2.0,,,0.0,1.0,1.0,1.0,4.0,,,,,,18.0,9.0,6.2,4.0,,"{'original': 6.2, 'alternative': 7}",2,0.08,,-0.01,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,40.0,,,,,,,1.0,2.0,1.0,2.0,,,1.0,1.0,,,,1.0,,,1.0,-0.31,,,,,,,,1.0,
14015424,away,111127,FK Radnik Surdulica,997184,Martin Novaković,martin-novakovic,M,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1000660,Savo Rašković,savo-raskovic,M,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,954756,Stefan Ilić,stefan-ilic,G,26,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,away,35326,FK Radnik Surdulica,1166049,Andrija Lazarević,andrija-lazarevic,F,19,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,away,111127,FK Radnik Surdulica,1544668,Darije Markočević,darije-markocevic,F,49,True,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
