match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,totalContest,wonContest,bigChanceCreated,shotOffTarget,interceptionWon,totalTackle,wonTackle,unsuccessfulTouch,wasFouled,fouls,keyPass,shotValueNormalized,challengeLost,dispossessed,clearanceOffLine,outfielderBlock,bigChanceMissed,totalOffside,onTargetScoringAttempt,blockedScoringAttempt,goals
14015424,home,25736,FK Novi Pazar,1047325,Željko Samčović,zeljko-samcovic,G,1,False,26.0,7.0,23.0,4.0,0.0,4.0,6.0,3.0,20.0,1.0,6.0,1.0,2.0,1.0,90.0,32.0,6.6,19.0,0.045,"{'original': 6.6, 'alternative': 6.8}",0,0.05,0.0,0.19,0.05,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,26.923076923076923,17.391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015424,home,25736,FK Novi Pazar,948696,Jovan Marinković,jovan-marinkovic,D,23,False,28.0,19.0,5.0,2.0,2.0,10.0,11.0,9.0,17.0,5.0,6.0,,,,90.0,59.0,8.9,13.0,,"{'original': 8.9, 'alternative': 8.5}",1,0.94,0.09,0.41,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,3,9,5,4,67.85714285714286,40.0,100.0,33.33333333333333,,2.0,2.0,1.0,2.0,5.0,7.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,-0.52,,,,,,,,,
14015424,home,25736,FK Novi Pazar,1023999,Ensar Brunčević,ensar-bruncevic,D,5,False,22.0,17.0,3.0,,0.0,11.0,14.0,6.0,8.0,7.0,2.0,,,,90.0,36.0,8.0,7.0,,"{'original': 8, 'alternative': 7.3}",0,0.13,0.02,1.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,5,3,0,3,77.27272727272727,,,,,,,2.0,3.0,5.0,3.0,,,,,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,2.0,,,,,
14015424,home,25736,FK Novi Pazar,1981962,Ahmed Hadzimujovic,ahmed-hadzimujovic,D,4,False,21.0,16.0,4.0,1.0,0.0,13.0,14.0,3.0,7.0,14.0,1.0,,,,90.0,44.0,6.9,5.0,,"{'original': 6.9, 'alternative': 7.1}",2,-0.03,0.12,0.41,,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,7,3,1,2,76.19047619047619,25.0,,,,,,1.0,6.0,3.0,7.0,,,,2.0,2.0,1.0,,,,2.0,,-0.59,,,,,1.0,,,,
14015424,home,25736,FK Novi Pazar,799179,Nemanja Miletić,nemanja-miletic,D,3,False,38.0,33.0,4.0,2.0,0.0,11.0,13.0,22.0,25.0,3.0,7.0,,,,90.0,66.0,8.2,16.0,,"{'original': 8.2, 'alternative': 8.2}",0,0.44,0.16,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,4,8,6,2,86.8421052631579,50.0,30.0,100.0,,10.0,3.0,1.0,3.0,3.0,9.0,1.0,1.0,,,1.0,3.0,2.0,2.0,2.0,2.0,3.0,,,,,,,1.0,,,
14015424,home,25736,FK Novi Pazar,1982067,Skima Togbe,skima-togbe,M,16,False,24.0,23.0,,,0.0,3.0,3.0,20.0,21.0,,4.0,,,,82.0,39.0,6.7,6.0,,"{'original': 6.7, 'alternative': 7.1}",4,0.16,0.26,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,1,7,4,3,95.83333333333334,,,50.0,,,,1.0,,4.0,4.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,-0.24,,1.0,,,,,1.0,2.0,
14015424,home,5362,FK Novi Pazar,940100,Abdoulaye Cisse,abdoulaye-cisse,M,6,False,25.0,23.0,4.0,3.0,0.0,8.0,8.0,15.0,17.0,2.0,3.0,,,,90.0,40.0,7.2,4.0,,"{'original': 7.2, 'alternative': 7.4}",0,0.32,0.06,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,2,10,6,4,92.0,75.0,,,,,,1.0,1.0,5.0,7.0,,,,,2.0,2.0,1.0,1.0,4.0,3.0,1.0,,,1.0,,,,,,,
14015424,home,25736,FK Novi Pazar,1147753,Ivan Davidović,ivan-davidovic,M,24,False,20.0,15.0,3.0,2.0,0.0,9.0,9.0,6.0,11.0,1.0,5.0,,,,70.0,36.0,6.6,9.0,,"{'original': 6.6, 'alternative': 7.3}",2,-0.1,0.15,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,2,7,4,3,75.0,66.66666666666666,,33.33333333333333,,1.0,,2.0,,5.0,4.0,3.0,1.0,,1.0,,,,,3.0,,2.0,-0.11,,1.0,,,,1.0,1.0,,
14015424,home,25736,FK Novi Pazar,1003429,Matija Malekinušić,matija-malekinusic,F,17,False,15.0,11.0,1.0,1.0,0.0,1.0,1.0,10.0,14.0,,2.0,,,,77.0,22.0,7.5,5.0,,"{'original': 7.5, 'alternative': 7.6}",2,0.14,-0.22,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,73.33333333333333,100.0,,,,,,3.0,,6.0,2.0,,,,,,,,1.0,2.0,3.0,2.0,0.5,,,,,,,2.0,,1.0
14015424,home,3009,FK Novi Pazar,1617764,Ejike Opara,ejike-opara,F,11,False,11.0,8.0,1.0,,0.0,2.0,2.0,6.0,9.0,,3.0,,,,82.0,31.0,7.8,14.0,,"{'original': 7.8, 'alternative': 7.6}",3,0.28,0.61,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,5,7,72.72727272727273,,,33.33333333333333,,,,1.0,2.0,8.0,7.0,3.0,1.0,,2.0,1.0,1.0,1.0,4.0,3.0,,1.0,0.31,,5.0,,,,,1.0,,1.0
