minute,value
1.0,-5
2.0,-17
3.0,-15
4.0,12
5.0,-3
6.0,-1
7.0,3
8.0,12
9.0,8
10.0,50
11.0,61
12.0,36
13.0,47
14.0,25
15.0,24
16.0,41
17.0,75
18.0,11
19.0,2
20.0,-5
21.0,-37
22.0,29
23.0,78
24.0,44
25.0,17
26.0,-27
27.0,-18
28.0,-30
29.0,-18
30.0,-5
31.0,-7
32.0,-4
33.0,-20
34.0,-3
35.0,-4
36.0,-7
37.0,20
38.0,14
39.0,70
40.0,100
41.0,66
42.0,68
43.0,-60
44.0,-15
45.0,-25
45.5,-59
46.0,4
47.0,16
48.0,11
49.0,-15
50.0,-24
51.0,-8
52.0,10
53.0,27
54.0,41
55.0,50
56.0,46
57.0,52
58.0,23
59.0,15
60.0,11
61.0,28
62.0,8
63.0,8
64.0,8
65.0,-7
66.0,35
67.0,17
68.0,6
69.0,-10
70.0,-5
71.0,-7
72.0,-8
73.0,-7
74.0,-2
75.0,-58
76.0,-36
77.0,-63
78.0,-44
79.0,-3
80.0,-41
81.0,-34
82.0,-14
83.0,-9
84.0,-46
85.0,-27
86.0,-12
87.0,24
88.0,-26
89.0,-42
90.0,-32
90.5,-31
