minute,value
1.0,2
2.0,34
3.0,-28
4.0,17
5.0,12
6.0,-14
7.0,56
8.0,34
9.0,1
10.0,3
11.0,8
12.0,6
13.0,-27
14.0,-14
15.0,-11
16.0,13
17.0,27
18.0,13
19.0,-9
20.0,-12
21.0,17
22.0,54
23.0,33
24.0,53
25.0,13
26.0,6
27.0,-58
28.0,-44
29.0,-29
30.0,-16
31.0,-1
32.0,1
33.0,2
34.0,1
35.0,32
36.0,19
37.0,58
38.0,42
39.0,29
40.0,15
41.0,12
42.0,-16
43.0,11
44.0,57
45.0,31
45.5,21
46.0,11
47.0,28
48.0,15
49.0,48
50.0,37
51.0,17
52.0,13
53.0,2
54.0,20
55.0,33
56.0,-40
57.0,-6
58.0,-6
59.0,-49
60.0,-16
61.0,14
62.0,-26
63.0,-11
64.0,-7
65.0,-14
66.0,-12
67.0,-11
68.0,-28
69.0,-32
70.0,36
71.0,9
72.0,15
73.0,7
74.0,-43
75.0,-17
76.0,-3
77.0,11
78.0,10
79.0,29
80.0,-58
81.0,-25
82.0,-20
83.0,-48
84.0,-32
85.0,30
86.0,9
87.0,12
88.0,22
89.0,-18
90.0,-15
90.5,7
