minute,value
0.0,0
1.0,2
2.0,7
3.0,8
4.0,11
5.0,8
6.0,7
7.0,4
8.0,1
9.0,-2
10.0,4
11.0,5
12.0,-8
13.0,-30
14.0,-15
15.0,-11
16.0,-3
17.0,4
18.0,4
19.0,2
20.0,1
21.0,1
22.0,-1
23.0,80
24.0,42
25.0,-76
26.0,-40
27.0,-55
28.0,-39
29.0,-23
30.0,-14
31.0,-39
32.0,-22
33.0,-14
34.0,25
35.0,15
36.0,6
37.0,8
38.0,25
39.0,33
40.0,19
41.0,17
42.0,10
43.0,-6
44.0,-3
45.0,-2
45.5,0
46.0,-1
47.0,-7
48.0,-10
49.0,-11
50.0,-8
51.0,40
52.0,46
53.0,33
54.0,20
55.0,6
56.0,6
57.0,1
58.0,-6
59.0,-10
60.0,-11
61.0,-8
62.0,-11
63.0,-2
64.0,-6
65.0,-9
66.0,-6
67.0,-4
68.0,-53
69.0,-37
70.0,-27
71.0,30
72.0,3
73.0,-6
74.0,-1
75.0,-1
76.0,-58
77.0,-25
78.0,-5
79.0,-49
80.0,-40
81.0,-21
82.0,-19
83.0,-13
84.0,-21
85.0,-13
86.0,-9
87.0,-11
88.0,-13
89.0,-8
90.0,-6
90.5,-50
