player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Baptiste Roux', 'slug': 'baptiste-roux', 'shortName': 'B. Roux', 'position': 'D', 'jerseyNumber': '5', 'userCount': 64, 'gender': 'M', 'id': 1049576, 'fieldTranslations': {'nameTranslation': {'ar': 'باتيست رو'}, 'shortNameTranslation': {'ar': 'ب. رو'}}}",False,miss,corner,"{'x': 6.9, 'y': 56.6, 'z': 0}",head,high,"{'x': 0, 'y': 47.9, 'z': 94.4}",5389276,90,3.0,5544,"{'start': {'x': 56.6, 'y': 6.9}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 5.6}}",1,756,144,shot,,
"{'name': 'Miloš Pantović', 'firstName': '', 'lastName': '', 'slug': 'milos-pantovic', 'shortName': 'M. Pantović', 'position': 'F', 'jerseyNumber': '72', 'userCount': 610, 'gender': 'M', 'id': 997191, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوس بانتوفيتش', 'bn': 'মিলোস প্যানটোভিক', 'hi': 'मिलोस पन्तोविक'}, 'shortNameTranslation': {'ar': 'م. بانتوفيتش', 'bn': 'এম. প্যানটোভিক', 'hi': 'एम. पन्तोविक'}}}",False,block,assisted,"{'x': 21.2, 'y': 66.7, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.9, 'z': 19}",5389246,89,,5337,"{'start': {'x': 66.7, 'y': 21.2}, 'block': {'x': 59.9, 'y': 12.1}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 81}}",2,63,2637,shot,"{'x': 12.1, 'y': 59.9, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,miss,corner,"{'x': 13.8, 'y': 38, 'z': 0}",left-foot,high,"{'x': 0, 'y': 49.9, 'z': 77.8}",5389216,84,,5026,"{'start': {'x': 38, 'y': 13.8}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 22.2}}",7,374,2326,shot,,
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,block,corner,"{'x': 17.5, 'y': 47, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.9, 'z': 19}",5389184,84,,5024,"{'start': {'x': 47, 'y': 17.5}, 'block': {'x': 48.4, 'y': 9.7}, 'end': {'x': 50.1, 'y': 0}, 'goal': {'x': 50.1, 'y': 81}}",7,376,2324,shot,"{'x': 9.7, 'y': 48.4, 'z': 0}",
"{'name': 'Vladimir Lučić', 'firstName': '', 'lastName': '', 'slug': 'vladimir-lucic', 'shortName': 'V. Lučić', 'position': 'M', 'jerseyNumber': '37', 'userCount': 771, 'gender': 'M', 'id': 1029788, 'fieldTranslations': {'nameTranslation': {'ar': 'فلاديمير لوتشيتش', 'bn': 'ভ্লাদিমির লুসিচ', 'hi': 'व्लादिमीर लुसिक'}, 'shortNameTranslation': {'ar': 'ف. لوتشيتش', 'bn': 'ভি. লুসিচ', 'hi': 'वी. लुसिक'}}}",True,block,corner,"{'x': 3.9, 'y': 58.4, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.8, 'z': 19}",5389183,84,,4988,"{'start': {'x': 58.4, 'y': 3.9}, 'block': {'x': 56.9, 'y': 3.1}, 'end': {'x': 51.2, 'y': 0}, 'goal': {'x': 51.2, 'y': 81}}",7,412,2288,shot,"{'x': 3.1, 'y': 56.9, 'z': 0}",
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,save,regular,"{'x': 24.8, 'y': 54.4, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 46.1, 'z': 20.3}",5389174,83,,4941,"{'start': {'x': 54.4, 'y': 24.8}, 'block': {'x': 51.1, 'y': 0.59999999999999}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 79.7}}",8,459,2241,shot,"{'x': 0.59999999999999, 'y': 51.1, 'z': 0}",
"{'name': 'Stefan Mladenović', 'firstName': 'Stefan Mladenovic', 'slug': 'stefan-mladenovic', 'shortName': 'S. Mladenović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 91, 'gender': 'M', 'id': 1584979, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ملادنوفيتش'}, 'shortNameTranslation': {'ar': 'س. ملادنوفيتش'}}}",False,miss,assisted,"{'x': 21.9, 'y': 58.1, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 66.6, 'z': 88.9}",5389160,81,,4837,"{'start': {'x': 58.1, 'y': 21.9}, 'end': {'x': 33.4, 'y': 0}, 'goal': {'x': 33.4, 'y': 11.1}}",10,563,2137,shot,,
"{'name': 'Szabolcs Mezei', 'firstName': '', 'lastName': '', 'slug': 'szabolcs-mezei', 'shortName': 'S. Mezei', 'position': 'M', 'jerseyNumber': '26', 'userCount': 116, 'gender': 'M', 'id': 947036, 'fieldTranslations': {'nameTranslation': {'ar': 'سابولتش ميزاي'}, 'shortNameTranslation': {'ar': 'س. ميزاي'}}}",False,block,fast-break,"{'x': 14.4, 'y': 33.8, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.7, 'z': 8.3}",5389159,81,,4828,"{'start': {'x': 33.8, 'y': 14.4}, 'block': {'x': 37.2, 'y': 11.5}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 91.7}}",10,572,2128,shot,"{'x': 11.5, 'y': 37.2, 'z': 0}",
"{'name': 'Andrej Todoroski', 'firstName': '', 'lastName': '', 'slug': 'andrej-todoroski', 'shortName': 'A. Todoroski', 'position': 'M', 'jerseyNumber': '10', 'userCount': 89, 'gender': 'M', 'id': 888023, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه تودوروسكي'}, 'shortNameTranslation': {'ar': 'أ. تودوروسكي'}}}",False,miss,regular,"{'x': 20.2, 'y': 46.1, 'z': 0}",left-foot,right,"{'x': 0, 'y': 35.5, 'z': 15.3}",5389140,79,,4712,"{'start': {'x': 46.1, 'y': 20.2}, 'end': {'x': 64.5, 'y': 0}, 'goal': {'x': 64.5, 'y': 84.7}}",12,688,2012,shot,,
"{'name': 'Bogdan Petrović', 'firstName': 'Bogdan Petrovic', 'slug': 'bogdan-petrovic', 'shortName': 'B. Petrović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 62, 'gender': 'M', 'id': 1586205, 'fieldTranslations': {'nameTranslation': {'ar': 'بودغدان بتروفيتش'}, 'shortNameTranslation': {'ar': 'ب. بتروفيتش'}}}",False,miss,corner,"{'x': 8.8, 'y': 46.8, 'z': 0}",head,left,"{'x': 0, 'y': 64.5, 'z': 15.3}",5389130,78,,4662,"{'start': {'x': 46.8, 'y': 8.8}, 'end': {'x': 35.5, 'y': 0}, 'goal': {'x': 35.5, 'y': 84.7}}",13,738,1962,shot,,
