match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,punches,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,duelLost,challengeLost,unsuccessfulTouch,fouls,outfielderBlock,wasFouled,dispossessed,totalContest,wonContest,shotOffTarget,interceptionWon,totalTackle,shotValueNormalized,accurateCross,totalOffside,wonTackle,bigChanceCreated,keyPass,onTargetScoringAttempt,blockedScoringAttempt,goals,hitWoodwork
14015435,home,5149,OFK Beograd,1937553,Jay Enem,tyron-enem-jay-ifeanyi-junior,F,22,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,27.0,5.0,4.5,1.0,,"{'original': 4.5, 'alternative': 4.8}",1,-0.01,-0.15,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,100.0,,,,,,1.0,2.0,,1.0,1.0,,1.0,,,,,,,-0.38,,,,,,,1.0,,
14015435,home,5153,OFK Beograd,881211,Uroš Stojanović,uros-stojanovic,D,24,True,10.0,7.0,5.0,2.0,0.0,2.0,3.0,5.0,7.0,,,4.0,1.0,,,,,45.0,26.0,6.7,6.0,,"{'original': 6.7, 'alternative': 6.6}",0,0.06,-0.11,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,70.0,40.0,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,
14015435,home,5153,OFK Beograd,1406091,Aleksa Cvetković,aleksa-cvetkovic,M,8,True,5.0,1.0,1.0,,0.0,,1.0,1.0,4.0,,1.0,1.0,1.0,,,,,28.0,11.0,6.4,6.0,,"{'original': 6.4, 'alternative': 6.4}",0,-0.14,0.01,0.23,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,2,2,1,1,20.0,,,,,,2.0,3.0,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,
14015435,home,5153,OFK Beograd,1183887,Henry Addo,addo-henry,M,43,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,1.0,4.0,1.0,,,,,27.0,14.0,6.9,2.0,,"{'original': 6.9, 'alternative': 6.8}",0,0.12,0.13,0.25,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,100.0,,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,
14015435,home,5153,OFK Beograd,1982018,Issiaka Dembele,issiaka-dembele,M,25,True,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,47321,OFK Beograd,1544616,Hugo Alba,hugo-alba,F,9,True,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
14015435,home,6079,OFK Beograd,1465579,Mihajlo Petrović,mihajlo-petrovic,M,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,5153,OFK Beograd,1939189,Mamadou Fall,moustapha-fall,D,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,324661,OFK Beograd,77512,Stefan Šćepović,stefan-scepovic,F,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,5153,OFK Beograd,807593,Darko Gojković,darko-gojkovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,5149,OFK Beograd,1406109,Vuk Draškić,vuk-draskic,G,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,home,5153,OFK Beograd,191640,Marko Gobeljić,marko-gobeljic,D,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,38583,Saša Stamenković,sasa-stamenkovic,G,1,False,18.0,14.0,6.0,3.0,0.0,10.0,12.0,4.0,6.0,,,,8.0,,,,,90.0,20.0,6.2,4.0,,"{'original': 6.2, 'alternative': 6.5}",0,0.07,-0.06,-0.08,-0.71,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,77.77777777777779,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,795855,Aleksandar Varjačić,aleksandar-varjacic,D,17,False,24.0,17.0,5.0,2.0,0.0,7.0,10.0,10.0,14.0,3.0,7.0,3.0,4.0,,,,,67.0,54.0,6.9,16.0,,"{'original': 6.9, 'alternative': 7.3}",2,-0.15,0.28,-0.16,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,4,0,70.83333333333334,40.0,12.5,100.0,,8.0,,,,1.0,,,1.0,,2.0,2.0,2.0,1.0,1.0,-0.26,1.0,,1.0,,1.0,,,,
14015435,away,7771,FK Mladost Lučani,1022062,Mihailo Oreščanin,mihailo-orescanin,D,37,False,63.0,57.0,4.0,1.0,0.0,23.0,26.0,34.0,37.0,2.0,5.0,7.0,3.0,,,,,90.0,83.0,7.3,9.0,,"{'original': 7.3, 'alternative': 7.4}",2,0.71,-0.92,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,2,5,3,2,90.47619047619048,25.0,50.0,100.0,,4.0,,2.0,,1.0,2.0,,1.0,,1.0,1.0,2.0,2.0,1.0,-0.01,2.0,,1.0,,,,,,
14015435,away,7771,FK Mladost Lučani,69023,Dušan Cvetinović,dusan-cvetinovic,D,40,False,53.0,51.0,5.0,4.0,0.0,27.0,27.0,24.0,26.0,3.0,3.0,5.0,2.0,,,,,90.0,62.0,7.4,2.0,,"{'original': 7.4, 'alternative': 7.1}",0,0.36,0.03,0.24,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,96.22641509433963,80.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,1090985,Nemanja Žunić,zunic-nemanja,D,41,False,46.0,42.0,2.0,2.0,0.0,13.0,14.0,29.0,32.0,5.0,6.0,2.0,2.0,,,,,90.0,57.0,7.1,4.0,,"{'original': 7.1, 'alternative': 7.5}",1,-0.15,0.21,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,5,2,1,1,91.30434782608695,100.0,,,,,,1.0,,,1.0,1.0,,,,,1.0,2.0,1.0,0.0,,,1.0,,,,,,
14015435,away,7771,FK Mladost Lučani,795938,Žarko Udovičić,zarko-udovicic,D,33,False,33.0,24.0,5.0,1.0,0.0,2.0,4.0,22.0,29.0,,,,4.0,,,,,90.0,47.0,6.2,18.0,,"{'original': 6.2, 'alternative': 7.3}",1,-0.28,0.31,-0.18,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,72.72727272727273,20.0,11.11111111111111,,,9.0,,1.0,,,,,,,1.0,,,,,-0.2,1.0,,,,4.0,1.0,,,1.0
14015435,away,7771,FK Mladost Lučani,837894,Nemanja Milojević,nemanja-milojevic,M,38,False,19.0,18.0,2.0,2.0,0.0,1.0,2.0,17.0,17.0,,2.0,2.0,2.0,,,,,67.0,34.0,7.9,8.0,,"{'original': 7.9, 'alternative': 7.5}",2,0.0,0.4,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,94.73684210526315,100.0,,,,2.0,,3.0,1.0,4.0,1.0,,1.0,1.0,,,,1.0,1.0,0.59,,,,,,2.0,,1.0,
14015435,away,7771,FK Mladost Lučani,27863,Janko Tumbasević,janko-tumbasevic,M,8,False,106.0,92.0,5.0,4.0,0.0,22.0,25.0,70.0,81.0,2.0,7.0,1.0,8.0,,,,,90.0,121.0,7.9,18.0,,"{'original': 7.9, 'alternative': 7.4}",1,0.59,0.11,-0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,5,7,86.79245283018868,80.0,,,,2.0,1.0,8.0,4.0,1.0,2.0,,3.0,,1.0,,1.0,1.0,2.0,-0.08,,,1.0,,,,,,
14015435,away,241802,FK Mladost Lučani,280827,Danilo Pantić,danilo-pantic,M,5,False,35.0,27.0,3.0,1.0,0.0,4.0,4.0,23.0,31.0,,2.0,,3.0,,,,,80.0,46.0,6.5,11.0,,"{'original': 6.5, 'alternative': 6.8}",2,0.03,0.14,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,2,2,77.14285714285715,33.33333333333333,33.33333333333333,,,3.0,,2.0,,,1.0,,2.0,,1.0,,,,,0.01,1.0,,,,1.0,,2.0,,
14015435,away,7674,FK Mladost Lučani,1166063,Uroš Sremčević,uros-sremcevic,F,19,False,22.0,14.0,,,0.0,7.0,8.0,7.0,14.0,3.0,6.0,,,,,,,90.0,31.0,6.0,12.0,,"{'original': 6, 'alternative': 7.1}",1,-0.92,0.51,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,6,5,3,2,63.63636363636363,,,,,,3.0,5.0,,3.0,3.0,,1.0,,,,,,2.0,0.23,,,2.0,,1.0,1.0,,,
14015435,away,7771,FK Mladost Lučani,1835422,Ognjen Bondžulić,ognjen-bondzulic,F,11,False,10.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,7.0,,4.0,,3.0,,,,,90.0,32.0,6.4,13.0,,"{'original': 6.4, 'alternative': 6.7}",3,-0.17,0.28,0.19,,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,4,4,70.0,100.0,,66.66666666666666,,,3.0,7.0,,6.0,1.0,,2.0,2.0,3.0,2.0,1.0,,,-0.44,,,,,1.0,,2.0,,
14015435,away,7771,FK Mladost Lučani,1030454,Filip Žunić,filip-zunic,D,18,True,15.0,12.0,2.0,,0.0,1.0,2.0,11.0,13.0,,,3.0,3.0,,,,,23.0,25.0,6.9,5.0,,"{'original': 6.9, 'alternative': 7.1}",1,0.4,-0.51,0.17,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,80.0,,50.0,,,2.0,1.0,1.0,,,,,,,,,,1.0,,-0.05,1.0,,,,2.0,1.0,,,
14015435,away,7771,FK Mladost Lučani,892174,Uroš Ljubomirac,uros-ljubomirac,M,77,True,15.0,12.0,1.0,,0.0,1.0,1.0,11.0,14.0,,1.0,,1.0,,,,,23.0,19.0,6.4,3.0,,"{'original': 6.4, 'alternative': 7}",2,-0.14,-0.17,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,80.0,,100.0,,,1.0,,,,,,,1.0,,,,1.0,,,-0.26,1.0,,,,1.0,1.0,,,
14015435,away,7771,FK Mladost Lučani,126558,Petar Bojić,petar-bojic,M,10,True,8.0,8.0,2.0,2.0,0.0,,,8.0,8.0,,1.0,,1.0,,,,,10.0,11.0,7.0,,,"{'original': 7, 'alternative': 6.9}",0,0.28,-0.14,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,100.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,
14015435,away,7771,FK Mladost Lučani,111313,Milan Joksimović,milan-joksimovic,D,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,229348,FK Mladost Lučani,341339,Nemanja Ahčin,nemanja-ahcin,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,378020,FK Mladost Lučani,1166091,Sava Pribaković,sava-pribakovic,D,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,1859501,Aleksa Milošević,aleksa-milosevic,D,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,1166128,Bogdan Matijasevic,bogdan-matijasevic,G,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,1859502,Ognjen Alempijević,ognjen-alempijevic,F,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,1595643,Jovan Ćirić,jovan-ciric,M,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015435,away,7771,FK Mladost Lučani,173957,Irfan Hadžić,irfan-hadzic,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
