minute,value
1.0,2
2.0,5
3.0,4
4.0,-5
5.0,-31
6.0,-71
7.0,-34
8.0,-5
9.0,19
10.0,30
11.0,25
12.0,-17
13.0,8
14.0,-44
15.0,-21
16.0,-7
17.0,-12
18.0,-61
19.0,-26
20.0,19
21.0,1
22.0,-2
23.0,47
24.0,41
25.0,28
26.0,22
27.0,29
28.0,-25
29.0,-9
30.0,-7
31.0,-7
32.0,-9
33.0,-16
34.0,-45
35.0,-23
36.0,-9
37.0,-7
38.0,-10
39.0,33
40.0,2
41.0,-16
42.0,-24
43.0,-9
44.0,-16
45.0,-23
45.5,16
46.0,-4
47.0,-24
48.0,-9
49.0,-34
50.0,-14
51.0,33
52.0,38
53.0,18
54.0,6
55.0,1
56.0,-6
57.0,-10
58.0,-10
59.0,-10
60.0,-11
61.0,-50
62.0,-77
63.0,-48
64.0,-56
65.0,-18
66.0,-10
67.0,-11
68.0,16
69.0,-15
70.0,-20
71.0,-37
72.0,-29
73.0,-50
74.0,-59
75.0,-40
76.0,-64
77.0,-85
78.0,-52
79.0,-38
80.0,-26
81.0,-19
82.0,-38
83.0,-35
84.0,-24
85.0,-31
86.0,-13
87.0,30
88.0,17
89.0,-71
90.0,-50
90.5,3
