match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,blockedScoringAttempt,dispossessed,bigChanceMissed,shotOffTarget,bigChanceCreated
14147356,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,24.0,21.0,11.0,8.0,0.0,18.0,19.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,90.0,31.0,5.5,3.0,0.0,0.0,"{'original': 5.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,87.5,72.72727272727273,,,,,,,,,
14147356,home,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,D,11,False,15.0,10.0,4.0,0.0,0.0,4.0,4.0,6.0,11.0,1.0,1.0,2.0,1.0,10.0,12.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,,,,,,73.0,28.0,6.7,9.0,0.0,0.45,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",22,3,19,11,8,66.66666666666666,0.0,100.0,100.0,,2.0,,,,,
14147356,home,7581,FK Bokelj Kotor,314142,Stefan Vico,stefan-vico,D,22,False,33.0,18.0,5.0,3.0,0.0,11.0,21.0,7.0,12.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,11.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,90.0,35.0,5.8,24.0,0.0,0.01,"{'original': 5.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,2,4,1,3,54.54545454545454,60.0,0.0,,,1.0,,,,,
14147356,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,26.0,22.0,5.0,3.0,0.0,17.0,18.0,4.0,6.0,0.0,0.0,2.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,90.0,33.0,6.2,7.0,0.0,0.0,"{'original': 6.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,4,6,84.61538461538461,60.0,,,,,,,,,
14147356,home,7581,FK Bokelj Kotor,1034559,Balša Ćetković,balsa-cetkovic,D,18,False,24.0,17.0,4.0,1.0,0.0,14.0,17.0,1.0,4.0,0.0,0.0,2.0,2.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,82.0,31.0,6.0,9.0,0.0,0.0,"{'original': 6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,4,3,0,3,70.83333333333334,25.0,,,,,,,,,
14147356,home,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,D,29,False,33.0,21.0,2.0,1.0,0.0,13.0,19.0,6.0,12.0,4.0,0.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,90.0,44.0,6.6,11.0,0.16,0.02,"{'original': 6.6, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,63.63636363636363,50.0,0.0,,,1.0,1.0,,,,
14147356,home,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,32.0,22.0,4.0,2.0,1.0,9.0,9.0,13.0,23.0,3.0,1.0,0.0,0.0,24.0,6.0,4.0,2.0,2.0,1.0,1.0,3.0,0.0,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,,,,,,90.0,48.0,7.0,13.0,0.34,0.12,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",30,0,30,6,24,68.75,50.0,33.33333333333333,100.0,,2.0,1.0,3.0,1.0,,
14147356,home,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,False,26.0,21.0,5.0,2.0,0.0,14.0,16.0,6.0,9.0,0.0,0.0,0.0,0.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,65.0,31.0,6.1,5.0,0.13,0.0,"{'original': 6.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,2,11,80.76923076923077,40.0,,,,,,,,1.0,
14147356,home,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,False,48.0,36.0,4.0,2.0,0.0,15.0,24.0,21.0,23.0,1.0,1.0,0.0,1.0,14.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,,,,,,90.0,63.0,6.5,14.0,0.01,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",24,1,23,9,14,75.0,50.0,100.0,100.0,,,,,,1.0,
14147356,home,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,False,17.0,11.0,1.0,0.0,1.0,5.0,8.0,6.0,8.0,3.0,1.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,65.0,32.0,6.8,8.0,0.0,0.37,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,2,8,64.70588235294117,0.0,33.33333333333333,100.0,,1.0,,1.0,,,1.0
