player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Igor Vukcevic', 'firstName': '', 'lastName': '', 'slug': 'igor-vukcevic', 'shortName': 'I. Vukcevic', 'position': 'F', 'jerseyNumber': '11', 'userCount': 1, 'gender': 'M', 'id': 957906, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور فوكيفيتش'}, 'shortNameTranslation': {'ar': 'إ. فوكيفيتش'}}}",False,goal,regular,throw-in-set-piece,"{'x': 4, 'y': 31, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.8, 'z': 9.9}",0.1288,0.4442,6793855,80,4752,"{'start': {'x': 31, 'y': 4}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 90.1}}",11,648,2052,shot,
"{'name': 'Yann Michael Yao', 'firstName': '', 'lastName': '', 'slug': 'yann-michael-yao', 'shortName': 'Y. M. Yao', 'position': 'M', 'jerseyNumber': '11', 'userCount': 17, 'gender': 'M', 'id': 894450, 'fieldTranslations': {'nameTranslation': {'ar': 'يان ميخائيل ياو'}, 'shortNameTranslation': {'ar': 'ي. ياو'}}}",True,miss,,regular,"{'x': 14, 'y': 32, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.3, 'z': 6.6}",0.09726,,6793854,59,3522,"{'start': {'x': 32, 'y': 14}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 93.4}}",32,1878,822,shot,
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",True,block,,corner,"{'x': 24, 'y': 58, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.008076,,6793853,54,3218,"{'start': {'x': 58, 'y': 24}, 'block': {'x': 58, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",37,2182,518,shot,"{'x': 24, 'y': 58, 'z': 0}"
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'bn': 'মার্কো ডুরিসিক', 'hi': 'मार्को ड्यूरिशिक'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'bn': 'এম. ডুরিসিক', 'hi': 'एम. ड्यूरिशिक'}}}",True,block,,regular,"{'x': 27, 'y': 27, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.0007423,,6793852,36,2154,"{'start': {'x': 27, 'y': 27}, 'block': {'x': 27, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",10,546,2154,shot,"{'x': 27, 'y': 27, 'z': 0}"
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 15, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",True,goal,regular,regular,"{'x': 14, 'y': 56, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 10.4}",0.05384,0.45,6793851,29,1712,"{'start': {'x': 56, 'y': 14}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 89.6}}",17,988,1712,shot,
"{'name': 'Velimir Ljutica', 'firstName': '', 'lastName': '', 'slug': 'velimir-ljutica', 'shortName': 'V. Ljutica', 'position': 'D', 'jerseyNumber': '32', 'userCount': 40, 'gender': 'M', 'id': 1392904, 'fieldTranslations': {'nameTranslation': {'ar': 'فليمير ليوتيكا'}, 'shortNameTranslation': {'ar': 'ف. ليوتيكا'}}}",True,miss,,throw-in-set-piece,"{'x': 12, 'y': 70, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.6, 'z': 49.6}",0.01812,,6793850,24,1426,"{'start': {'x': 70, 'y': 12}, 'end': {'x': 58.4, 'y': 0}, 'goal': {'x': 58.4, 'y': 50.4}}",22,1274,1426,shot,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 15, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",True,miss,,free-kick,"{'x': 19, 'y': 70, 'z': 0}",left-foot,close-high,"{'x': 0, 'y': 49.8, 'z': 56.5}",0.001165,,6793858,22,1295,"{'start': {'x': 70, 'y': 19}, 'end': {'x': 50.2, 'y': 0}, 'goal': {'x': 50.2, 'y': 43.5}}",24,1405,1295,shot,
"{'name': 'Nikola Stijepović', 'slug': 'nikola-stijepovic', 'shortName': 'N. Stijepović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 1, 'gender': 'M', 'id': 171431, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ستييبوفيتش', 'bn': 'নিকোলা স্টিজেপোভিচ', 'hi': 'निकोला स्टिजेपोविक'}, 'shortNameTranslation': {'ar': 'ن. ستييبوفيتش', 'bn': 'এন. স্টিজেপোভিচ', 'hi': 'एन. स्टिजेपोविक'}}}",True,goal,own,own-goal,"{'x': 24, 'y': 65, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,,6793856,19,1140,"{'start': {'x': 65, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",27,1560,1140,shot,
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'bn': 'মার্কো ডুরিসিক', 'hi': 'मार्को ड्यूरिशिक'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'bn': 'এম. ডুরিসিক', 'hi': 'एम. ड्यूरिशिक'}}}",True,miss,,free-kick,"{'x': 27, 'y': 57, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 41.6, 'z': 44.1}",0.001441,,6793857,15,858,"{'start': {'x': 57, 'y': 27}, 'end': {'x': 58.4, 'y': 0}, 'goal': {'x': 58.4, 'y': 55.9}}",31,1842,858,shot,
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",True,block,,regular,"{'x': 26, 'y': 51, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.009921,,6793849,14,785,"{'start': {'x': 51, 'y': 26}, 'block': {'x': 51, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",32,1915,785,shot,"{'x': 26, 'y': 51, 'z': 0}"
