player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Srđan Mijailović', 'slug': 'srdan-mijailovic', 'shortName': 'S. Mijailović', 'position': 'M', 'jerseyNumber': '8', 'userCount': 200, 'gender': 'M', 'id': 98436, 'fieldTranslations': {'nameTranslation': {'ar': 'سردان ميجايلوفيتش', 'bn': 'শ্রদান মিজাইলোভিচ', 'hi': 'सर्जान मिजायलोविच'}, 'shortNameTranslation': {'ar': 'س. ميجايلوفيتش', 'bn': 'এস. মিজাইলোভিচ', 'hi': 'एस. मिजायलोविच'}}}",True,block,set-piece,"{'x': 30.5, 'y': 54.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 19}","{'x': 23.3, 'y': 54, 'z': 0}",5852917,90,2.0,5519,"{'start': {'x': 54.8, 'y': 30.5}, 'block': {'x': 54, 'y': 23.3}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 81}}",1,781,119,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",False,save,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.5, 'z': 4.4}","{'x': 1.5, 'y': 50.2, 'z': 0}",5852789,84,,5030,"{'start': {'x': 50, 'y': 11.5}, 'block': {'x': 50.2, 'y': 1.5}, 'end': {'x': 46.5, 'y': 0}, 'goal': {'x': 46.5, 'y': 95.6}}",7,370,2330,shot,
"{'name': 'Mamane Amadou Sabo', 'slug': 'mamane-amadou-sabo', 'shortName': 'M. A. Sabo', 'position': 'M', 'jerseyNumber': '6', 'userCount': 199, 'gender': 'M', 'id': 1435246, 'fieldTranslations': {'nameTranslation': {'ar': 'ماماني أمدو سابو'}, 'shortNameTranslation': {'ar': 'م. سابو'}}}",False,block,assisted,"{'x': 27.4, 'y': 45, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.6, 'z': 19}","{'x': 24, 'y': 45.3, 'z': 0}",5853044,81,,4837,"{'start': {'x': 45, 'y': 27.4}, 'block': {'x': 45.3, 'y': 24}, 'end': {'x': 47.4, 'y': 0}, 'goal': {'x': 47.4, 'y': 81}}",10,563,2137,shot,
"{'name': 'Aleksa Radonjić', 'firstName': '', 'lastName': '', 'slug': 'aleksa-radonjic', 'shortName': 'A. Radonjić', 'position': 'M', 'jerseyNumber': '20', 'userCount': 14, 'gender': 'M', 'id': 1468252, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسه رادونيتش'}, 'shortNameTranslation': {'ar': 'أ. رادونيتش'}}}",False,block,assisted,"{'x': 15, 'y': 54.4, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}","{'x': 14.3, 'y': 53.9, 'z': 0}",5852727,79,,4686,"{'start': {'x': 54.4, 'y': 15}, 'block': {'x': 53.9, 'y': 14.3}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",12,714,1986,shot,
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",False,save,corner,"{'x': 10.8, 'y': 42.1, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.5, 'z': 12.7}","{'x': 1.1, 'y': 48.7, 'z': 0}",5852739,71,,4231,"{'start': {'x': 42.1, 'y': 10.8}, 'block': {'x': 48.7, 'y': 1.1}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 87.3}}",20,1169,1531,shot,
"{'name': 'Đorđe Skoko', 'slug': 'dorde-skoko', 'shortName': 'Đ. Skoko', 'position': 'D', 'jerseyNumber': '26', 'userCount': 52, 'gender': 'M', 'id': 1468253, 'fieldTranslations': {'nameTranslation': {'ar': 'دورجي سكوكو'}, 'shortNameTranslation': {'ar': 'د. سكوكو'}}}",False,block,corner,"{'x': 11.3, 'y': 44, 'z': 0}",head,low-right,"{'x': 0, 'y': 47.2, 'z': 19}","{'x': 9.2, 'y': 45.7, 'z': 0}",5852738,71,,4229,"{'start': {'x': 44, 'y': 11.3}, 'block': {'x': 45.7, 'y': 9.2}, 'end': {'x': 52.8, 'y': 0}, 'goal': {'x': 52.8, 'y': 81}}",20,1171,1529,shot,
"{'name': 'Milan Đoković', 'firstName': '', 'lastName': '', 'slug': 'milan-dokovic', 'shortName': 'M. Đoković', 'position': 'D', 'jerseyNumber': '26', 'userCount': 25, 'gender': 'M', 'id': 1392796, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان جوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. جوكوفيتش'}}}",True,block,assisted,"{'x': 23.1, 'y': 36, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 19}","{'x': 12.8, 'y': 41.9, 'z': 0}",5852570,67,,4012,"{'start': {'x': 36, 'y': 23.1}, 'block': {'x': 41.9, 'y': 12.8}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 81}}",24,1388,1312,shot,
"{'name': 'Bayere Loue', 'firstName': '', 'lastName': '', 'slug': 'bayere-loue', 'shortName': 'B. Loue', 'position': 'F', 'jerseyNumber': '27', 'userCount': 74, 'gender': 'M', 'id': 972802, 'fieldTranslations': {'nameTranslation': {'ar': 'باير لو'}, 'shortNameTranslation': {'ar': 'ب. لو'}}}",False,save,assisted,"{'x': 4, 'y': 46, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.4, 'z': 10.8}","{'x': 1.4, 'y': 48, 'z': 0}",5852514,65,,3890,"{'start': {'x': 46, 'y': 4}, 'block': {'x': 48, 'y': 1.4}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 89.2}}",26,1510,1190,shot,
"{'name': 'Slobodan Tedić', 'slug': 'slobodan-tedic', 'shortName': 'S. Tedić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 284, 'gender': 'M', 'id': 905103, 'fieldTranslations': {'nameTranslation': {'ar': 'سلوبودان تيديتش', 'bn': 'স্লোবোডান টেডিক', 'hi': 'स्लोबोदान टेडिच'}, 'shortNameTranslation': {'ar': 'س. تيديتش', 'bn': 'এস. টেডিক', 'hi': 'एस. टेडिच'}}}",True,save,assisted,"{'x': 14.1, 'y': 44.3, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.6, 'z': 15.2}","{'x': 1, 'y': 51.1, 'z': 0}",5852300,50,,2949,"{'start': {'x': 44.3, 'y': 14.1}, 'block': {'x': 51.1, 'y': 1}, 'end': {'x': 51.4, 'y': 0}, 'goal': {'x': 51.4, 'y': 84.8}}",41,2451,249,shot,
"{'name': 'Nenad Tomović', 'slug': 'nenad-tomovic', 'shortName': 'N. Tomović', 'position': 'D', 'jerseyNumber': '4', 'userCount': 82, 'gender': 'M', 'id': 38574, 'fieldTranslations': {'nameTranslation': {'ar': 'نيناد توموفيتش', 'bn': 'নেনাদ তোমোভিচ', 'hi': 'नेनाद तोमोविक'}, 'shortNameTranslation': {'ar': 'ن. توموفيتش', 'bn': 'এন. তোমোভিচ', 'hi': 'एन. तोमोविक'}}}",True,goal,set-piece,"{'x': 12.8, 'y': 44.4, 'z': 0}",head,low-right,"{'x': 0, 'y': 46.1, 'z': 8.2}",,5851392,38,,2221,"{'start': {'x': 44.4, 'y': 12.8}, 'end': {'x': 53.9, 'y': 0}, 'goal': {'x': 53.9, 'y': 91.8}}",8,479,2221,shot,regular
