minute,value
0.0,0
1.0,-37
2.0,-22
3.0,-7
4.0,8
5.0,15
6.0,84
7.0,67
8.0,46
9.0,27
10.0,22
11.0,8
12.0,3
13.0,6
14.0,29
15.0,27
16.0,22
17.0,18
18.0,16
19.0,11
20.0,85
21.0,53
22.0,34
23.0,22
24.0,91
25.0,45
26.0,29
27.0,4
28.0,3
29.0,-3
30.0,2
31.0,7
32.0,7
33.0,82
34.0,51
35.0,32
36.0,21
37.0,15
38.0,-9
39.0,-27
40.0,-64
41.0,-37
42.0,68
43.0,55
44.0,37
45.0,73
45.5,57
46.0,-38
47.0,-31
48.0,-22
49.0,-6
50.0,-2
51.0,-23
52.0,28
53.0,17
54.0,12
55.0,-8
56.0,3
57.0,-24
58.0,-73
59.0,-42
60.0,-42
61.0,-29
62.0,-14
63.0,-98
64.0,-87
65.0,-100
66.0,-58
67.0,-34
68.0,-12
69.0,-9
70.0,2
71.0,7
72.0,5
73.0,49
74.0,36
75.0,23
76.0,20
77.0,8
78.0,-9
79.0,-9
80.0,-5
81.0,-12
82.0,-11
83.0,-10
84.0,-15
85.0,-13
86.0,-17
87.0,-9
88.0,-14
89.0,-12
90.0,-7
90.5,-105
