player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Aldin Mušović', 'firstName': '', 'lastName': '', 'slug': 'aldin-musovic', 'shortName': 'A. Mušović', 'position': 'F', 'jerseyNumber': '9', 'userCount': 9, 'gender': 'M', 'id': 1382874, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدين موشوفيتش'}, 'shortNameTranslation': {'ar': 'أ. موشوفيتش'}}}",False,save,regular,"{'x': 19, 'y': 67, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.2, 'z': 8.9}",0.05427,0.02542,6875057,90,2.0,5515,"{'start': {'x': 67, 'y': 19}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 91.1}}",1,785,115,shot,,
"{'name': 'Alden Škrijelj', 'firstName': '', 'lastName': '', 'slug': 'alden-skrijelj', 'shortName': 'A. Škrijelj', 'position': 'M', 'userCount': 7, 'gender': 'M', 'id': 1030476, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدن شكيليتش'}, 'shortNameTranslation': {'ar': 'أ. شكيليتش'}}}",False,goal,regular,"{'x': 12, 'y': 37, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.4, 'z': 10.9}",0.1382,0.1257,6875056,90,1.0,5421,"{'start': {'x': 37, 'y': 12}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 89.1}}",1,879,21,shot,regular,
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",True,miss,corner,"{'x': 8, 'y': 54, 'z': 0}",head,close-high,"{'x': 0, 'y': 52, 'z': 43.4}",0.1068,,6875055,73,,4370,"{'start': {'x': 54, 'y': 8}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 56.6}}",18,1030,1670,shot,,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 46, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",True,goal,own-goal,"{'x': 5, 'y': 48, 'z': 0}",other,low-centre,"{'x': 0, 'y': 50, 'z': 20}",,,6875058,65,,3871,"{'start': {'x': 48, 'y': 5}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",26,1529,1171,shot,own,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,save,corner,"{'x': 7, 'y': 48, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.8, 'z': 3.6}",0.1377,0.1904,6875054,65,,3869,"{'start': {'x': 48, 'y': 7}, 'end': {'x': 49.2, 'y': 0}, 'goal': {'x': 49.2, 'y': 96.4}}",26,1531,1169,shot,,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 11, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",False,miss,regular,"{'x': 10, 'y': 59, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.1, 'z': 53.6}",0.3639,,6875053,63,,3760,"{'start': {'x': 59, 'y': 10}, 'end': {'x': 43.9, 'y': 0}, 'goal': {'x': 43.9, 'y': 46.4}}",28,1640,1060,shot,,
"{'name': 'Alden Škrijelj', 'firstName': '', 'lastName': '', 'slug': 'alden-skrijelj', 'shortName': 'A. Škrijelj', 'position': 'M', 'userCount': 7, 'gender': 'M', 'id': 1030476, 'fieldTranslations': {'nameTranslation': {'ar': 'ألدن شكيليتش'}, 'shortNameTranslation': {'ar': 'أ. شكيليتش'}}}",False,block,regular,"{'x': 4, 'y': 51, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.2084,,6875052,63,,3758,"{'start': {'x': 51, 'y': 4}, 'block': {'x': 51, 'y': 4}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",28,1642,1058,shot,,"{'x': 4, 'y': 51, 'z': 0}"
"{'name': 'Miloš Nikolić', 'firstName': '', 'lastName': '', 'slug': 'milos-nikolic', 'shortName': 'M. Nikolić', 'position': 'D', 'jerseyNumber': '23', 'userCount': 10, 'gender': 'M', 'id': 807581, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش نيكوليتش'}, 'shortNameTranslation': {'ar': 'م. نيكوليتش'}}}",False,save,corner,"{'x': 10, 'y': 41, 'z': 0}",head,high-centre,"{'x': 0, 'y': 49.6, 'z': 20.1}",0.05905,0.03199,6875051,58,,3441,"{'start': {'x': 41, 'y': 10}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 79.9}}",33,1959,741,shot,,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",False,block,regular,"{'x': 20, 'y': 27, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001659,,6875050,57,,3414,"{'start': {'x': 27, 'y': 20}, 'block': {'x': 27, 'y': 20}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",34,1986,714,shot,,"{'x': 20, 'y': 27, 'z': 0}"
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,miss,regular,"{'x': 21, 'y': 27, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 40.8, 'z': 56.7}",0.01742,,6875049,52,,3107,"{'start': {'x': 27, 'y': 21}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 43.3}}",39,2293,407,shot,,
