player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,blockCoordinates
"{'name': 'Andrej Cvijović', 'firstName': '', 'lastName': '', 'slug': 'andrej-cvijovic', 'shortName': 'A. Cvijović', 'position': 'M', 'jerseyNumber': '33', 'userCount': 4, 'gender': 'M', 'id': 1131050, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريه سفييوفيتش'}, 'shortNameTranslation': {'ar': 'أ. سفييوفيتش'}}}",False,save,regular,"{'x': 20, 'y': 46, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 51.1, 'z': 31.2}",0.08438,0.0881,6875048,46,,2747,"{'start': {'x': 46, 'y': 20}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 68.8}}",45,2653,47,shot,,
"{'name': 'Ivan Bulatović', 'slug': 'ivan-bulatovic', 'shortName': 'I. Bulatović', 'position': 'F', 'jerseyNumber': '11', 'userCount': 49, 'gender': 'M', 'id': 894403, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بولاتوفيتش'}, 'shortNameTranslation': {'ar': 'إ. بولاتوفيتش'}}}",True,save,regular,"{'x': 10, 'y': 26, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 1.4}",0.05433,0.04492,6875047,45,,2652,"{'start': {'x': 26, 'y': 10}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 98.6}}",1,48,2652,shot,,
"{'name': 'Ilya Serikov', 'slug': 'ilya-serikov', 'shortName': 'I. Serikov', 'position': 'D', 'jerseyNumber': '5', 'userCount': 40, 'gender': 'M', 'id': 792102, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا سيريكوف'}, 'shortNameTranslation': {'ar': 'إ. سيريكوف'}}}",True,save,regular,"{'x': 10, 'y': 45, 'z': 0}",head,high-centre,"{'x': 0, 'y': 48.4, 'z': 35.4}",0.0941,0.07143,6875046,42,,2499,"{'start': {'x': 45, 'y': 10}, 'end': {'x': 51.6, 'y': 0}, 'goal': {'x': 51.6, 'y': 64.6}}",4,201,2499,shot,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",False,save,regular,"{'x': 13, 'y': 31, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 48.9, 'z': 32.3}",0.09633,0.1123,6875045,40,,2360,"{'start': {'x': 31, 'y': 13}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 67.7}}",6,340,2360,shot,,
"{'name': 'Andrej Đukić', 'firstName': '', 'lastName': '', 'slug': 'andrej-dukic', 'shortName': 'A. Đukić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 1000576, 'fieldTranslations': {'nameTranslation': {'ar': 'أندري ديوكيتش'}, 'shortNameTranslation': {'ar': 'أ. ديوكيتش'}}}",False,miss,regular,"{'x': 19, 'y': 37, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.3, 'z': 43}",0.04633,,6875044,39,,2335,"{'start': {'x': 37, 'y': 19}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 57}}",7,365,2335,shot,,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,goal,regular,"{'x': 11, 'y': 28, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 4.9}",0.02021,0.0526,6875043,33,,1953,"{'start': {'x': 28, 'y': 11}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 95.1}}",13,747,1953,shot,regular,
"{'name': 'Ivan Bojović', 'slug': 'ivan-bojovic', 'shortName': 'I. Bojović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 16, 'gender': 'M', 'id': 1016595, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان بويوفيتش', 'bn': 'ইভান বোজোভিচ', 'hi': 'इवान बोजोविक'}, 'shortNameTranslation': {'ar': 'إ. بويوفيتش', 'bn': 'আই. বোজোভিচ', 'hi': 'आई. बोजोविक'}}}",True,goal,regular,"{'x': 13, 'y': 54, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 2}",0.4304,0.7247,6875042,24,,1414,"{'start': {'x': 54, 'y': 13}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 98}}",22,1286,1414,shot,regular,
"{'name': 'Nemanja Nikolić', 'firstName': 'Nemanja Nikolic', 'lastName': '', 'slug': 'nemanja-nikolic', 'shortName': 'N. Nikolić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 335, 'gender': 'M', 'id': 1086387, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا نيكوليتش', 'bn': 'নেমাঞ্জা নিকোলিচ', 'hi': 'नेमांजा निकोलिक'}, 'shortNameTranslation': {'ar': 'ن. نيكوليتش', 'bn': 'এন. নিকোলিচ', 'hi': 'एन. निकोलिक'}}}",True,goal,regular,"{'x': 8, 'y': 29, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 6.6}",0.1108,0.2557,6875041,20,,1172,"{'start': {'x': 29, 'y': 8}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 93.4}}",26,1528,1172,shot,regular,
"{'name': 'Danilo Vukanić', 'slug': 'danilo-vukanic', 'shortName': 'D. Vukanić', 'position': 'M', 'jerseyNumber': '44', 'userCount': 48, 'gender': 'M', 'id': 1423515, 'fieldTranslations': {'nameTranslation': {'ar': 'دانييلو فوكانيتش'}, 'shortNameTranslation': {'ar': 'د. فوكانيتش'}}}",True,save,regular,"{'x': 12, 'y': 64, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 18.6}",0.1352,0.09173,6875040,6,,338,"{'start': {'x': 64, 'y': 12}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 81.4}}",40,2362,338,shot,,
"{'name': 'Georgios Makrydakis', 'firstName': 'Georgios', 'lastName': 'Makrydakis', 'slug': 'makrydakis-georgios', 'shortName': 'G. Makrydakis', 'position': 'D', 'jerseyNumber': '56', 'userCount': 10, 'gender': 'M', 'id': 1440632, 'fieldTranslations': {'nameTranslation': {'ar': 'جورجيوس ماكريدكيس'}, 'shortNameTranslation': {'ar': 'ج. ماكريدكيس'}}}",False,save,regular,"{'x': 21, 'y': 32, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.1, 'z': 10}",0.04429,0.02048,6875039,1,,15,"{'start': {'x': 32, 'y': 21}, 'end': {'x': 48.9, 'y': 0}, 'goal': {'x': 48.9, 'y': 90}}",45,2685,15,shot,,
