player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Miloš Vulić', 'firstName': '', 'lastName': '', 'slug': 'milos-vulic', 'shortName': 'M. Vulić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 124, 'gender': 'M', 'id': 795861, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فوليتش', 'bn': 'মিলোস ভুলিচ', 'hi': 'मिलोस वुलिक'}, 'shortNameTranslation': {'ar': 'م. فوليتش', 'bn': 'এম. ভুলিচ', 'hi': 'एम. वुलिक'}}}",False,miss,free-kick,"{'x': 19, 'y': 25.8, 'z': 0}",right-foot,close-high,"{'x': 0, 'y': 50.9, 'z': 48.6}",5790957,90,5.0,5660,"{'start': {'x': 25.8, 'y': 19}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 51.4}}",1,640,260,shot,,
"{'name': 'Stefan Stojanović', 'firstName': 'Stefan Stojanovic', 'slug': 'stefan-stojanovic', 'shortName': 'S. Stojanović', 'position': 'F', 'jerseyNumber': '10', 'userCount': 31, 'gender': 'M', 'id': 1147543, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان ستويانوفيتش'}, 'shortNameTranslation': {'ar': 'س. ستويانوفيتش'}}}",True,save,fast-break,"{'x': 8.4, 'y': 32.8, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 12.7}",5790945,90,2.0,5487,"{'start': {'x': 32.8, 'y': 8.4}, 'block': {'x': 45.5, 'y': 1.5}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 87.3}}",1,813,87,shot,"{'x': 1.5, 'y': 45.5, 'z': 0}",
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",False,goal,assisted,"{'x': 7.1, 'y': 50.9, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.2, 'z': 12.7}",5790881,84,,5033,"{'start': {'x': 50.9, 'y': 7.1}, 'end': {'x': 46.8, 'y': 0}, 'goal': {'x': 46.8, 'y': 87.3}}",7,367,2333,shot,,regular
"{'name': 'Nikola Vukajlović', 'firstName': 'Nikola', 'lastName': 'Vukajlović', 'slug': 'nikola-vukajlovic', 'shortName': 'N. Vukajlović', 'position': 'D', 'jerseyNumber': '7', 'userCount': 16, 'gender': 'M', 'id': 937992, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا فوكاجلوفيتش'}, 'shortNameTranslation': {'ar': 'ن. فوكاجلوفيتش'}}}",False,miss,assisted,"{'x': 30.2, 'y': 43.6, 'z': 0}",left-foot,high,"{'x': 0, 'y': 50.6, 'z': 88.9}",5790868,84,,4986,"{'start': {'x': 43.6, 'y': 30.2}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 11.1}}",7,414,2286,shot,,
"{'name': 'Nikola Bogdanovski', 'firstName': 'Nikola', 'lastName': 'Bogdanovski', 'slug': 'nikola-bogdanovski', 'shortName': 'N. Bogdanovski', 'position': 'M', 'jerseyNumber': '33', 'userCount': 16, 'gender': 'M', 'id': 956793, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا بوغدانوفيسكي'}, 'shortNameTranslation': {'ar': 'ن. بوغدانوفيسكي'}}}",False,miss,assisted,"{'x': 12, 'y': 67.7, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.3, 'z': 4.2}",5790865,82,,4909,"{'start': {'x': 67.7, 'y': 12}, 'end': {'x': 41.7, 'y': 0}, 'goal': {'x': 41.7, 'y': 95.8}}",9,491,2209,shot,,
"{'name': 'Stefan Hajdin', 'firstName': 'Stefan', 'lastName': 'Hajdin', 'slug': 'stefan-hajdin', 'shortName': 'S. Hajdin', 'position': 'D', 'jerseyNumber': '3', 'userCount': 47, 'gender': 'M', 'id': 889448, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان حيدين'}, 'shortNameTranslation': {'ar': 'س. حيدين'}}}",False,block,assisted,"{'x': 14.7, 'y': 50.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.4, 'z': 19}",5790864,82,,4875,"{'start': {'x': 50.1, 'y': 14.7}, 'block': {'x': 50, 'y': 11.8}, 'end': {'x': 49.6, 'y': 0}, 'goal': {'x': 49.6, 'y': 81}}",9,525,2175,shot,"{'x': 11.8, 'y': 50, 'z': 0}",
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",True,save,assisted,"{'x': 21.6, 'y': 48.7, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.1, 'z': 22.2}",5790789,76,,4524,"{'start': {'x': 48.7, 'y': 21.6}, 'block': {'x': 50.5, 'y': 1.8}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 77.8}}",15,876,1824,shot,"{'x': 1.8, 'y': 50.5, 'z': 0}",
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",True,miss,assisted,"{'x': 9.4, 'y': 68.1, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57.1, 'z': 4.2}",5790744,69,,4091,"{'start': {'x': 68.1, 'y': 9.4}, 'end': {'x': 42.9, 'y': 0}, 'goal': {'x': 42.9, 'y': 95.8}}",22,1309,1391,shot,,
"{'name': 'Nemanja Milunović', 'firstName': '', 'lastName': '', 'slug': 'nemanja-milunovic', 'shortName': 'N. Milunović', 'position': 'D', 'jerseyNumber': '19', 'userCount': 169, 'gender': 'M', 'id': 54775, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا ميلونوفيتش', 'bn': 'নেমাঞ্জা মিলুনোভিচ', 'hi': 'नेमांजा मिलुनोविक'}, 'shortNameTranslation': {'ar': 'ن. ميلونوفيتش', 'bn': 'এন. মিলুনোভিচ', 'hi': 'एन. मिलुनोविक'}}}",True,goal,corner,"{'x': 6.4, 'y': 49.3, 'z': 0}",head,high-right,"{'x': 0, 'y': 47, 'z': 27.2}",5790712,66,,3939,"{'start': {'x': 49.3, 'y': 6.4}, 'end': {'x': 53, 'y': 0}, 'goal': {'x': 53, 'y': 72.8}}",25,1461,1239,shot,,regular
"{'name': 'Miloš Tošeski', 'firstName': '', 'lastName': '', 'slug': 'milos-toseski', 'shortName': 'M. Tošeski', 'position': 'M', 'jerseyNumber': '22', 'userCount': 29, 'gender': 'M', 'id': 943362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش توشيسكي'}, 'shortNameTranslation': {'ar': 'م. توشيسكي'}}}",False,miss,regular,"{'x': 14.8, 'y': 72.8, 'z': 0}",right-foot,left,"{'x': 0, 'y': 66.9, 'z': 18.1}",5790668,59,,3485,"{'start': {'x': 72.8, 'y': 14.8}, 'block': {'x': 52.7, 'y': 6.8}, 'end': {'x': 33.1, 'y': 0}, 'goal': {'x': 33.1, 'y': 81.9}}",32,1915,785,shot,"{'x': 6.8, 'y': 52.7, 'z': 0}",
"{'name': 'Kwaku Bonsu Osei Gaucho', 'firstName': '', 'lastName': '', 'slug': 'kwaku-bonsu-osei-gaucho', 'shortName': 'K. B. O. Gaucho', 'position': 'F', 'jerseyNumber': '20', 'userCount': 74, 'gender': 'M', 'id': 1009837, 'fieldTranslations': {'nameTranslation': {'ar': 'كواكو بونسو أوسي غاوتشو'}, 'shortNameTranslation': {'ar': 'ك. غاوتشو'}}}",True,miss,assisted,"{'x': 13.8, 'y': 56.7, 'z': 0}",head,left,"{'x': 0, 'y': 61.2, 'z': 15.3}",5791977,54,,3206,"{'start': {'x': 56.7, 'y': 13.8}, 'block': {'x': 42.4, 'y': 1.6}, 'end': {'x': 38.8, 'y': 0}, 'goal': {'x': 38.8, 'y': 84.7}}",37,2194,506,shot,"{'x': 1.6, 'y': 42.4, 'z': 0}",
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,miss,corner,"{'x': 4.2, 'y': 38, 'z': 0}",head,high-left,"{'x': 0, 'y': 56, 'z': 94.4}",5790610,49,,2928,"{'start': {'x': 38, 'y': 4.2}, 'end': {'x': 44, 'y': 0}, 'goal': {'x': 44, 'y': 5.6}}",42,2472,228,shot,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,miss,corner,"{'x': 14.5, 'y': 29.5, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.2, 'z': 27.8}",5790576,46,,2743,"{'start': {'x': 29.5, 'y': 14.5}, 'end': {'x': 58.8, 'y': 0}, 'goal': {'x': 58.8, 'y': 72.2}}",45,2657,43,shot,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,block,assisted,"{'x': 15.1, 'y': 30.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.7, 'z': 19}",5790575,46,,2723,"{'start': {'x': 30.5, 'y': 15.1}, 'block': {'x': 35.4, 'y': 10.7}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 81}}",45,2677,23,shot,"{'x': 10.7, 'y': 35.4, 'z': 0}",
"{'name': 'Aleksandar Lutovac', 'firstName': 'Aleksandar', 'lastName': 'Lutovac', 'slug': 'aleksandar-lutovac', 'shortName': 'A. Lutovac', 'position': 'M', 'jerseyNumber': '15', 'userCount': 43, 'gender': 'M', 'id': 799152, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر لوتوفاك', 'bn': 'আলেকসান্ডার লুটোভাক', 'hi': 'अलेक्जेंडर लुटोवैक'}, 'shortNameTranslation': {'ar': 'أ. لوتوفاك', 'bn': 'এ. লুটোভাক', 'hi': 'ए. लुटोवैक'}}}",False,miss,assisted,"{'x': 8.3, 'y': 51.1, 'z': 0}",head,close-left,"{'x': 0, 'y': 58.2, 'z': 8.3}",5790361,45,3.0,2866,"{'start': {'x': 51.1, 'y': 8.3}, 'end': {'x': 41.8, 'y': 0}, 'goal': {'x': 41.8, 'y': 91.7}}",1,2534,166,shot,,
"{'name': 'Miloš Vulić', 'firstName': '', 'lastName': '', 'slug': 'milos-vulic', 'shortName': 'M. Vulić', 'position': 'M', 'jerseyNumber': '10', 'userCount': 124, 'gender': 'M', 'id': 795861, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش فوليتش', 'bn': 'মিলোস ভুলিচ', 'hi': 'मिलोस वुलिक'}, 'shortNameTranslation': {'ar': 'م. فوليتش', 'bn': 'এম. ভুলিচ', 'hi': 'एम. वुलिक'}}}",False,block,regular,"{'x': 12.8, 'y': 45.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.4, 'z': 19}",5790488,45,3.0,2860,"{'start': {'x': 45.4, 'y': 12.8}, 'block': {'x': 47.3, 'y': 5.1}, 'end': {'x': 48.6, 'y': 0}, 'goal': {'x': 48.6, 'y': 81}}",1,2540,160,shot,"{'x': 5.1, 'y': 47.3, 'z': 0}",
"{'name': 'Stefan Tomović', 'firstName': 'Stefan Tomovic', 'slug': 'stefan-tomovic', 'shortName': 'S. Tomović', 'position': 'M', 'jerseyNumber': '70', 'userCount': 86, 'gender': 'M', 'id': 1063371, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان توموفيتش', 'bn': 'স্টেফান তোমোভিচ', 'hi': 'स्टीफ़न टॉमोविक'}, 'shortNameTranslation': {'ar': 'س. توموفيتش', 'bn': 'এস. তোমোভিচ', 'hi': 'एस. टॉमोविक'}}}",True,miss,fast-break,"{'x': 11.2, 'y': 34.9, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45, 'z': 73.6}",5790020,24,,1422,"{'start': {'x': 34.9, 'y': 11.2}, 'end': {'x': 55, 'y': 0}, 'goal': {'x': 55, 'y': 26.4}}",22,1278,1422,shot,,
"{'name': 'Ivan Šubert', 'firstName': '', 'lastName': '', 'slug': 'ivan-subert', 'shortName': 'I. Šubert', 'position': 'D', 'userCount': 5, 'gender': 'M', 'id': 807251, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان شوبيرت', 'bn': 'ইভান শুবার্ট', 'hi': 'इवान शुबर्ट'}, 'shortNameTranslation': {'ar': 'إ. شوبيرت', 'bn': 'আই. সুবার্ট', 'hi': 'आई. शुबर्ट'}}}",False,save,corner,"{'x': 9.7, 'y': 47, 'z': 0}",head,low-left,"{'x': 0, 'y': 53.6, 'z': 19.6}",5790019,24,,1407,"{'start': {'x': 47, 'y': 9.7}, 'block': {'x': 49.6, 'y': 1.8}, 'end': {'x': 46.4, 'y': 0}, 'goal': {'x': 46.4, 'y': 80.4}}",22,1293,1407,shot,"{'x': 1.8, 'y': 49.6, 'z': 0}",
"{'name': 'Uroš Ignjatović', 'firstName': '', 'lastName': '', 'slug': 'uros-ignjatovic', 'shortName': 'U. Ignjatović', 'position': 'D', 'jerseyNumber': '24', 'userCount': 28, 'gender': 'M', 'id': 984877, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروس إيجناتوفيتش', 'bn': 'উরোস ইগনজাতোভিচ', 'hi': 'उरोस इग्नाटोविक'}, 'shortNameTranslation': {'ar': 'أ. إيجناتوفيتش', 'bn': 'ইউ. ইগনজাতোভিচ', 'hi': 'यू.. इग्नाटोविक'}}}",False,block,throw-in-set-piece,"{'x': 21.8, 'y': 64.2, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.2, 'z': 19}",5789997,23,,1328,"{'start': {'x': 64.2, 'y': 21.8}, 'block': {'x': 56.9, 'y': 12}, 'end': {'x': 47.8, 'y': 0}, 'goal': {'x': 47.8, 'y': 81}}",23,1372,1328,shot,"{'x': 12, 'y': 56.9, 'z': 0}",
"{'name': 'Aleksandar Lutovac', 'firstName': 'Aleksandar', 'lastName': 'Lutovac', 'slug': 'aleksandar-lutovac', 'shortName': 'A. Lutovac', 'position': 'M', 'jerseyNumber': '15', 'userCount': 43, 'gender': 'M', 'id': 799152, 'fieldTranslations': {'nameTranslation': {'ar': 'ألكسندر لوتوفاك', 'bn': 'আলেকসান্ডার লুটোভাক', 'hi': 'अलेक्जेंडर लुटोवैक'}, 'shortNameTranslation': {'ar': 'أ. لوتوفاك', 'bn': 'এ. লুটোভাক', 'hi': 'ए. लुटोवैक'}}}",False,block,throw-in-set-piece,"{'x': 12.3, 'y': 71.8, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 19}",5789989,23,,1325,"{'start': {'x': 71.8, 'y': 12.3}, 'block': {'x': 67, 'y': 9.3}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 81}}",23,1375,1325,shot,"{'x': 9.3, 'y': 67, 'z': 0}",
"{'name': 'Ilija Babić', 'slug': 'ilija-babic', 'shortName': 'I. Babić', 'position': 'M', 'jerseyNumber': '21', 'userCount': 55, 'gender': 'M', 'id': 997194, 'fieldTranslations': {'nameTranslation': {'ar': 'إيليا بابيتش'}, 'shortNameTranslation': {'ar': 'إ. بابيتش'}}}",True,miss,throw-in-set-piece,"{'x': 6.6, 'y': 33.6, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57, 'z': 6.9}",5789979,21,,1202,"{'start': {'x': 33.6, 'y': 6.6}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 93.1}}",25,1498,1202,shot,,
"{'name': 'Nebojša Bastajić', 'firstName': '', 'lastName': '', 'slug': 'nebojsa-bastajic', 'shortName': 'N. Bastajić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 31, 'gender': 'M', 'id': 267473, 'fieldTranslations': {'nameTranslation': {'ar': 'نيبويشا باستاجيتش'}, 'shortNameTranslation': {'ar': 'ن. باستاجيتش'}}}",False,miss,assisted,"{'x': 15.6, 'y': 31.6, 'z': 0}",right-foot,right,"{'x': 0, 'y': 40.5, 'z': 18.1}",5789929,16,,930,"{'start': {'x': 31.6, 'y': 15.6}, 'block': {'x': 54.5, 'y': 7}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 81.9}}",30,1770,930,shot,"{'x': 7, 'y': 54.5, 'z': 0}",
