minute,value
0.0,0
1.0,-13
2.0,-16
3.0,-15
4.0,-75
5.0,-81
6.0,-54
7.0,-37
8.0,-23
9.0,-20
10.0,-54
11.0,-32
12.0,-23
13.0,-49
14.0,-33
15.0,-26
16.0,-21
17.0,-11
18.0,-13
19.0,-42
20.0,-28
21.0,72
22.0,25
23.0,18
24.0,11
25.0,65
26.0,31
27.0,16
28.0,7
29.0,2
30.0,23
31.0,-28
32.0,-47
33.0,-31
34.0,-11
35.0,-15
36.0,48
37.0,71
38.0,85
39.0,44
40.0,20
41.0,12
42.0,48
43.0,54
44.0,41
45.0,-27
45.5,-7
46.0,-7
47.0,44
48.0,-47
49.0,-16
50.0,-21
51.0,-39
52.0,-100
53.0,-72
54.0,-44
55.0,39
56.0,-102
57.0,-51
58.0,-31
59.0,-50
60.0,-34
61.0,-14
62.0,-4
63.0,-4
64.0,10
65.0,10
66.0,-7
67.0,-28
68.0,-28
69.0,-19
70.0,-13
71.0,44
72.0,-42
73.0,-12
74.0,-8
75.0,-41
76.0,-30
77.0,-16
78.0,-21
79.0,-100
80.0,-100
81.0,-84
82.0,-51
83.0,-1
84.0,6
85.0,3
86.0,2
87.0,-1
88.0,9
89.0,4
90.0,7
90.5,80
