match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,dispossessed,shotOffTarget,keyPass,blockedScoringAttempt
14147318,away,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,M,7,False,15.0,10.0,0.0,0.0,0.0,5.0,6.0,5.0,9.0,2.0,0.0,1.0,0.0,11.0,6.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,74.0,37.0,6.9,8.0,0.06,0.15,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,6,10,66.66666666666666,,0.0,100.0,,1.0,,1.0,
14147318,away,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,F,11,False,13.0,7.0,0.0,0.0,0.0,5.0,5.0,2.0,8.0,1.0,0.0,4.0,0.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,62.0,21.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,3,4,53.84615384615385,,0.0,50.0,,,,,
14147318,away,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,True,11.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,28.0,18.0,7.0,5.0,0.05,0.21,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,81.81818181818183,100.0,,100.0,,1.0,1.0,2.0,
14147318,away,203041,FK Arsenal Tivat,895528,Ljubiša Pecelj,ljubisa-pecelj,M,13,True,11.0,8.0,3.0,2.0,0.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,16.0,17.0,6.9,3.0,0.18,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,72.72727272727273,66.66666666666666,,,,1.0,,,
14147318,away,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,10.0,9.0,2.0,1.0,0.0,6.0,6.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,14.0,6.8,2.0,0.03,0.05,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,90.0,50.0,,,,,,1.0,
14147318,away,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,D,4,True,13.0,10.0,2.0,0.0,0.0,5.0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16.0,18.0,6.4,3.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,76.92307692307693,0.0,,,,,,,
14147318,away,37956,FK Arsenal Tivat,2267444,Mihailo Micanovic,mihailo-micanovic,D,25,True,7.0,6.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,7.0,10.0,6.6,1.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,2,1,85.71428571428571,,0.0,100.0,,1.0,,,
14147318,away,37956,FK Arsenal Tivat,2411250,Luka Petkovic,luka-petkovic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147318,away,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147318,away,37956,FK Arsenal Tivat,2217594,Vuk Čukić,vuk-cukic,,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
