minute,value
1.0,6
2.0,14
3.0,13
4.0,42
5.0,31
6.0,51
7.0,34
8.0,41
9.0,18
10.0,12
11.0,6
12.0,5
13.0,11
14.0,44
15.0,23
16.0,11
17.0,3
18.0,6
19.0,36
20.0,23
21.0,30
22.0,25
23.0,33
24.0,19
25.0,19
26.0,-54
27.0,-26
28.0,-16
29.0,-19
30.0,-2
31.0,-28
32.0,-40
33.0,-34
34.0,-25
35.0,-25
36.0,-13
37.0,-2
38.0,12
39.0,-35
40.0,-10
41.0,-7
42.0,-6
43.0,-26
44.0,-12
45.0,-3
45.5,19
46.0,4
47.0,-4
48.0,4
49.0,22
50.0,28
51.0,23
52.0,12
53.0,12
54.0,-17
55.0,-16
56.0,19
57.0,10
58.0,10
59.0,12
60.0,33
61.0,36
62.0,18
63.0,59
64.0,42
65.0,44
66.0,100
67.0,59
68.0,55
69.0,30
70.0,7
71.0,-21
72.0,-5
73.0,21
74.0,18
75.0,49
76.0,52
77.0,63
78.0,37
79.0,29
80.0,18
81.0,17
82.0,15
83.0,3
84.0,-8
85.0,-3
86.0,14
87.0,38
88.0,34
89.0,23
90.0,33
90.5,-13
