minute,value
1.0,5
2.0,10
3.0,9
4.0,31
5.0,38
6.0,46
7.0,-28
8.0,-15
9.0,-1
10.0,-20
11.0,-7
12.0,-5
13.0,-18
14.0,-3
15.0,-12
16.0,-4
17.0,41
18.0,26
19.0,32
20.0,28
21.0,15
22.0,5
23.0,1
24.0,-3
25.0,-4
26.0,-1
27.0,2
28.0,3
29.0,-29
30.0,-13
31.0,-51
32.0,-25
33.0,-10
34.0,6
35.0,-45
36.0,-26
37.0,-18
38.0,-2
39.0,9
40.0,18
41.0,14
42.0,24
43.0,34
44.0,21
45.0,19
45.5,-6
46.0,4
47.0,5
48.0,30
49.0,43
50.0,28
51.0,65
52.0,18
53.0,12
54.0,8
55.0,8
56.0,4
57.0,21
58.0,16
59.0,6
60.0,-4
61.0,-5
62.0,23
63.0,30
64.0,23
65.0,24
66.0,32
67.0,29
68.0,19
69.0,74
70.0,42
71.0,27
72.0,27
73.0,47
74.0,26
75.0,1
76.0,3
77.0,-7
78.0,-9
79.0,-1
80.0,-15
81.0,-6
82.0,-1
83.0,26
84.0,-21
85.0,-1
86.0,8
87.0,10
88.0,23
89.0,21
90.0,20
90.5,-47
