minute,value
1.0,2
2.0,2
3.0,3
4.0,-3
5.0,10
6.0,15
7.0,24
8.0,55
9.0,41
10.0,26
11.0,-21
12.0,8
13.0,8
14.0,11
15.0,14
16.0,43
17.0,33
18.0,27
19.0,19
20.0,16
21.0,12
22.0,12
23.0,15
24.0,15
25.0,13
26.0,22
27.0,33
28.0,38
29.0,-33
30.0,-3
31.0,4
32.0,4
33.0,18
34.0,44
35.0,56
36.0,48
37.0,61
38.0,27
39.0,-32
40.0,-19
41.0,-14
42.0,-12
43.0,-21
44.0,45
45.0,39
45.5,42
46.0,14
47.0,33
48.0,41
49.0,30
50.0,37
51.0,70
52.0,46
53.0,32
54.0,74
55.0,72
56.0,78
57.0,62
58.0,43
59.0,50
60.0,34
61.0,24
62.0,18
63.0,-19
64.0,-8
65.0,8
66.0,62
67.0,38
68.0,11
69.0,44
70.0,35
71.0,31
72.0,74
73.0,47
74.0,26
75.0,36
76.0,27
77.0,7
78.0,-43
79.0,-40
80.0,-37
81.0,-17
82.0,-8
83.0,-12
84.0,-41
85.0,-71
86.0,-45
87.0,-37
88.0,-8
89.0,27
90.0,5
90.5,-7
