player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,miss,regular,"{'x': 8, 'y': 39, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41, 'z': 26.8}",0.2986,6640677,90,5.0,5643,"{'start': {'x': 39, 'y': 8}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 73.2}}",1,657,243,shot,,,
"{'name': 'Adnan Bašić', 'slug': 'adnan-basic', 'shortName': 'A. Bašić', 'position': 'F', 'jerseyNumber': '10', 'userCount': 6, 'gender': 'M', 'id': 791606, 'fieldTranslations': {'nameTranslation': {'ar': 'عدنان باشيتش'}, 'shortNameTranslation': {'ar': 'ع. باشيتش'}}}",True,miss,throw-in-set-piece,"{'x': 13, 'y': 56, 'z': 0}",head,close-left,"{'x': 0, 'y': 58.5, 'z': 30.6}",0.04977,6640676,90,3.0,5579,"{'start': {'x': 56, 'y': 13}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 69.4}}",1,721,179,shot,,,
"{'name': 'Dragan Stoisavljević', 'slug': 'dragan-stoisavljevic', 'shortName': 'D. Stoisavljević', 'position': 'F', 'userCount': 32, 'gender': 'M', 'id': 1008672, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان ستوي سافليفيتش'}, 'shortNameTranslation': {'ar': 'د. سافليفيتش'}}}",True,save,regular,"{'x': 10, 'y': 42, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.5, 'z': 6.9}",0.1362,6640675,88,,5254,"{'start': {'x': 42, 'y': 10}, 'end': {'x': 48.5, 'y': 0}, 'goal': {'x': 48.5, 'y': 93.1}}",3,146,2554,shot,0.2531,,
"{'name': 'Balša Tošković', 'firstName': '', 'lastName': '', 'slug': 'balsa-toskovic', 'shortName': 'B. Tošković', 'position': 'F', 'jerseyNumber': '10', 'userCount': 38, 'gender': 'M', 'id': 1030465, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا توشكوفيتش'}, 'shortNameTranslation': {'ar': 'ب. توشكوفيتش'}}}",False,miss,regular,"{'x': 10, 'y': 28, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 43.1, 'z': 0.5}",0.06442,6640674,88,,5224,"{'start': {'x': 28, 'y': 10}, 'end': {'x': 56.9, 'y': 0}, 'goal': {'x': 56.9, 'y': 99.5}}",3,176,2524,shot,,,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,miss,regular,"{'x': 24, 'y': 56, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 42.6, 'z': 28.6}",0.04919,6640673,85,,5046,"{'start': {'x': 56, 'y': 24}, 'end': {'x': 57.4, 'y': 0}, 'goal': {'x': 57.4, 'y': 71.4}}",6,354,2346,shot,,,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'hi': 'एंड्रीजा रज्नाटोविक', 'bn': 'আন্দ্রিজা রাজনাতোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'hi': 'ए. रज्नाटोविक', 'bn': 'এ. রাজনাতোভিচ'}}}",False,miss,regular,"{'x': 24, 'y': 25, 'z': 0}",left-foot,close-high-right,"{'x': 0, 'y': 43.4, 'z': 47.5}",0.008435,6640672,83,,4927,"{'start': {'x': 25, 'y': 24}, 'end': {'x': 56.6, 'y': 0}, 'goal': {'x': 56.6, 'y': 52.5}}",8,473,2227,shot,,,
"{'name': 'Marko Merdović', 'firstName': '', 'lastName': '', 'slug': 'merdovic-marko', 'shortName': 'M. Merdović', 'position': 'D', 'jerseyNumber': '44', 'userCount': 10, 'gender': 'M', 'id': 986362, 'fieldTranslations': {'nameTranslation': {'ar': 'ميردوفيتش، ماركو', 'hi': 'मेरडोविक, मार्को', 'bn': 'মারডোভিচ, মার্ক'}, 'shortNameTranslation': {'ar': 'م. ميردوفيتش', 'hi': 'एम. मेरडोविक', 'bn': 'এম. মারডোভিচ'}}}",True,block,throw-in-set-piece,"{'x': 27, 'y': 41, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001137,6640671,79,,4708,"{'start': {'x': 41, 'y': 27}, 'block': {'x': 41, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,692,2008,shot,,"{'x': 27, 'y': 41, 'z': 0}",
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,save,throw-in-set-piece,"{'x': 14, 'y': 37, 'z': 0}",left-foot,high-centre,"{'x': 0, 'y': 49.1, 'z': 25}",0.1681,6640670,77,,4598,"{'start': {'x': 37, 'y': 14}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 75}}",14,802,1898,shot,0.06377,,
"{'name': 'Žarko Popović', 'firstName': '', 'lastName': '', 'slug': 'zarko-popovic', 'shortName': 'Ž. Popović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 5, 'gender': 'M', 'id': 1030468, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو بوبوفيتش'}, 'shortNameTranslation': {'ar': 'ز. بوبوفيتش'}}}",True,miss,corner,"{'x': 24, 'y': 34, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 55.9, 'z': 5.2}",0.03487,6640669,74,,4393,"{'start': {'x': 34, 'y': 24}, 'end': {'x': 44.1, 'y': 0}, 'goal': {'x': 44.1, 'y': 94.8}}",17,1007,1693,shot,,,
"{'name': 'Savo Arambašić', 'slug': 'savo-arambasic', 'shortName': 'S. Arambašić', 'position': 'F', 'jerseyNumber': '17', 'userCount': 29, 'gender': 'M', 'id': 1046042, 'fieldTranslations': {'nameTranslation': {'ar': 'سافو أرامباشيتش'}, 'shortNameTranslation': {'ar': 'س. أرامباشيتش'}}}",True,save,regular,"{'x': 13, 'y': 53, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 9.4}",0.1486,6640668,73,,4340,"{'start': {'x': 53, 'y': 13}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 90.6}}",18,1060,1640,shot,0.1505,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 33, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",False,goal,regular,"{'x': 14, 'y': 45, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 48, 'z': 10.6}",0.1591,6640667,67,,4013,"{'start': {'x': 45, 'y': 14}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 89.4}}",24,1387,1313,shot,0.5693,,regular
