player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",False,block,free-kick,"{'x': 27, 'y': 46, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 27, 'y': 46, 'z': 0}",0.08643,6573263,90,4.0,5581,"{'start': {'x': 46, 'y': 27}, 'block': {'x': 46, 'y': 27}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,719,181,shot,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",False,post,corner,"{'x': 6, 'y': 47, 'z': 0}",head,left,"{'x': 0, 'y': 55.6, 'z': 4.8}",,0.2351,6573262,89,,5336,"{'start': {'x': 47, 'y': 6}, 'end': {'x': 44.4, 'y': 0}, 'goal': {'x': 44.4, 'y': 95.2}}",2,64,2636,shot,,
"{'name': 'Stefan Golubović', 'firstName': '', 'lastName': '', 'slug': 'stefan-golubovic', 'shortName': 'S. Golubović', 'position': 'F', 'jerseyNumber': '21', 'userCount': 7, 'gender': 'M', 'id': 1185131, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'س. غولوبوفيتش'}}}",False,goal,regular,"{'x': 9, 'y': 58, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 4.1}",,0.2606,6573261,84,,5002,"{'start': {'x': 58, 'y': 9}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 95.9}}",7,398,2302,shot,regular,0.4451
"{'name': 'Julian Montenegro', 'firstName': '', 'lastName': '', 'slug': 'julian-montenegro', 'shortName': 'J. Montenegro', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 205970, 'fieldTranslations': {'nameTranslation': {'ar': 'جوليان مونتينيغرو'}, 'shortNameTranslation': {'ar': 'ج. مونتينيغرو'}}}",True,save,throw-in-set-piece,"{'x': 16, 'y': 29, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 53.7, 'z': 21.1}",,0.01842,6573260,83,,4946,"{'start': {'x': 29, 'y': 16}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 78.9}}",8,454,2246,shot,,0.04183
"{'name': 'Nemanja Bojanić', 'slug': 'nemanja-bojanic', 'shortName': 'N. Bojanić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 3, 'gender': 'M', 'id': 1396429, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بوجانيتش'}, 'shortNameTranslation': {'ar': 'ن. بوجانيتش'}}}",True,post,regular,"{'x': 12, 'y': 72, 'z': 0}",left-foot,high,"{'x': 0, 'y': 55.2, 'z': 40.2}",,0.01985,6573259,77,,4581,"{'start': {'x': 72, 'y': 12}, 'end': {'x': 44.8, 'y': 0}, 'goal': {'x': 44.8, 'y': 59.8}}",14,819,1881,shot,,
"{'name': 'Armin Bošnjak', 'firstName': '', 'lastName': '', 'slug': 'armin-bosnjak', 'shortName': 'A. Bošnjak', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 808566, 'fieldTranslations': {'nameTranslation': {'ar': 'أرمين بوشنجاك', 'hi': 'आर्मिन बोस्नजक', 'bn': 'আরমিন বোসঞ্জাক'}, 'shortNameTranslation': {'ar': 'أ. بوشنجاك', 'hi': 'ए. बोस्नजक', 'bn': 'এ. বোসনজাক'}}}",True,miss,regular,"{'x': 21, 'y': 66, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 59, 'z': 42.9}",,0.02548,6573258,74,,4431,"{'start': {'x': 66, 'y': 21}, 'end': {'x': 41, 'y': 0}, 'goal': {'x': 41, 'y': 57.1}}",17,969,1731,shot,,
"{'name': 'Stefan  Mrsulja', 'slug': 'stefan-mrsulja', 'shortName': 'S. Mrsulja', 'position': 'D', 'jerseyNumber': '17', 'userCount': 1, 'id': 1650228, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان مروسوليا'}, 'shortNameTranslation': {'ar': 'س. مروسوليا'}}}",False,miss,throw-in-set-piece,"{'x': 10, 'y': 59, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.2, 'z': 5.3}",,0.08438,6573257,73,,4361,"{'start': {'x': 59, 'y': 10}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 94.7}}",18,1039,1661,shot,,
"{'name': 'Nemanja Bojanić', 'slug': 'nemanja-bojanic', 'shortName': 'N. Bojanić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 3, 'gender': 'M', 'id': 1396429, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانجا بوجانيتش'}, 'shortNameTranslation': {'ar': 'ن. بوجانيتش'}}}",True,miss,corner,"{'x': 11, 'y': 36, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.9, 'z': 24.5}",,0.002873,6573256,69,,4104,"{'start': {'x': 36, 'y': 11}, 'end': {'x': 43.1, 'y': 0}, 'goal': {'x': 43.1, 'y': 75.5}}",22,1296,1404,shot,,
"{'name': 'Julian Montenegro', 'firstName': '', 'lastName': '', 'slug': 'julian-montenegro', 'shortName': 'J. Montenegro', 'position': 'M', 'jerseyNumber': '11', 'userCount': 19, 'gender': 'M', 'id': 205970, 'fieldTranslations': {'nameTranslation': {'ar': 'جوليان مونتينيغرو'}, 'shortNameTranslation': {'ar': 'ج. مونتينيغرو'}}}",True,save,regular,"{'x': 28, 'y': 47, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 54.5, 'z': 28.8}",,0.06851,6573255,68,,4046,"{'start': {'x': 47, 'y': 28}, 'end': {'x': 45.5, 'y': 0}, 'goal': {'x': 45.5, 'y': 71.2}}",23,1354,1346,shot,,0.3422
"{'name': 'Igor Poček', 'slug': 'igor-pocek', 'shortName': 'I. Poček', 'position': 'F', 'jerseyNumber': '10', 'userCount': 14, 'gender': 'M', 'id': 138949, 'fieldTranslations': {'nameTranslation': {'ar': 'إيغور بوتشيك'}, 'shortNameTranslation': {'ar': 'إ. بوتشيك'}}}",False,miss,throw-in-set-piece,"{'x': 19, 'y': 45, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 44, 'z': 45.8}",,0.04682,6573254,62,,3685,"{'start': {'x': 45, 'y': 19}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 54.2}}",29,1715,985,shot,,
"{'name': 'Gojko Petović', 'slug': 'gojko-petrovic', 'shortName': 'G. Petović', 'position': 'D', 'jerseyNumber': '5', 'userCount': 7, 'gender': 'M', 'id': 1804545, 'fieldTranslations': {'nameTranslation': {'ar': 'غويكو بيتوفيتش'}, 'shortNameTranslation': {'ar': 'غ. بيتوفيتش'}}}",True,save,corner,"{'x': 7, 'y': 59, 'z': 0}",head,high-right,"{'x': 0, 'y': 47.7, 'z': 30.3}",,0.0842,6573253,59,,3491,"{'start': {'x': 59, 'y': 7}, 'end': {'x': 52.3, 'y': 0}, 'goal': {'x': 52.3, 'y': 69.7}}",32,1909,791,shot,,0.394
"{'name': 'Stefan Vico', 'slug': 'stefan-vico', 'shortName': 'S. Vico', 'position': 'D', 'jerseyNumber': '22', 'userCount': 5, 'gender': 'M', 'id': 314142, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان فيكو'}, 'shortNameTranslation': {'ar': 'س. فيكو'}}}",False,miss,regular,"{'x': 31, 'y': 61, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58, 'z': 47.5}",,0.002405,6573252,52,,3074,"{'start': {'x': 61, 'y': 31}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 52.5}}",39,2326,374,shot,,
"{'name': 'Ayumu Nishimura', 'firstName': 'Ayumu Nishimura', 'slug': 'ayumu-nishimura', 'shortName': 'A. Nishimura', 'position': 'F', 'userCount': 15, 'gender': 'M', 'id': 1218295, 'fieldTranslations': {'nameTranslation': {'ar': 'أيومو نيشيمورا'}, 'shortNameTranslation': {'ar': 'أ. نيشيمورا'}}}",False,miss,regular,"{'x': 3, 'y': 57, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 44, 'z': 39.7}",,0.3499,6573251,44,,2587,"{'start': {'x': 57, 'y': 3}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 60.3}}",2,113,2587,shot,,
"{'name': 'Žarko Vilotijević', 'slug': 'zarko-vilotijevic', 'shortName': 'Ž. Vilotijević', 'position': 'M', 'jerseyNumber': '80', 'userCount': 3, 'gender': 'M', 'id': 807177, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو فيلوتييفيتش'}, 'shortNameTranslation': {'ar': 'ز. فيلوتييفيتش'}}}",False,block,regular,"{'x': 7, 'y': 40, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 7, 'y': 40, 'z': 0}",0.2449,6573250,39,,2320,"{'start': {'x': 40, 'y': 7}, 'block': {'x': 40, 'y': 7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,380,2320,shot,,
