minute,value
1.0,-3
2.0,5
3.0,1
4.0,4
5.0,18
6.0,12
7.0,7
8.0,6
9.0,5
10.0,4
11.0,83
12.0,50
13.0,31
14.0,20
15.0,13
16.0,2
17.0,2
18.0,1
19.0,75
20.0,44
21.0,31
22.0,18
23.0,5
24.0,-4
25.0,-3
26.0,-3
27.0,-32
28.0,35
29.0,10
30.0,1
31.0,-6
32.0,-12
33.0,-21
34.0,-19
35.0,-12
36.0,-8
37.0,-6
38.0,-15
39.0,-56
40.0,-39
41.0,-25
42.0,-17
43.0,-12
44.0,-61
45.0,-43
45.5,-5
46.0,-10
47.0,-9
48.0,-8
49.0,-7
50.0,9
51.0,2
52.0,-32
53.0,-26
54.0,-17
55.0,-8
56.0,-7
57.0,-4
58.0,-4
59.0,63
60.0,34
61.0,8
62.0,-43
63.0,-30
64.0,-15
65.0,-15
66.0,8
67.0,2
68.0,40
69.0,72
70.0,41
71.0,27
72.0,10
73.0,-32
74.0,-3
75.0,4
76.0,35
77.0,80
78.0,44
79.0,34
80.0,24
81.0,11
82.0,-27
83.0,39
84.0,-77
85.0,-39
86.0,-24
87.0,-9
88.0,-14
89.0,-100
90.0,-67
90.5,-30
