player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Leonardo Antonio', 'firstName': '', 'lastName': '', 'slug': 'leonardo-antonio', 'shortName': 'L. Antonio', 'position': 'M', 'jerseyNumber': '27', 'userCount': 23, 'gender': 'M', 'id': 1030841, 'fieldTranslations': {'nameTranslation': {'ar': 'ليوناردو أنطونيو'}, 'shortNameTranslation': {'ar': 'ل. أنطونيو'}}}",True,save,regular,"{'x': 36.1, 'y': 42.7, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 19.6}","{'x': 2.4, 'y': 46.9, 'z': 0}",5978741,90,2.0,5502,"{'start': {'x': 42.7, 'y': 36.1}, 'block': {'x': 46.9, 'y': 2.4}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 80.4}}",1,798,102,shot,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",False,block,assisted,"{'x': 21.4, 'y': 43.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}","{'x': 16.3, 'y': 44.9, 'z': 0}",5978638,81,,4813,"{'start': {'x': 43.1, 'y': 21.4}, 'block': {'x': 44.9, 'y': 16.3}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",10,587,2113,shot,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",False,save,assisted,"{'x': 11.7, 'y': 54.4, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 7.6}","{'x': 1.2, 'y': 52, 'z': 0}",5978634,80,,4773,"{'start': {'x': 54.4, 'y': 11.7}, 'block': {'x': 52, 'y': 1.2}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 92.4}}",11,627,2073,shot,
"{'name': 'Miloš Spasić', 'firstName': '', 'lastName': '', 'slug': 'milos-spasic', 'shortName': 'M. Spasić', 'position': 'F', 'jerseyNumber': '97', 'userCount': 83, 'gender': 'M', 'id': 1022054, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش سباسيتش'}, 'shortNameTranslation': {'ar': 'م. سباسيتش'}}}",False,save,set-piece,"{'x': 11.9, 'y': 42.3, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.3, 'z': 15.8}","{'x': 2.4, 'y': 47.8, 'z': 0}",5978603,73,,4368,"{'start': {'x': 42.3, 'y': 11.9}, 'block': {'x': 47.8, 'y': 2.4}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 84.2}}",18,1032,1668,shot,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",False,miss,assisted,"{'x': 28.2, 'y': 37.2, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 43.9, 'z': 73.6}",,5978597,72,,4262,"{'start': {'x': 37.2, 'y': 28.2}, 'end': {'x': 56.1, 'y': 0}, 'goal': {'x': 56.1, 'y': 26.4}}",19,1138,1562,shot,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",False,block,set-piece,"{'x': 6.9, 'y': 42.1, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 19}","{'x': 5.5, 'y': 44.4, 'z': 0}",5978607,68,,4066,"{'start': {'x': 42.1, 'y': 6.9}, 'block': {'x': 44.4, 'y': 5.5}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 81}}",23,1334,1366,shot,
"{'name': 'Jovan Nišić', 'slug': 'jovan-nisic', 'shortName': 'J. Nišić', 'position': 'M', 'jerseyNumber': '45', 'userCount': 54, 'gender': 'M', 'id': 844332, 'fieldTranslations': {'nameTranslation': {'ar': 'جوفان نيشيتش', 'bn': 'জোভান নিসিচ', 'hi': 'जोवन निसिच'}, 'shortNameTranslation': {'ar': 'جز نيشيتش', 'bn': 'জে. নিশিচ', 'hi': 'जे. निसिच'}}}",False,block,set-piece,"{'x': 19.1, 'y': 51.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 19}","{'x': 7.9, 'y': 49.6, 'z': 0}",5978596,68,,4062,"{'start': {'x': 51.6, 'y': 19.1}, 'block': {'x': 49.6, 'y': 7.9}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 81}}",23,1338,1362,shot,
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",False,block,assisted,"{'x': 3.9, 'y': 58.1, 'z': 0}",head,low-centre,"{'x': 0, 'y': 48.9, 'z': 19}","{'x': 2, 'y': 54.9, 'z': 0}",5979142,67,,3986,"{'start': {'x': 58.1, 'y': 3.9}, 'block': {'x': 54.9, 'y': 2}, 'end': {'x': 51.1, 'y': 0}, 'goal': {'x': 51.1, 'y': 81}}",24,1414,1286,shot,
"{'name': 'Miljan Ilić', 'slug': 'miljan-ilic', 'shortName': 'M. Ilić', 'position': 'D', 'jerseyNumber': '24', 'userCount': 13, 'gender': 'M', 'id': 926681, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلجان إيليتش'}, 'shortNameTranslation': {'ar': 'م. إيليتش'}}}",False,miss,regular,"{'x': 22.5, 'y': 35.7, 'z': 0}",left-foot,high,"{'x': 0, 'y': 50.9, 'z': 83.3}",,5978548,63,,3773,"{'start': {'x': 35.7, 'y': 22.5}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 16.7}}",28,1627,1073,shot,
"{'name': 'Radivoj Bosić', 'firstName': '', 'lastName': '', 'slug': 'radivoj-bosic', 'shortName': 'R. Bosić', 'position': 'M', 'jerseyNumber': '12', 'userCount': 67, 'gender': 'M', 'id': 965889, 'fieldTranslations': {'nameTranslation': {'ar': 'راديفوي بوسيتش', 'bn': 'রেডিভোজ বসিক', 'hi': 'रेडिवो बोसिक'}, 'shortNameTranslation': {'ar': 'ر. بوسيتش', 'bn': 'আর. বোসিচ', 'hi': 'आर. बोसिक'}}}",False,miss,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,high,"{'x': 0, 'y': 50.3, 'z': 68.1}",,5978513,52,,3105,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 31.9}}",39,2295,405,shot,
