minute,value
1.0,3
2.0,8
3.0,56
4.0,72
5.0,43
6.0,51
7.0,35
8.0,22
9.0,5
10.0,-6
11.0,80
12.0,49
13.0,27
14.0,15
15.0,7
16.0,-9
17.0,-33
18.0,-22
19.0,-17
20.0,-13
21.0,-6
22.0,-19
23.0,77
24.0,62
25.0,34
26.0,7
27.0,-9
28.0,-11
29.0,-12
30.0,-30
31.0,-30
32.0,-21
33.0,-11
34.0,-4
35.0,-8
36.0,-7
37.0,-17
38.0,-8
39.0,-8
40.0,-7
41.0,-7
42.0,-6
43.0,48
44.0,29
45.0,35
45.5,70
46.0,-80
47.0,-40
48.0,-26
49.0,-53
50.0,-34
51.0,-17
52.0,-13
53.0,103
54.0,58
55.0,-38
56.0,23
57.0,16
58.0,-3
59.0,-99
60.0,-59
61.0,-44
62.0,-4
63.0,3
64.0,6
65.0,2
66.0,5
67.0,-3
68.0,3
69.0,-8
70.0,-1
71.0,3
72.0,-3
73.0,-14
74.0,-10
75.0,-3
76.0,-10
77.0,-8
78.0,-56
79.0,-38
80.0,-20
81.0,43
82.0,8
83.0,46
84.0,26
85.0,18
86.0,-32
87.0,-41
88.0,-29
89.0,-9
90.0,-2
90.5,-80
