minute,value
1.0,-3
2.0,7
3.0,7
4.0,23
5.0,11
6.0,32
7.0,20
8.0,14
9.0,9
10.0,7
11.0,-8
12.0,21
13.0,13
14.0,6
15.0,-11
16.0,-1
17.0,4
18.0,4
19.0,26
20.0,47
21.0,31
22.0,33
23.0,14
24.0,-41
25.0,-87
26.0,-55
27.0,-48
28.0,-28
29.0,-4
30.0,2
31.0,17
32.0,33
33.0,31
34.0,33
35.0,18
36.0,13
37.0,11
38.0,26
39.0,17
40.0,13
41.0,29
42.0,19
43.0,13
44.0,16
45.0,22
45.5,0
46.0,7
47.0,9
48.0,46
49.0,36
50.0,44
51.0,8
52.0,14
53.0,11
54.0,58
55.0,48
56.0,8
57.0,4
58.0,-43
59.0,-28
60.0,-28
61.0,-12
62.0,23
63.0,-16
64.0,8
65.0,4
66.0,6
67.0,-9
68.0,-5
69.0,4
70.0,-2
71.0,36
72.0,11
73.0,11
74.0,-15
75.0,-1
76.0,47
77.0,13
78.0,12
79.0,9
80.0,22
81.0,4
82.0,-7
83.0,9
84.0,12
85.0,48
86.0,34
87.0,38
88.0,29
89.0,78
90.0,26
90.5,67
