player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Adem Avdić', 'firstName': '', 'lastName': '', 'slug': 'adem-avdic', 'shortName': 'A. Avdić', 'position': 'D', 'jerseyNumber': '71', 'userCount': 1020, 'gender': 'M', 'id': 1493918, 'fieldTranslations': {'nameTranslation': {'ar': 'أديم أفديتش'}, 'shortNameTranslation': {'ar': 'أ. أفديتش'}}}",True,miss,set-piece,"{'x': 25.8, 'y': 41.4, 'z': 0}",left-foot,right,"{'x': 0, 'y': 36, 'z': 9.7}","{'x': 10.7, 'y': 54.5, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313474,90,11.0,6000,"{'start': {'x': 41.4, 'y': 25.8}, 'block': {'x': 54.5, 'y': 10.7}, 'end': {'x': 64, 'y': 0}, 'goal': {'x': 64, 'y': 90.3}}",1,300,600,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,save,regular,"{'x': 25.5, 'y': 32.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.1, 'z': 4.4}","{'x': 1.5, 'y': 48.7, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313429,90,6.0,5733,"{'start': {'x': 32.5, 'y': 25.5}, 'block': {'x': 48.7, 'y': 1.5}, 'end': {'x': 45.9, 'y': 0}, 'goal': {'x': 45.9, 'y': 95.6}}",1,567,333,shot,
"{'name': 'Rade Krunić', 'slug': 'rade-krunic', 'shortName': 'R. Krunić', 'position': 'M', 'jerseyNumber': '33', 'userCount': 2476, 'gender': 'M', 'id': 155449, 'fieldTranslations': {'nameTranslation': {'ar': 'رادي كرونيتش', 'bn': 'রেড ক্রুনিচ', 'hi': 'राडे क्रुनिक'}, 'shortNameTranslation': {'ar': 'ر. كرونيتش', 'bn': 'আর. ক্রুনিচ', 'hi': 'आर. क्रुनिक'}}}",True,save,assisted,"{'x': 29, 'y': 52.3, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52, 'z': 3.2}","{'x': 1.2, 'y': 50, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313428,90,5.0,5683,"{'start': {'x': 52.3, 'y': 29}, 'block': {'x': 50, 'y': 1.2}, 'end': {'x': 48, 'y': 0}, 'goal': {'x': 48, 'y': 96.8}}",1,617,283,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,assisted,"{'x': 11.2, 'y': 67.6, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41, 'z': 54.2}",,"{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313421,90,3.0,5576,"{'start': {'x': 67.6, 'y': 11.2}, 'end': {'x': 59, 'y': 0}, 'goal': {'x': 59, 'y': 45.8}}",1,724,176,shot,
"{'name': 'Aleksa Damjanović', 'slug': 'damjanovic-aleksa', 'shortName': 'A. Damjanovic', 'position': 'F', 'jerseyNumber': '9', 'userCount': 739, 'gender': 'M', 'id': 2207346, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسى داميانوفيتش'}, 'shortNameTranslation': {'ar': 'أ. داميانوفيتش'}}}",True,miss,throw-in-set-piece,"{'x': 9.7, 'y': 47.3, 'z': 0}",head,right,"{'x': 0, 'y': 38.2, 'z': 1.4}",,"{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313409,90,1.0,5454,"{'start': {'x': 47.3, 'y': 9.7}, 'end': {'x': 61.8, 'y': 0}, 'goal': {'x': 61.8, 'y': 98.6}}",1,846,54,shot,
"{'name': 'Aleksa Damjanović', 'slug': 'damjanovic-aleksa', 'shortName': 'A. Damjanovic', 'position': 'F', 'jerseyNumber': '9', 'userCount': 739, 'gender': 'M', 'id': 2207346, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسى داميانوفيتش'}, 'shortNameTranslation': {'ar': 'أ. داميانوفيتش'}}}",True,miss,corner,"{'x': 7, 'y': 55.8, 'z': 0}",head,close-right,"{'x': 0, 'y': 42.4, 'z': 8.3}","{'x': 1.5, 'y': 59.6, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313343,87,,5218,"{'start': {'x': 55.8, 'y': 7}, 'block': {'x': 59.6, 'y': 1.5}, 'end': {'x': 57.6, 'y': 0}, 'goal': {'x': 57.6, 'y': 91.7}}",4,182,2518,shot,
"{'name': 'Milson', 'slug': 'milson', 'shortName': 'Milson', 'position': 'M', 'jerseyNumber': '77', 'userCount': 4342, 'gender': 'M', 'id': 939721, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}, 'shortNameTranslation': {'ar': 'ميلسون', 'bn': 'মিলসন', 'hi': 'मिल्सन'}}}",True,block,assisted,"{'x': 10.4, 'y': 55.1, 'z': 0}",head,low-centre,"{'x': 0, 'y': 51.2, 'z': 19}","{'x': 2.5, 'y': 50.4, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313342,87,,5195,"{'start': {'x': 55.1, 'y': 10.4}, 'block': {'x': 50.4, 'y': 2.5}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 81}}",4,205,2495,shot,
"{'name': 'Aleksa Damjanović', 'slug': 'damjanovic-aleksa', 'shortName': 'A. Damjanovic', 'position': 'F', 'jerseyNumber': '9', 'userCount': 739, 'gender': 'M', 'id': 2207346, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكسى داميانوفيتش'}, 'shortNameTranslation': {'ar': 'أ. داميانوفيتش'}}}",True,miss,assisted,"{'x': 11.6, 'y': 54.5, 'z': 0}",head,left,"{'x': 0, 'y': 82.4, 'z': 4.2}","{'x': 3.3, 'y': 17.9, 'z': 0}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313323,84,,5039,"{'start': {'x': 54.5, 'y': 11.6}, 'block': {'x': 17.9, 'y': 3.3}, 'end': {'x': 17.6, 'y': 0}, 'goal': {'x': 17.6, 'y': 95.8}}",7,361,2339,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",False,miss,fast-break,"{'x': 19.2, 'y': 51.7, 'z': 0}",right-foot,high,"{'x': 0, 'y': 52.3, 'z': 84.7}",,"{'name': 'Matheus', 'slug': 'matheus', 'shortName': 'Matheus', 'position': 'G', 'jerseyNumber': '1', 'userCount': 1597, 'gender': 'M', 'id': 603946, 'fieldTranslations': {'nameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}, 'shortNameTranslation': {'ar': 'ماثيوس', 'bn': 'ম্যাথিউস', 'hi': 'माथिउस'}}}",6313245,77,,4584,"{'start': {'x': 51.7, 'y': 19.2}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 15.3}}",14,816,1884,shot,
"{'name': 'Bruno Duarte', 'slug': 'bruno-duarte', 'shortName': 'B. Duarte', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1529, 'gender': 'M', 'id': 878830, 'fieldTranslations': {'nameTranslation': {'ar': 'برونو دوارتي', 'bn': 'ব্রুনো ডুয়ার্তে', 'hi': 'ब्रूनो डुआर्टे'}, 'shortNameTranslation': {'ar': 'ب. دوارتي', 'bn': 'বি. ডুয়ার্তে', 'hi': 'बी. डुआर्टे'}}}",True,miss,corner,"{'x': 7.6, 'y': 44.2, 'z': 0}",head,close-high,"{'x': 0, 'y': 46.6, 'z': 58.3}",,"{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6313225,75,,4484,"{'start': {'x': 44.2, 'y': 7.6}, 'end': {'x': 53.4, 'y': 0}, 'goal': {'x': 53.4, 'y': 41.7}}",16,916,1784,shot,
