minute,value
1.0,-1
2.0,35
3.0,27
4.0,100
5.0,71
6.0,52
7.0,49
8.0,6
9.0,-14
10.0,17
11.0,-13
12.0,11
13.0,11
14.0,17
15.0,14
16.0,31
17.0,18
18.0,27
19.0,20
20.0,36
21.0,18
22.0,57
23.0,31
24.0,16
25.0,9
26.0,3
27.0,-5
28.0,-1
29.0,7
30.0,23
31.0,15
32.0,7
33.0,3
34.0,1
35.0,15
36.0,7
37.0,-6
38.0,5
39.0,7
40.0,14
41.0,8
42.0,5
43.0,3
44.0,28
45.0,34
45.5,41
46.0,-6
47.0,21
48.0,22
49.0,-19
50.0,30
51.0,23
52.0,51
53.0,74
54.0,54
55.0,47
56.0,52
57.0,11
58.0,9
59.0,72
60.0,50
61.0,38
62.0,22
63.0,-32
64.0,-8
65.0,58
66.0,-31
67.0,3
68.0,-50
69.0,-29
70.0,-19
71.0,-7
72.0,29
73.0,33
74.0,100
75.0,37
76.0,23
77.0,29
78.0,96
79.0,76
80.0,48
81.0,30
82.0,17
83.0,6
84.0,33
85.0,27
86.0,23
87.0,20
88.0,68
89.0,46
90.0,57
