minute,value
0.0,0
1.0,14
2.0,35
3.0,21
4.0,15
5.0,21
6.0,16
7.0,37
8.0,26
9.0,20
10.0,21
11.0,56
12.0,40
13.0,27
14.0,18
15.0,12
16.0,10
16.5,2
17.0,-24
18.0,-10
19.0,27
20.0,9
21.0,2
22.0,10
23.0,8
23.5,2
24.0,45
25.0,100
26.0,66
27.0,36
28.0,-24
28.5,2
29.0,-9
30.0,-41
30.5,1
31.0,-28
31.5,1
32.0,-21
33.0,-10
33.5,1
34.0,11
35.0,82
36.0,50
37.0,21
38.0,8
39.0,9
40.0,10
41.0,1
41.5,0
42.0,6
42.5,0
43.0,-10
44.0,-5
44.5,-1
45.0,-4
45.5,30
46.0,-31
46.5,-1
47.0,-49
48.0,-34
49.0,40
50.0,42
51.0,27
52.0,44
53.0,77
53.5,1
54.0,43
55.0,-30
55.5,0
56.0,60
56.5,0
57.0,22
58.0,10
59.0,31
60.0,26
61.0,16
61.5,1
62.0,51
62.5,1
63.0,61
63.5,1
64.0,35
64.5,1
65.0,21
65.5,1
66.0,92
66.5,1
67.0,87
68.0,50
68.5,0
69.0,30
69.5,0
70.0,-45
70.5,0
71.0,-23
71.5,0
72.0,-11
73.0,-2
74.0,-2
74.5,-1
75.0,3
76.0,2
76.5,-1
77.0,1
77.5,-1
78.0,-1
78.5,-1
79.0,-1
79.5,-1
80.0,-1
81.0,45
82.0,72
83.0,47
83.5,-1
84.0,28
84.5,-1
85.0,16
86.0,1
87.0,-14
87.5,-1
88.0,40
88.5,-1
89.0,19
89.5,-1
90.0,31
90.5,-35
