player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,xgot,blockCoordinates,goalType
"{'name': 'Luka Uskoković', 'slug': 'luka-uskokovic', 'shortName': 'L. Uskoković', 'position': 'D', 'jerseyNumber': '4', 'userCount': 31, 'gender': 'M', 'id': 605370, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا أوسكوكوفيتش', 'hi': 'लुका उसकोकोविच', 'bn': 'লুকা উস্কোকোভিচ'}, 'shortNameTranslation': {'ar': 'ل. أوسكوكوفيتش', 'hi': 'एल. उसकोकोविच', 'bn': 'এল. উস্কোকোভিচ'}}}",True,miss,corner,"{'x': 10, 'y': 54, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 42.5, 'z': 56.7}",0.1482,6532811,90,7.0,5817,"{'start': {'x': 54, 'y': 10}, 'end': {'x': 57.5, 'y': 0}, 'goal': {'x': 57.5, 'y': 43.3}}",1,483,417,shot,,,
"{'name': 'Ognjen Rolović', 'firstName': '', 'lastName': '', 'slug': 'ognjen-rolovic', 'shortName': 'O. Rolović', 'position': 'F', 'jerseyNumber': '19', 'userCount': 6, 'gender': 'M', 'id': 196634, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغنيين رولوفيتش', 'hi': 'ओग्जेन रोलोविच', 'bn': 'ওগনজেন রোলোভিচ'}, 'shortNameTranslation': {'ar': 'أ. رولوفيتش', 'hi': 'ओ. रोलोविक', 'bn': 'ও. রোলোভিচ'}}}",False,save,regular,"{'x': 15, 'y': 45, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.6, 'z': 3.6}",0.1882,6532810,90,,5365,"{'start': {'x': 45, 'y': 15}, 'end': {'x': 52.4, 'y': 0}, 'goal': {'x': 52.4, 'y': 96.4}}",1,35,2665,shot,0.4914,,
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,save,regular,"{'x': 12, 'y': 73, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 45.8, 'z': 19.9}",0.03508,6532809,85,,5042,"{'start': {'x': 73, 'y': 12}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 80.1}}",6,358,2342,shot,0.03734,,
"{'name': 'Petar Bogdanović', 'firstName': '', 'lastName': '', 'slug': 'petar-bogdanovic', 'shortName': 'P. Bogdanović', 'position': 'M', 'jerseyNumber': '7', 'userCount': 13, 'gender': 'M', 'id': 1408188, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر بوغدانوفيتش'}, 'shortNameTranslation': {'ar': 'ب. بوغدانوفيتش'}}}",False,block,regular,"{'x': 13, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.07313,6532808,83,,4925,"{'start': {'x': 66, 'y': 13}, 'block': {'x': 66, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",8,475,2225,shot,,"{'x': 13, 'y': 66, 'z': 0}",
"{'name': 'Aldin Adžović', 'firstName': '', 'lastName': '', 'slug': 'aldin-adzovic', 'shortName': 'A. Adžović', 'position': 'M', 'jerseyNumber': '5', 'userCount': 3, 'gender': 'M', 'id': 797928, 'fieldTranslations': {'nameTranslation': {'ar': 'ألديـن أديـزوفيتش', 'hi': 'एल्डिन अडज़ोविक', 'bn': 'আলডিন অ্যাডজোভিচ'}, 'shortNameTranslation': {'ar': 'أ. أديـزوفيتش', 'hi': 'ए. अदज़ोविक', 'bn': 'এ. অ্যাডজোভিচ'}}}",False,block,regular,"{'x': 31, 'y': 66, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.01437,6532807,78,,4662,"{'start': {'x': 66, 'y': 31}, 'block': {'x': 66, 'y': 31}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",13,738,1962,shot,,"{'x': 31, 'y': 66, 'z': 0}",
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,miss,corner,"{'x': 11, 'y': 54, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 41.5, 'z': 41.6}",0.1273,6532806,74,,4432,"{'start': {'x': 54, 'y': 11}, 'end': {'x': 58.5, 'y': 0}, 'goal': {'x': 58.5, 'y': 58.4}}",17,968,1732,shot,,,
"{'name': 'Nelson Augustin Cordoba', 'firstName': '', 'lastName': '', 'slug': 'nelson-augustin-cordoba', 'shortName': 'N. A. Cordoba', 'position': 'M', 'jerseyNumber': '28', 'userCount': 13, 'gender': 'M', 'id': 1163021, 'fieldTranslations': {'nameTranslation': {'ar': 'نيلسون أوغستين كوردوبا'}, 'shortNameTranslation': {'ar': 'ن. كوردوبا'}}}",True,save,throw-in-set-piece,"{'x': 9, 'y': 61, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 51.7, 'z': 8}",0.123,6532805,74,,4390,"{'start': {'x': 61, 'y': 9}, 'end': {'x': 48.3, 'y': 0}, 'goal': {'x': 48.3, 'y': 92}}",17,1010,1690,shot,0.2,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,miss,regular,"{'x': 22, 'y': 65, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 57, 'z': 10.3}",0.05916,6532804,71,,4205,"{'start': {'x': 65, 'y': 22}, 'end': {'x': 43, 'y': 0}, 'goal': {'x': 43, 'y': 89.7}}",20,1195,1505,shot,,,
"{'name': 'Balša Mrvaljević', 'firstName': 'Balša', 'lastName': 'Mrvaljević', 'slug': 'balsa-mrvaljevic', 'shortName': 'B. Mrvaljević', 'position': 'M', 'jerseyNumber': '18', 'userCount': 30, 'gender': 'M', 'id': 1149289, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا مرفالييفيتش'}, 'shortNameTranslation': {'ar': 'ب. مرفالييفيتش'}}}",True,save,throw-in-set-piece,"{'x': 19, 'y': 64, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 0.7}",0.01443,6532803,64,,3804,"{'start': {'x': 64, 'y': 19}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 99.3}}",27,1596,1104,shot,0.009822,,
"{'name': 'Milivoje Raičević', 'slug': 'milivoje-raicevic', 'shortName': 'M. Raičević', 'position': 'M', 'jerseyNumber': '45', 'userCount': 5, 'gender': 'M', 'id': 128765, 'fieldTranslations': {'nameTranslation': {'ar': 'ميليفوي رايتشيفيتش', 'hi': 'मिलिवोजे रायचेविक', 'bn': 'মিলিভোজে রাইচেভিচ'}, 'shortNameTranslation': {'ar': 'م. رايتشيفيتش', 'hi': 'एम. रायचेविक', 'bn': 'এম. রাইসেভিচ'}}}",False,goal,regular,"{'x': 8, 'y': 60, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 9.5}",0.2268,6532802,52,,3074,"{'start': {'x': 60, 'y': 8}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 90.5}}",39,2326,374,shot,0.2482,,regular
