minute,value
1.0,5
2.0,-24
3.0,-7
4.0,11
5.0,40
6.0,35
7.0,35
8.0,26
9.0,20
10.0,15
11.0,6
12.0,12
13.0,16
14.0,42
15.0,32
16.0,16
17.0,17
18.0,11
19.0,-29
20.0,-24
21.0,-23
22.0,-18
23.0,-10
24.0,-52
25.0,-24
26.0,-17
27.0,-3
28.0,3
29.0,7
30.0,17
31.0,43
32.0,33
33.0,62
34.0,39
35.0,19
36.0,11
37.0,13
38.0,7
39.0,26
40.0,18
41.0,13
42.0,10
43.0,3
44.0,2
45.0,3
45.5,5
46.0,-8
47.0,-3
48.0,68
49.0,42
50.0,68
51.0,39
52.0,-78
53.0,-35
54.0,-14
55.0,-14
56.0,-31
57.0,13
58.0,-3
59.0,8
60.0,17
61.0,-18
62.0,-3
63.0,-24
64.0,43
65.0,23
66.0,13
67.0,10
68.0,15
69.0,8
70.0,6
71.0,36
72.0,28
73.0,23
74.0,100
75.0,71
76.0,42
77.0,21
78.0,-39
79.0,-16
80.0,-9
81.0,7
82.0,4
83.0,-34
84.0,-11
85.0,-45
86.0,-26
87.0,-19
88.0,-8
89.0,12
90.0,-34
90.5,30
