match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,aerialWon,duelWon,totalClearance,ballRecovery,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,keeperSaveValue,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,goalkeeperValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,accurateCross,aerialLost,duelLost,clearanceOffLine,outfielderBlock,unsuccessfulTouch,wasFouled,fouls,keyPass,interceptionWon,totalTackle,challengeLost,dispossessed,totalContest,wonContest,bigChanceCreated,wonTackle,onTargetScoringAttempt,goals,shotValueNormalized,shotOffTarget,blockedScoringAttempt,hitWoodwork,bigChanceMissed,totalOffside,punches
14015407,home,5148,FK Čukarički,905103,Slobodan Tedić,slobodan-tedic,F,9,False,17.0,8.0,2.0,1.0,0.0,1.0,2.0,7.0,15.0,4.0,10.0,2.0,1.0,,,,,,89.0,37.0,6.2,15.0,,"{'original': 6.2, 'alternative': 6.7}",3,-0.39,0.18,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,12,9,6,3,47.05882352941176,50.0,,100.0,,,,8.0,11.0,,,6.0,5.0,,,,,3.0,,1.0,1.0,,,,,-0.77,1.0,2.0,,1.0,1.0,
14015407,home,5148,FK Čukarički,267523,Dušan Jovančić,dusan-jovancic,M,77,True,2.0,,1.0,,0.0,,1.0,,1.0,1.0,3.0,2.0,1.0,,,,,,28.0,6.0,6.7,2.0,,"{'original': 6.7, 'alternative': 6.5}",0,0.01,0.04,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,,,,,,,,,2.0,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1595518,Veljko Radosavljević,veljko-radosavljevic,M,86,True,4.0,2.0,1.0,,0.0,,,2.0,4.0,2.0,2.0,2.0,,,,,,,18.0,8.0,6.5,4.0,,"{'original': 6.5, 'alternative': 6.4}",0,0.07,,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,0,0,0,50.0,,,,,,,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1595759,Ismael Maiga,ismael-maiga,D,13,True,1.0,1.0,,,0.0,1.0,1.0,,,1.0,1.0,2.0,,,,,,,18.0,4.0,6.6,,,"{'original': 6.6, 'alternative': 6.6}",0,0.06,,-0.02,,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,1,0,0,0,100.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,988549,Bojica Nikčević,nikcevic-bojica,M,17,True,,,,,0.0,,,,,,,,,,,,,,9.0,3.0,6.5,1.0,,"{'original': 6.5, 'alternative': 6.4}",0,,,-0.06,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,804183,Milan Pavkov,milan-pavkov,F,50,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,9.0,7.0,6.5,3.0,,"{'original': 6.5, 'alternative': 6.5}",0,-0.01,0.05,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,0,1,50.0,,,,,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
14015407,home,362051,FK Čukarički,1165845,Ognjen Abramušić,ognjen-abramusic,M,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1165958,Lazar Kaličanin,lazar-kalicanin,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1967206,Jovan Vojnović,jovan-vojnovic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1392796,Milan Đoković,milan-dokovic,D,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1446160,Aboubacar Cisse,aboubacar-cisse,F,20,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,home,5148,FK Čukarički,1865408,Mateja Prokopijević,mateja-prokopijevic,M,87,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,25737,FK Radnički Niš,990184,Strahinja Manojlović,strahinja-manojlovic,G,98,False,15.0,14.0,3.0,2.0,0.0,12.0,13.0,2.0,2.0,,,1.0,4.0,,,,,,90.0,18.0,6.2,1.0,,"{'original': 6.2, 'alternative': 6.4}",0,0.0,0.01,-0.09,-0.67,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,93.33333333333333,66.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14015407,away,295152,FK Radnički Niš,1099198,Mbouri Yamkam,mbouri-yamkam,D,3,False,32.0,24.0,5.0,1.0,0.0,11.0,14.0,13.0,18.0,,3.0,2.0,6.0,,,,,,45.0,50.0,6.3,11.0,,"{'original': 6.3, 'alternative': 6.7}",0,-0.16,0.13,-0.07,,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,2,6,3,3,75.0,20.0,,100.0,,,,2.0,5.0,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
14015407,away,25737,FK Radnički Niš,1165955,Dušan Pavlović,dusan-pavlovic,D,15,False,64.0,53.0,9.0,6.0,0.0,16.0,21.0,37.0,43.0,10.0,12.0,5.0,6.0,,,,,,90.0,82.0,7.8,11.0,,"{'original': 7.8, 'alternative': 8.4}",4,0.44,0.32,0.15,,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,13,6,2,4,82.8125,66.66666666666666,100.0,100.0,,1.0,1.0,3.0,7.0,,1.0,,1.0,4.0,2.0,1.0,,,,1.0,1.0,,,1.0,,-0.43,3.0,,2.0,,,
14015407,away,25737,FK Radnički Niš,137702,Uroš Vitas,uros-vitas,D,4,False,64.0,61.0,3.0,1.0,0.0,21.0,22.0,40.0,42.0,3.0,3.0,7.0,4.0,,,,,,90.0,76.0,7.2,3.0,,"{'original': 7.2, 'alternative': 7.4}",2,0.3,0.24,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,0,0,0,95.3125,33.33333333333333,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,1.0,,-0.07,,1.0,,,,
14015407,away,25737,FK Radnički Niš,926681,Miljan Ilić,miljan-ilic,D,24,False,37.0,30.0,3.0,,0.0,7.0,8.0,23.0,29.0,,3.0,3.0,2.0,,,,,,74.0,53.0,6.6,9.0,,"{'original': 6.6, 'alternative': 6.9}",0,-0.08,0.09,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,3,3,81.08108108108108,,100.0,,,1.0,1.0,,3.0,,1.0,2.0,,3.0,1.0,,3.0,,,,,,2.0,,,,,,,,,
14015407,away,25737,FK Radnički Niš,112321,Radomir Milosavljević,radomir-milosavljevic,M,22,False,64.0,59.0,5.0,5.0,0.0,17.0,19.0,42.0,45.0,9.0,14.0,2.0,5.0,,,,,,90.0,81.0,8.0,10.0,,"{'original': 8, 'alternative': 7.7}",3,0.26,0.33,-0.03,,"{'sportSlug': 'football', 'statisticsType': 'player'}",20,11,9,5,4,92.1875,100.0,,100.0,,2.0,,2.0,6.0,,,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,0.02,,,,1.0,,
14015407,away,25737,FK Radnički Niš,1894089,Stefan Nikolić,stefan-nikolic,M,70,False,20.0,18.0,1.0,1.0,0.0,1.0,1.0,17.0,19.0,,3.0,,,,,,,,45.0,26.0,6.4,4.0,,"{'original': 6.4, 'alternative': 6.6}",1,-0.04,0.08,-0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,0,7,3,4,90.0,100.0,,,,,,,4.0,,,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,-0.1,,1.0,,,,
14015407,away,40263,FK Radnički Niš,889059,Vanja Ilić,vanja-ilic,M,21,False,49.0,42.0,1.0,,0.0,12.0,13.0,30.0,36.0,,2.0,,3.0,,,,,,90.0,64.0,6.3,13.0,,"{'original': 6.3, 'alternative': 7.2}",2,-0.6,0.38,-0.05,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,2,2,85.71428571428571,,,100.0,,4.0,,1.0,3.0,,,2.0,1.0,2.0,,,,,,1.0,1.0,,,2.0,,-0.33,,,,,,
14015407,away,263360,FK Radnički Niš,965889,Radivoj Bosić,radivoj-bosic,M,7,False,28.0,18.0,4.0,2.0,0.0,3.0,5.0,15.0,23.0,1.0,3.0,,3.0,,,,,,90.0,52.0,6.4,21.0,,"{'original': 6.4, 'alternative': 6.5}",7,0.04,0.34,-0.11,,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,1,8,2,6,64.28571428571429,50.0,28.57142857142857,,,7.0,2.0,,6.0,,,2.0,,1.0,2.0,,2.0,1.0,3.0,1.0,,,1.0,,,-0.53,1.0,6.0,,,,
14015407,away,2108,FK Radnički Niš,1472951,David Ewemade,ewemade-david,F,17,False,14.0,14.0,,,0.0,,,14.0,14.0,1.0,1.0,,1.0,,,,,,64.0,30.0,6.6,7.0,,"{'original': 6.6, 'alternative': 6.7}",1,0.18,0.12,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,0,5,100.0,,25.0,,,4.0,1.0,,5.0,,,,,1.0,3.0,,,,1.0,3.0,,,,,,-0.06,,1.0,,,,
14015407,away,6216,FK Radnički Niš,979046,Nemanja Belaković,nemanja-belakovic,F,8,False,41.0,39.0,,,0.0,4.0,5.0,35.0,36.0,,2.0,,2.0,,,,,,90.0,57.0,6.8,8.0,,"{'original': 6.8, 'alternative': 7.7}",2,0.03,0.51,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,95.1219512195122,,33.33333333333333,,,3.0,1.0,3.0,5.0,,,1.0,1.0,2.0,7.0,,1.0,,,,,,,1.0,,0.22,,1.0,,1.0,2.0,
14015407,away,25737,FK Radnički Niš,2198962,Djordje Petrović,djordje-petrovic,D,71,True,31.0,27.0,1.0,,0.0,6.0,7.0,21.0,24.0,1.0,3.0,1.0,6.0,,,,,,45.0,46.0,7.5,8.0,,"{'original': 7.5, 'alternative': 7.5}",0,0.47,0.28,0.14,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,1,3,2,1,87.09677419354838,,33.33333333333333,100.0,,6.0,2.0,,1.0,,,,,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,
14015407,away,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,M,20,True,25.0,22.0,2.0,2.0,0.0,,,22.0,25.0,,2.0,,1.0,,,,,,45.0,38.0,6.6,12.0,,"{'original': 6.6, 'alternative': 7.3}",0,-0.45,0.21,0.13,,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,2,3,88.0,100.0,10.0,100.0,,10.0,1.0,,3.0,,,,,3.0,3.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,
14015407,away,25737,FK Radnički Niš,1566364,Babacar Mboup,babacar-mboup,F,12,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,1.0,,,,,,26.0,3.0,6.9,1.0,,"{'original': 6.9, 'alternative': 7.1}",1,-0.09,0.03,0.28,,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,4,0,0,0,100.0,,,,,,,4.0,4.0,,,,,1.0,,,,,,,,,,1.0,1.0,0.32,,,,,,
14015407,away,37053,FK Radnički Niš,1429076,Lacine Kone,lacine-kone,F,9,True,3.0,3.0,,,0.0,,,3.0,3.0,1.0,1.0,,,,,,,,16.0,7.0,6.5,,,"{'original': 6.5, 'alternative': 6.6}",3,-0.05,0.04,0.0,,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,2,0,0,0,100.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,-0.53,1.0,2.0,,,,
14015407,away,241802,FK Radnički Niš,121590,Marko Petković,marko-petkovic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,25737,FK Radnički Niš,827547,Marko Mijailović,marko-mijailovic,D,2,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,25737,FK Radnički Niš,899302,Franck Kanouté,franck-kanoute,M,6,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,25737,FK Radnički Niš,804837,Dejan Stanivuković,dejan-stanivukovic,G,94,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,40261,FK Radnički Niš,844332,Jovan Nišić,jovan-nisic,M,45,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,409200,FK Radnički Niš,307458,Petar Petrović,petar-petrovic,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015407,away,25737,FK Radnički Niš,1470370,Luka Izderić,luka-izderic,M,89,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
