minute,value
0.0,0
1.0,-2
2.0,-3
3.0,20
4.0,19
5.0,-17
6.0,-20
7.0,-8
8.0,-2
9.0,-3
10.0,-8
11.0,-31
12.0,-22
13.0,-17
14.0,-18
15.0,-43
16.0,-36
17.0,33
18.0,35
19.0,18
20.0,6
21.0,-58
22.0,-43
23.0,-35
24.0,-29
25.0,-45
26.0,-26
27.0,-94
28.0,-59
29.0,-33
30.0,-16
31.0,-13
32.0,-10
33.0,-9
34.0,47
35.0,37
36.0,14
37.0,6
38.0,1
39.0,-7
40.0,-9
41.0,-33
42.0,-23
43.0,-17
44.0,-18
45.0,-19
45.5,-5
46.0,-8
47.0,37
48.0,16
49.0,7
50.0,11
51.0,4
52.0,-8
53.0,-12
54.0,-5
55.0,32
56.0,-34
57.0,-8
58.0,-2
59.0,32
60.0,13
61.0,-14
62.0,-11
63.0,-5
64.0,-9
65.0,-14
66.0,-11
67.0,-29
68.0,-21
69.0,-36
70.0,-94
71.0,-59
72.0,-32
73.0,22
74.0,-9
75.0,-4
76.0,-4
77.0,-1
78.0,-6
79.0,-1
80.0,52
81.0,53
82.0,23
83.0,1
84.0,-19
85.0,-24
86.0,-20
87.0,-30
88.0,-21
89.0,-15
90.0,-21
90.5,-5
