match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalClearance,ballRecovery,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,ratingVersions,totalShots,passValueNormalized,dribbleValueNormalized,defensiveValueNormalized,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,totalCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,bigChanceCreated,bigChanceMissed,shotOffTarget,blockedScoringAttempt,outfielderBlock,totalTackle,wasFouled,fouls,keyPass,shotValueNormalized,onTargetScoringAttempt,wonTackle,hitWoodwork,interceptionWon,unsuccessfulTouch,goals,accurateCross,dispossessed,savedShotsFromInsideTheBox,saves,punches,keeperSaveValue,goalkeeperValueNormalized,totalOffside
14015398,home,25737,FK Radnički Niš,810663,Nikola Srećković,nikola-sreckovic,M,20,True,14.0,13.0,,,1.0,3.0,3.0,10.0,11.0,,2.0,,,27.0,26.0,6.7,7.0,"{'original': 6.7, 'alternative': 7}",1,0.01,0.07,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,3,1,92.85714285714286,,20.0,100.0,,5.0,,,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,-0.08,,,,,1.0,,1.0,1.0,,,,,,
14015398,home,40261,FK Radnički Niš,844332,Jovan Nišić,jovan-nisic,M,45,True,23.0,21.0,2.0,1.0,0.0,9.0,10.0,12.0,13.0,,1.0,,,21.0,27.0,7.1,3.0,"{'original': 7.1, 'alternative': 6.8}",0,0.3,0.14,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,91.30434782608695,50.0,50.0,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,
14015398,home,25737,FK Radnički Niš,1470370,Luka Izderić,luka-izderic,M,89,True,10.0,9.0,,,0.0,4.0,5.0,5.0,5.0,,3.0,,,21.0,16.0,6.4,5.0,"{'original': 6.4, 'alternative': 6.4}",0,-0.1,0.05,-0.03,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,0,2,90.0,,,,,1.0,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,
14015398,home,25737,FK Radnički Niš,827547,Marko Mijailović,marko-mijailovic,D,2,True,7.0,5.0,2.0,,0.0,,,5.0,7.0,1.0,,,,11.0,15.0,6.7,6.0,"{'original': 6.7, 'alternative': 6.6}",0,0.14,0.07,-0.01,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,71.42857142857143,,50.0,,,4.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,
14015398,home,37053,FK Radnički Niš,1429076,Lacine Kone,lacine-kone,F,9,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,,11.0,6.0,6.2,3.0,"{'original': 6.2, 'alternative': 6.6}",1,-0.16,0.18,0.13,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,3,1,0,1,33.33333333333333,,,,,,2.0,1.0,3.0,1.0,,,,,,1.0,,,,,1.0,,-0.11,,,,,1.0,,,,,,,,,
14015398,home,25737,FK Radnički Niš,1566364,Babacar Mboup,babacar-mboup,F,12,True,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015398,home,25737,FK Radnički Niš,2198963,Luka Stanković,luka-stankovic,D,41,True,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015398,home,25737,FK Radnički Niš,804837,Dejan Stanivuković,dejan-stanivukovic,G,94,True,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015398,home,295152,FK Radnički Niš,1099198,Mbouri Yamkam,mbouri-yamkam,D,3,True,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015398,home,25737,FK Radnički Niš,1153961,Mateja Radonjić,mateja-radonjic,M,30,True,,,,,,,,,,,,,,,,,,,0,,,,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
