player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Lacine Kone', 'firstName': 'Lacine Kone', 'lastName': '', 'slug': 'lacine-kone', 'shortName': 'L. Kone', 'position': 'F', 'jerseyNumber': '9', 'userCount': 14, 'gender': 'M', 'id': 1429076, 'fieldTranslations': {'nameTranslation': {'ar': 'لاسين كوني'}, 'shortNameTranslation': {'ar': 'ل. كوني'}}}",True,miss,assisted,"{'x': 26.5, 'y': 27.6, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 36.6, 'z': 88.9}",5311201,90,2.0,5463,"{'start': {'x': 27.6, 'y': 26.5}, 'end': {'x': 63.4, 'y': 0}, 'goal': {'x': 63.4, 'y': 11.1}}",1,837,63,shot,,
"{'name': 'Nikola Srećković', 'slug': 'nikola-sreckovic', 'shortName': 'N. Srećković', 'position': 'M', 'jerseyNumber': '20', 'userCount': 42, 'gender': 'M', 'id': 810663, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا سريتشكوفيتش'}, 'shortNameTranslation': {'ar': 'ن. سريتشكوفيتش'}}}",True,miss,assisted,"{'x': 4.2, 'y': 42.3, 'z': 0}",left-foot,high,"{'x': 0, 'y': 44.7, 'z': 72.2}",5311170,80,,4785,"{'start': {'x': 42.3, 'y': 4.2}, 'end': {'x': 55.3, 'y': 0}, 'goal': {'x': 55.3, 'y': 27.8}}",11,615,2085,shot,,
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,miss,regular,"{'x': 17.6, 'y': 67.7, 'z': 0}",left-foot,left,"{'x': 0, 'y': 66.1, 'z': 15.3}",5311169,80,,4783,"{'start': {'x': 67.7, 'y': 17.6}, 'block': {'x': 43.5, 'y': 4.9}, 'end': {'x': 33.9, 'y': 0}, 'goal': {'x': 33.9, 'y': 84.7}}",11,617,2083,shot,"{'x': 4.9, 'y': 43.5, 'z': 0}",
"{'name': 'Radomir Milosavljević', 'slug': 'radomir-milosavljevic', 'shortName': 'R. Milosavljević', 'position': 'M', 'jerseyNumber': '22', 'userCount': 30, 'gender': 'M', 'id': 112321, 'fieldTranslations': {'nameTranslation': {'ar': 'رادومير ميلوسافليفيتش'}, 'shortNameTranslation': {'ar': 'ر. ميلوسافليفيتش'}}}",True,goal,corner,"{'x': 7.4, 'y': 47.6, 'z': 0}",head,low-left,"{'x': 0, 'y': 53, 'z': 18.4}",5311133,72,,4307,"{'start': {'x': 47.6, 'y': 7.4}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 81.6}}",19,1093,1607,shot,,regular
"{'name': 'Dušan Pavlović', 'firstName': 'Dusan Pavlovic', 'lastName': '', 'slug': 'dusan-pavlovic', 'shortName': 'D. Pavlović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 69, 'gender': 'M', 'id': 1165955, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان بافلوفيتش'}, 'shortNameTranslation': {'ar': 'د. بافلوفيتش'}}}",True,save,corner,"{'x': 15.4, 'y': 49.5, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.1, 'z': 5.1}",5311122,70,,4193,"{'start': {'x': 49.5, 'y': 15.4}, 'block': {'x': 50.2, 'y': 2.4}, 'end': {'x': 47.9, 'y': 0}, 'goal': {'x': 47.9, 'y': 94.9}}",21,1207,1493,shot,"{'x': 2.4, 'y': 50.2, 'z': 0}",
"{'name': 'Uroš Sremčević', 'slug': 'uros-sremcevic', 'shortName': 'U. Sremčević', 'position': 'F', 'jerseyNumber': '17', 'userCount': 1585, 'gender': 'M', 'id': 1166063, 'fieldTranslations': {'nameTranslation': {'ar': 'أوروش سريمشيفيتش'}, 'shortNameTranslation': {'ar': 'أ. سريمشيفيتش'}}}",False,miss,corner,"{'x': 8, 'y': 49.7, 'z': 0}",head,left,"{'x': 0, 'y': 61.3, 'z': 25}",5311062,65,,3847,"{'start': {'x': 49.7, 'y': 8}, 'end': {'x': 38.7, 'y': 0}, 'goal': {'x': 38.7, 'y': 75}}",26,1553,1147,shot,,
"{'name': 'Irfan Hadžić', 'slug': 'irfan-hadzic', 'shortName': 'I. Hadžić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 36, 'gender': 'M', 'id': 173957, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان حادزيتش', 'bn': 'ইরফান হাদজিচ', 'hi': 'इरफ़ान हडज़िक'}, 'shortNameTranslation': {'ar': 'ع. حادزيتش', 'bn': 'আই. হাদজিচ', 'hi': 'आई. हडज़िक'}}}",False,block,corner,"{'x': 4.6, 'y': 58.7, 'z': 0}",head,low-right,"{'x': 0, 'y': 48, 'z': 19}",5311145,64,,3839,"{'start': {'x': 58.7, 'y': 4.6}, 'block': {'x': 57.2, 'y': 3.6}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 81}}",27,1561,1139,shot,"{'x': 3.6, 'y': 57.2, 'z': 0}",
"{'name': 'Stefan Nikolić', 'firstName': 'Stefan', 'lastName': 'Nikolic', 'slug': 'stefan-nikolic', 'shortName': 'S. Nikolić', 'position': 'M', 'jerseyNumber': '70', 'userCount': 43, 'gender': 'M', 'id': 1894089, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان نيكوليتش'}, 'shortNameTranslation': {'ar': 'س. نيكوليتش'}}}",True,miss,regular,"{'x': 20.9, 'y': 44.2, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 40.8, 'z': 50}",5311053,62,,3682,"{'start': {'x': 44.2, 'y': 20.9}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 50}}",29,1718,982,shot,,
"{'name': 'Vanja Ilić', 'slug': 'vanja-ilic', 'shortName': 'V. Ilić', 'position': 'M', 'jerseyNumber': '23', 'userCount': 66, 'gender': 'M', 'id': 889059, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا إيلتش'}, 'shortNameTranslation': {'ar': 'ف. إيلتش'}}}",True,goal,corner,"{'x': 14.5, 'y': 57.9, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 53.4, 'z': 3.8}",5311030,58,,3433,"{'start': {'x': 57.9, 'y': 14.5}, 'end': {'x': 46.6, 'y': 0}, 'goal': {'x': 46.6, 'y': 96.2}}",33,1967,733,shot,,regular
"{'name': 'Irfan Hadžić', 'slug': 'irfan-hadzic', 'shortName': 'I. Hadžić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 36, 'gender': 'M', 'id': 173957, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان حادزيتش', 'bn': 'ইরফান হাদজিচ', 'hi': 'इरफ़ान हडज़िक'}, 'shortNameTranslation': {'ar': 'ع. حادزيتش', 'bn': 'আই. হাদজিচ', 'hi': 'आई. हडज़िक'}}}",False,miss,fast-break,"{'x': 14.7, 'y': 44.4, 'z': 0}",left-foot,right,"{'x': 0, 'y': 39.3, 'z': 8.3}",5311024,55,,3295,"{'start': {'x': 44.4, 'y': 14.7}, 'end': {'x': 60.7, 'y': 0}, 'goal': {'x': 60.7, 'y': 91.7}}",36,2105,595,shot,,
