player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates,goalType
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,save,set-piece,"{'x': 8, 'y': 41, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 54.2, 'z': 13.5}",0.1427,0.2887,6565369,90,5.0,5670,"{'start': {'x': 41, 'y': 8}, 'end': {'x': 45.8, 'y': 0}, 'goal': {'x': 45.8, 'y': 86.5}}",1,630,270,shot,,
"{'name': 'Stefan Denković', 'slug': 'stefan-denkovic', 'shortName': 'S. Denković', 'position': 'M', 'jerseyNumber': '7', 'userCount': 15, 'gender': 'M', 'id': 95583, 'fieldTranslations': {'nameTranslation': {'ar': 'دينكوفيتش ، ستيفان'}, 'shortNameTranslation': {'ar': 'د. ، ستيفان'}}}",False,miss,regular,"{'x': 13, 'y': 29, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 43, 'z': 46.8}",0.08043,,6565368,86,,5152,"{'start': {'x': 29, 'y': 13}, 'end': {'x': 57, 'y': 0}, 'goal': {'x': 57, 'y': 53.2}}",5,248,2452,shot,,
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",True,miss,regular,"{'x': 24, 'y': 47, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 40.8, 'z': 54.3}",0.02994,,6565367,86,,5122,"{'start': {'x': 47, 'y': 24}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 45.7}}",5,278,2422,shot,,
"{'name': 'Bojan Pavićević', 'slug': 'bojan-pavicevic', 'shortName': 'B. Pavićević', 'position': 'F', 'jerseyNumber': '9', 'userCount': 8, 'gender': 'M', 'id': 1112732, 'fieldTranslations': {'nameTranslation': {'ar': 'بويان بافيتشيفيتش'}, 'shortNameTranslation': {'ar': 'ب. بافيتشيفيتش'}}}",False,block,regular,"{'x': 15, 'y': 49, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.1462,,6565366,83,,4959,"{'start': {'x': 49, 'y': 15}, 'block': {'x': 49, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",8,441,2259,shot,"{'x': 15, 'y': 49, 'z': 0}",
"{'name': 'Sead Dacić', 'firstName': 'Sead', 'lastName': 'Dacić', 'slug': 'sead-dacic', 'shortName': 'S. Dacić', 'position': 'M', 'jerseyNumber': '19', 'userCount': 5, 'gender': 'M', 'id': 1391886, 'fieldTranslations': {'nameTranslation': {'ar': 'سيد داسيك'}, 'shortNameTranslation': {'ar': 'س. داسيك'}}}",True,miss,corner,"{'x': 35, 'y': 39, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58.4, 'z': 11.7}",0.006513,,6565365,71,,4231,"{'start': {'x': 39, 'y': 35}, 'end': {'x': 41.6, 'y': 0}, 'goal': {'x': 41.6, 'y': 88.3}}",20,1169,1531,shot,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,save,regular,"{'x': 21, 'y': 77, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54, 'z': 4}",0.01538,0.03797,6565364,68,,4027,"{'start': {'x': 77, 'y': 21}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 96}}",23,1373,1327,shot,,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",True,save,regular,"{'x': 26, 'y': 58, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.1, 'z': 9.1}",0.04085,0.02351,6565363,67,,3996,"{'start': {'x': 58, 'y': 26}, 'end': {'x': 49.9, 'y': 0}, 'goal': {'x': 49.9, 'y': 90.9}}",24,1404,1296,shot,,
"{'name': 'Demir Skrijelj', 'firstName': '', 'lastName': '', 'slug': 'demir-skrijelj', 'shortName': 'D. Skrijelj', 'position': 'M', 'jerseyNumber': '10', 'userCount': 27, 'gender': 'M', 'id': 804419, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمير سكيريل'}, 'shortNameTranslation': {'ar': 'د. سكيريل'}}}",False,save,regular,"{'x': 16, 'y': 40, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 49.4, 'z': 1.7}",0.182,0.1704,6565362,53,,3136,"{'start': {'x': 40, 'y': 16}, 'end': {'x': 50.6, 'y': 0}, 'goal': {'x': 50.6, 'y': 98.3}}",38,2264,436,shot,,
"{'name': 'Žarko Korać', 'firstName': 'Žarko', 'lastName': 'Korać', 'slug': 'zarko-korac', 'shortName': 'Ž. Korać', 'position': 'F', 'jerseyNumber': '11', 'userCount': 12, 'gender': 'M', 'id': 54752, 'fieldTranslations': {'nameTranslation': {'ar': 'زاركو كوراچ'}, 'shortNameTranslation': {'ar': 'ز. كوراچ'}}}",True,save,regular,"{'x': 19, 'y': 53, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.3, 'z': 3.5}",0.07745,0.05968,6565361,50,,2987,"{'start': {'x': 53, 'y': 19}, 'end': {'x': 49.7, 'y': 0}, 'goal': {'x': 49.7, 'y': 96.5}}",41,2413,287,shot,,
"{'name': 'Marko Đurišić', 'slug': 'marko-durisic', 'shortName': 'M. Đurišić', 'position': 'M', 'jerseyNumber': '8', 'userCount': 14, 'gender': 'M', 'id': 843005, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو دوريسيتش', 'hi': 'मार्को ड्यूरिशिक', 'bn': 'মার্কো ডুরিসিক'}, 'shortNameTranslation': {'ar': 'م. دوريسيتش', 'hi': 'एम. ड्यूरिशिक', 'bn': 'এম. ডুরিসিক'}}}",False,save,regular,"{'x': 27, 'y': 51, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 52.7, 'z': 33.6}",0.03758,0.3725,6565360,49,,2886,"{'start': {'x': 51, 'y': 27}, 'end': {'x': 47.3, 'y': 0}, 'goal': {'x': 47.3, 'y': 66.4}}",42,2514,186,shot,,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,save,regular,"{'x': 5, 'y': 60, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.7, 'z': 16.8}",0.2449,0.35,6565359,45,,2679,"{'start': {'x': 60, 'y': 5}, 'end': {'x': 54.3, 'y': 0}, 'goal': {'x': 54.3, 'y': 83.2}}",1,21,2679,shot,,
"{'name': 'Velimir Ljutica', 'firstName': '', 'lastName': '', 'slug': 'velimir-ljutica', 'shortName': 'V. Ljutica', 'position': 'D', 'jerseyNumber': '32', 'userCount': 36, 'gender': 'M', 'id': 1392904, 'fieldTranslations': {'nameTranslation': {'ar': 'فليمير ليوتيكا'}, 'shortNameTranslation': {'ar': 'ف. ليوتيكا'}}}",False,miss,corner,"{'x': 12, 'y': 51, 'z': 0}",head,close-high,"{'x': 0, 'y': 51.2, 'z': 47.2}",0.05689,,6565358,42,,2492,"{'start': {'x': 51, 'y': 12}, 'end': {'x': 48.8, 'y': 0}, 'goal': {'x': 48.8, 'y': 52.8}}",4,208,2492,shot,,
"{'name': 'Balša Sekulić', 'slug': 'balsa-sekulic', 'shortName': 'B. Sekulić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 23, 'gender': 'M', 'id': 856483, 'fieldTranslations': {'nameTranslation': {'ar': 'بالشا سيكوليتش', 'hi': 'बाल्सा सेकुलिक', 'bn': 'বালসা সেকুলিক'}, 'shortNameTranslation': {'ar': 'ب. سيكوليتش', 'hi': 'बी. सेकुलिक', 'bn': 'বি. সেকুলিক'}}}",False,save,regular,"{'x': 3, 'y': 52, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 3.1}",0.6492,0.953,6565357,41,,2448,"{'start': {'x': 52, 'y': 3}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 96.9}}",5,252,2448,shot,,
"{'name': 'Stefan Radojevic', 'firstName': 'Stefan Radojevic', 'slug': 'stefan-radojevic', 'shortName': 'S. Radojevic', 'position': 'M', 'jerseyNumber': '8', 'userCount': 10, 'gender': 'M', 'id': 1536333, 'fieldTranslations': {'nameTranslation': {'ar': 'ستيفان رادويفيتش'}, 'shortNameTranslation': {'ar': 'س. رادويفيتش'}}}",True,goal,regular,"{'x': 20, 'y': 44, 'z': 0}",left-foot,low-left,"{'x': 0, 'y': 54, 'z': 11.8}",0.06094,0.1945,6565356,36,,2136,"{'start': {'x': 44, 'y': 20}, 'end': {'x': 46, 'y': 0}, 'goal': {'x': 46, 'y': 88.2}}",10,564,2136,shot,,regular
"{'name': 'Arsenije Čepić', 'firstName': 'Arsenije', 'lastName': 'Čepić', 'slug': 'arsenije-cepic', 'shortName': 'A. Čepić', 'position': 'M', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1185130, 'fieldTranslations': {'nameTranslation': {'ar': 'أرسينيي جيبيتش'}, 'shortNameTranslation': {'ar': 'أ. جيبيتش'}}}",True,block,regular,"{'x': 28, 'y': 63, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.005655,,6565355,34,,2037,"{'start': {'x': 63, 'y': 28}, 'block': {'x': 63, 'y': 28}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",12,663,2037,shot,"{'x': 28, 'y': 63, 'z': 0}",
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,goal,regular,"{'x': 22, 'y': 50, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.5, 'z': 4.7}",0.03692,0.1804,6565354,29,,1724,"{'start': {'x': 50, 'y': 22}, 'end': {'x': 54.5, 'y': 0}, 'goal': {'x': 54.5, 'y': 95.3}}",17,976,1724,shot,,regular
"{'name': 'Danis Kolić', 'firstName': 'Danis', 'lastName': 'Kolic', 'slug': 'danis-kolic', 'shortName': 'D. Kolić', 'position': 'M', 'jerseyNumber': '22', 'userCount': 8, 'gender': 'M', 'id': 1391891, 'fieldTranslations': {'nameTranslation': {'ar': 'دانيش كوليتش'}, 'shortNameTranslation': {'ar': 'د. كوليتش'}}}",True,miss,regular,"{'x': 13, 'y': 29, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 56.2, 'z': 12.7}",0.08422,,6565353,21,,1224,"{'start': {'x': 29, 'y': 13}, 'end': {'x': 43.8, 'y': 0}, 'goal': {'x': 43.8, 'y': 87.3}}",25,1476,1224,shot,,
"{'name': 'Andrija Kaluđerović', 'firstName': '', 'lastName': '', 'slug': 'andrija-kaluderovic', 'shortName': 'A. Kaluđeriović', 'position': 'M', 'jerseyNumber': '4', 'userCount': 6, 'gender': 'M', 'id': 94261, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كالوجيروفيتش'}, 'shortNameTranslation': {'ar': 'أ. كالوجيروفيتش'}}}",False,block,regular,"{'x': 26, 'y': 42, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.001421,,6565352,20,,1156,"{'start': {'x': 42, 'y': 26}, 'block': {'x': 42, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",26,1544,1156,shot,"{'x': 26, 'y': 42, 'z': 0}",
