minute,value
1.0,-6
2.0,-6
3.0,-5
4.0,-4
5.0,28
6.0,10
7.0,10
8.0,5
9.0,16
10.0,6
11.0,77
12.0,44
13.0,25
14.0,11
15.0,-8
16.0,43
17.0,14
18.0,6
19.0,1
20.0,-38
21.0,27
22.0,3
23.0,4
24.0,-9
25.0,-5
26.0,-29
27.0,-16
28.0,-14
29.0,-86
30.0,-55
31.0,-40
32.0,-38
33.0,-16
34.0,37
35.0,27
36.0,94
37.0,54
38.0,24
39.0,4
40.0,-9
41.0,-69
42.0,-89
43.0,-66
44.0,-48
45.0,-76
45.5,-10
46.0,-4
47.0,12
48.0,3
49.0,-54
50.0,42
51.0,3
52.0,3
53.0,-44
54.0,-15
55.0,-15
56.0,22
57.0,-9
58.0,-4
59.0,-5
60.0,-11
61.0,-17
62.0,-19
63.0,-40
64.0,-22
65.0,-17
66.0,-28
67.0,42
68.0,-49
69.0,-23
70.0,-17
71.0,47
72.0,16
73.0,4
74.0,-9
75.0,-7
76.0,-17
77.0,-19
78.0,-14
79.0,-19
80.0,-25
81.0,-25
82.0,-18
83.0,-45
84.0,-60
85.0,-38
86.0,-26
87.0,-24
88.0,-15
89.0,-30
90.0,-16
90.5,-45
