minute,value
0.0,0
1.0,8
2.0,10
3.0,-22
4.0,-7
5.0,-2
6.0,3
7.0,24
8.0,20
9.0,15
10.0,19
11.0,16
12.0,18
13.0,16
14.0,100
15.0,96
16.0,61
17.0,71
18.0,46
19.0,24
20.0,100
21.0,77
22.0,47
23.0,26
24.0,9
25.0,-20
26.0,74
27.0,71
28.0,36
29.0,-27
30.0,4
31.0,14
32.0,-21
33.0,-7
34.0,33
35.0,27
36.0,24
37.0,19
38.0,14
39.0,14
40.0,11
41.0,14
42.0,41
43.0,37
44.0,30
45.0,15
45.5,20
46.0,6
47.0,-28
48.0,-42
49.0,-57
50.0,98
51.0,50
52.0,40
53.0,28
54.0,-43
55.0,78
56.0,30
57.0,19
58.0,-49
59.0,72
60.0,-34
61.0,-9
62.0,-50
63.0,76
64.0,26
65.0,59
66.0,57
67.0,44
68.0,26
69.0,-19
70.0,-10
71.0,-12
72.0,-2
73.0,-1
74.0,2
75.0,-5
76.0,-1
77.0,-11
78.0,-6
79.0,-9
80.0,-5
81.0,-8
82.0,-34
83.0,-25
84.0,-55
85.0,-53
86.0,-31
87.0,-21
88.0,-13
89.0,-10
90.0,-5
90.5,70
