player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,xg,xgot,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'F', 'jerseyNumber': '70', 'userCount': 18, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'hi': 'वास्को कालेज़िक', 'bn': 'ভাস্কো কালেজিক'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'hi': 'वी. कालेज़िक', 'bn': 'ভি. কালেজিক'}}}",True,goal,regular,regular,"{'x': 5, 'y': 64, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.9, 'z': 7.6}",0.1802,0.6247,6565910,90,3.0,5566,"{'start': {'x': 64, 'y': 5}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 92.4}}",1,734,166,shot,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,save,,regular,"{'x': 9, 'y': 39, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.5, 'z': 15.1}",0.1136,0.1372,6565909,84,,4999,"{'start': {'x': 39, 'y': 9}, 'end': {'x': 49.5, 'y': 0}, 'goal': {'x': 49.5, 'y': 84.9}}",7,401,2299,shot,
"{'name': 'Darko Zorić', 'slug': 'darko-zoric', 'shortName': 'D. Zorić', 'position': 'M', 'jerseyNumber': '18', 'userCount': 13, 'gender': 'M', 'id': 154655, 'fieldTranslations': {'nameTranslation': {'ar': 'داركو زوريتش'}, 'shortNameTranslation': {'ar': 'د. زوريتش'}}}",False,miss,,set-piece,"{'x': 6, 'y': 56, 'z': 0}",head,close-high-right,"{'x': 0, 'y': 41.7, 'z': 55.1}",0.1997,,6565908,82,,4881,"{'start': {'x': 56, 'y': 6}, 'end': {'x': 58.3, 'y': 0}, 'goal': {'x': 58.3, 'y': 44.9}}",9,519,2181,shot,
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'F', 'jerseyNumber': '70', 'userCount': 18, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'hi': 'वास्को कालेज़िक', 'bn': 'ভাস্কো কালেজিক'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'hi': 'वी. कालेज़िक', 'bn': 'ভি. কালেজিক'}}}",True,save,,regular,"{'x': 14, 'y': 39, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.6, 'z': 3}",0.115,0.08185,6565907,78,,4645,"{'start': {'x': 39, 'y': 14}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 97}}",13,755,1945,shot,
"{'name': 'Demir Skrijelj', 'firstName': '', 'lastName': '', 'slug': 'demir-skrijelj', 'shortName': 'D. Skrijelj', 'position': 'M', 'jerseyNumber': '10', 'userCount': 27, 'gender': 'M', 'id': 804419, 'fieldTranslations': {'nameTranslation': {'ar': 'ديمير سكيريل'}, 'shortNameTranslation': {'ar': 'د. سكيريل'}}}",False,save,,throw-in-set-piece,"{'x': 12, 'y': 70, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 54.7, 'z': 22.7}",0.01811,0.2798,6565906,78,,4624,"{'start': {'x': 70, 'y': 12}, 'end': {'x': 45.3, 'y': 0}, 'goal': {'x': 45.3, 'y': 77.3}}",13,776,1924,shot,
"{'name': 'Medo Juković', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,save,,regular,"{'x': 13, 'y': 40, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.1, 'z': 22.3}",0.182,0.1491,6565905,65,,3864,"{'start': {'x': 40, 'y': 13}, 'end': {'x': 50.9, 'y': 0}, 'goal': {'x': 50.9, 'y': 77.7}}",26,1536,1164,shot,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,goal,regular,regular,"{'x': 19, 'y': 68, 'z': 0}",right-foot,high-left,"{'x': 0, 'y': 53.9, 'z': 29.6}",0.04507,0.6235,6565904,63,,3733,"{'start': {'x': 68, 'y': 19}, 'end': {'x': 46.1, 'y': 0}, 'goal': {'x': 46.1, 'y': 70.4}}",28,1667,1033,shot,
"{'name': 'Matija Rovčanin', 'firstName': '', 'lastName': '', 'slug': 'matija-rovcanin', 'shortName': 'M. Rovčanin', 'position': 'F', 'jerseyNumber': '21', 'userCount': 9, 'gender': 'M', 'id': 1404815, 'fieldTranslations': {'nameTranslation': {'ar': 'ماتيا روفشانتش'}, 'shortNameTranslation': {'ar': 'م. روفشانتش'}}}",False,block,,regular,"{'x': 24, 'y': 68, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}",0.03163,,6565903,62,,3695,"{'start': {'x': 68, 'y': 24}, 'block': {'x': 68, 'y': 24}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",29,1705,995,shot,"{'x': 24, 'y': 68, 'z': 0}"
"{'name': 'Nikola Stijepović', 'slug': 'nikola-stijepovic', 'shortName': 'N. Stijepović', 'position': 'D', 'jerseyNumber': '33', 'userCount': 1, 'gender': 'M', 'id': 171431, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا ستييبوفيتش', 'hi': 'निकोला स्टिजेपोविक', 'bn': 'নিকোলা স্টিজেপোভিচ'}, 'shortNameTranslation': {'ar': 'ن. ستييبوفيتش', 'hi': 'एन. स्टिजेपोविक', 'bn': 'এন. স্টিজেপোভিচ'}}}",False,miss,,regular,"{'x': 6, 'y': 33, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 44, 'z': 2.5}",0.1112,,6565902,60,,3591,"{'start': {'x': 33, 'y': 6}, 'end': {'x': 56, 'y': 0}, 'goal': {'x': 56, 'y': 97.5}}",31,1809,891,shot,
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'F', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,save,,regular,"{'x': 10, 'y': 62, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 12.8}",0.1826,0.1063,6565901,59,,3521,"{'start': {'x': 62, 'y': 10}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 87.2}}",32,1879,821,shot,
