match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,keyPass,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,bigChanceMissed,shotOffTarget,dispossessed,blockedScoringAttempt,bigChanceCreated,penaltyWon
14147314,home,6224,FK Sutjeska Nikšić,57363,Vladan Giljen,vladan-giljen,G,1,False,26.0,23.0,5.0,3.0,0.0,21.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,90.0,29.0,7.8,4.0,0.0,0.0,1.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,88.46153846153845,60.0,,,0.0,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubović,aleksa-golubovic,D,2,False,31.0,22.0,2.0,1.0,0.0,12.0,17.0,10.0,13.0,2.0,1.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,,,,90.0,44.0,7.2,10.0,0.0,0.12,3.0,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,1,10,2,8,70.96774193548387,50.0,50.0,0.0,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,138937,Boris Kopitović,boris-kopitovic,D,15,False,49.0,47.0,4.0,2.0,0.0,34.0,34.0,12.0,14.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,90.0,62.0,7.2,4.0,0.0,0.0,,"{'original': 7.2, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,95.91836734693877,50.0,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1063207,Radoš Dedić,rados-dedic,D,6,False,40.0,35.0,3.0,1.0,0.0,23.0,26.0,12.0,14.0,0.0,0.0,4.0,3.0,7.0,6.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,54.0,7.2,7.0,0.67,0.0,,"{'original': 7.2, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,7,6,3,3,87.5,33.33333333333333,,,,1.0,2.0,,,,
14147314,home,6224,FK Sutjeska Nikšić,1005621,Ognjen Đinović,ognjen-dinovic,D,16,False,38.0,28.0,4.0,1.0,0.0,12.0,16.0,15.0,21.0,3.0,1.0,1.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,48.0,6.9,16.0,0.0,0.05,1.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,2,11,0,11,73.68421052631578,25.0,33.33333333333333,,,,,1.0,,,
14147314,home,6224,FK Sutjeska Nikšić,1479109,Marko Simun,marko-simun,M,19,False,52.0,45.0,6.0,4.0,0.0,20.0,22.0,22.0,27.0,0.0,0.0,2.0,0.0,16.0,10.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,,,,,,,90.0,73.0,7.5,15.0,0.02,0.45,4.0,"{'original': 7.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",26,2,24,10,14,86.53846153846155,66.66666666666666,,66.66666666666666,,,,2.0,1.0,,
14147314,home,6224,FK Sutjeska Nikšić,836566,Aleksandar Šćekić,aleksandar-scekic,M,55,False,61.0,56.0,2.0,2.0,0.0,25.0,30.0,30.0,30.0,0.0,0.0,1.0,1.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,73.0,7.4,4.0,0.0,0.18,1.0,"{'original': 7.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,2,7,91.80327868852459,100.0,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,False,14.0,9.0,2.0,1.0,0.0,2.0,3.0,7.0,11.0,3.0,1.0,1.0,0.0,8.0,4.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,75.0,44.0,8.0,12.0,0.41,0.0,,"{'original': 8, 'alternative': None}",6.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",12,1,11,4,7,64.28571428571429,50.0,33.33333333333333,100.0,,,2.0,2.0,,,
14147314,home,6224,FK Sutjeska Nikšić,1896811,Medo Juković,medo-jukovic,M,88,False,35.0,25.0,1.0,0.0,0.0,10.0,12.0,14.0,22.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,,,,,,,84.0,55.0,7.1,14.0,0.18,0.02,1.0,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,0,19,10,9,71.42857142857143,0.0,,66.66666666666666,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1381358,Petar Aničić,petar-anicic,M,9,False,42.0,32.0,0.0,0.0,1.0,5.0,8.0,25.0,32.0,4.0,1.0,1.0,3.0,9.0,8.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,,,,,,,90.0,59.0,7.7,11.0,0.09,0.43,2.0,"{'original': 7.7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,4,13,5,8,76.19047619047619,,25.0,100.0,,,2.0,,,1.0,
14147314,home,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,F,10,False,19.0,18.0,1.0,1.0,0.0,5.0,5.0,12.0,13.0,1.0,1.0,2.0,1.0,11.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,75.0,32.0,7.2,3.0,1.11,0.0,,"{'original': 7.2, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,3,9,94.73684210526315,100.0,100.0,50.0,,1.0,2.0,1.0,,,
14147314,home,6224,FK Sutjeska Nikšić,929998,Ivan Vukčević,ivan-vukcevic,M,7,True,9.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,15.0,15.0,6.6,2.0,0.0,0.0,,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,0,3,0,3,66.66666666666666,0.0,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,172957,Vasko Kalezić,vasko-kalezic,F,70,True,5.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,15.0,9.0,7.3,4.0,0.3,0.0,,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,40.0,0.0,0.0,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1481226,Danilo Ćetković,danilo-cetkovic,M,21,True,5.0,5.0,0.0,0.0,0.0,,,4.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6.0,8.0,6.6,0.0,0.0,0.0,,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,100.0,,,100.0,,,,,,,
14147314,home,456482,FK Sutjeska Nikšić,1606671,Todor Miljanić,todor-miljanic,M,17,True,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,,,0.0,0.0,0.0,,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,,,,,,,,,,,0.0
14147314,home,5160,FK Sutjeska Nikšić,795912,Aleksandar Desančić,aleksandar-desancic,M,3,True,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,100.0,100.0,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1032030,Stojan Vukčević,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147314,home,53449,FK Sutjeska Nikšić,933885,Aleksandar Vlahović,aleksandar-vlahovic,D,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1030470,Marko Đukanović,marko-dukanovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147314,home,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
14147314,away,36019,FK Mornar Bar,187341,Stefan Popović,stefan-popovic,G,12,False,22.0,22.0,4.0,4.0,0.0,20.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,90.0,23.0,7.7,2.0,0.0,0.0,,"{'original': 7.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,100.0,,,0.0,,,,,,
14147314,away,36019,FK Mornar Bar,171431,Nikola Stijepović,nikola-stijepovic,D,33,False,34.0,24.0,6.0,2.0,0.0,12.0,16.0,10.0,16.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,42.0,6.5,12.0,0.11,0.0,,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,0,5,70.58823529411765,33.33333333333333,50.0,,,,1.0,,,,
14147314,away,36019,FK Mornar Bar,1392904,Velimir Ljutica,velimir-ljutica,D,32,False,49.0,40.0,12.0,6.0,0.0,22.0,25.0,16.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,90.0,63.0,6.6,10.0,0.0,0.0,,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,0,5,0,5,81.63265306122449,50.0,,,,,,,,,
14147314,away,36019,FK Mornar Bar,226224,Filip Mitrović,filip-mitrovic,D,16,False,40.0,33.0,7.0,4.0,0.0,23.0,25.0,10.0,15.0,1.0,1.0,1.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,48.0,6.6,10.0,0.0,0.11,1.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,4,7,2,5,82.5,57.14285714285714,100.0,,,,,,,,
14147314,away,36019,FK Mornar Bar,798005,Marko Vučić,marko-vucic,D,3,False,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.0,,6.6,1.0,0.0,0.0,,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,0,1,,,,,,,,,,,
14147314,away,36019,FK Mornar Bar,843005,Marko Đurišić,marko-durisic,M,8,False,42.0,34.0,2.0,1.0,0.0,11.0,13.0,23.0,29.0,2.0,0.0,0.0,1.0,10.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,82.0,65.0,7.0,10.0,0.0,0.16,1.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,1,18,8,10,80.95238095238095,50.0,0.0,100.0,,,,,1.0,,
14147314,away,36019,FK Mornar Bar,94261,Andrija Kaluđerović,andrija-kaluderovic,M,4,False,46.0,41.0,1.0,1.0,0.0,22.0,25.0,19.0,21.0,0.0,0.0,0.0,0.0,13.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,11.0,7.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,,,,,,,90.0,61.0,7.0,5.0,0.0,0.0,,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,0,21,8,13,89.13043478260869,100.0,,100.0,,,,,,,
14147314,away,36019,FK Mornar Bar,941133,Petar Vukčević,petar-vukcevic,M,19,False,39.0,32.0,0.0,0.0,0.0,15.0,17.0,16.0,21.0,2.0,1.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,90.0,53.0,6.8,16.0,0.16,0.0,,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,3,5,82.05128205128204,,50.0,,,,1.0,,,,
14147314,away,36019,FK Mornar Bar,804419,Demir Skrijelj,demir-skrijelj,M,10,False,40.0,29.0,4.0,2.0,0.0,7.0,8.0,22.0,32.0,3.0,1.0,0.0,0.0,14.0,16.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,90.0,76.0,7.2,11.0,0.12,0.21,2.0,"{'original': 7.2, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",30,0,30,16,14,72.5,50.0,33.33333333333333,100.0,,,1.0,,,,
14147314,away,36019,FK Mornar Bar,1404815,Matija Rovčanin,matija-rovcanin,M,21,False,19.0,10.0,0.0,0.0,0.0,2.0,5.0,8.0,14.0,3.0,0.0,2.0,0.0,9.0,6.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,64.0,40.0,7.4,13.0,0.1,0.0,,"{'original': 7.4, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,6,7,52.63157894736842,,0.0,100.0,,,,1.0,1.0,,
14147314,away,36019,FK Mornar Bar,856483,Balša Sekulić,balsa-sekulic,F,9,False,10.0,6.0,0.0,0.0,0.0,3.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,,,,,,,64.0,26.0,6.1,12.0,0.0,0.0,,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,1,12,1,11,60.0,,,,,,,4.0,,,
14147314,away,36019,FK Mornar Bar,95583,Stefan Denković,stefan-denkovic,M,7,True,36.0,28.0,1.0,0.0,0.0,9.0,10.0,18.0,25.0,4.0,1.0,0.0,1.0,9.0,5.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,80.0,61.0,6.8,14.0,0.1,0.2,1.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,1,13,4,9,77.77777777777779,0.0,25.0,75.0,,,1.0,3.0,,,
14147314,away,36019,FK Mornar Bar,154655,Darko Zorić,darko-zoric,M,18,True,10.0,8.0,1.0,0.0,0.0,2.0,2.0,6.0,8.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,26.0,18.0,6.8,2.0,0.31,0.02,1.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,2,3,80.0,0.0,,100.0,,,1.0,1.0,,,
