minute,value
0.0,0
1.0,1
2.0,-11
3.0,-1
4.0,13
5.0,17
6.0,19
7.0,26
8.0,19
9.0,13
10.0,10
11.0,2
12.0,7
13.0,6
14.0,11
15.0,100
16.0,100
17.0,100
18.0,72
19.0,39
20.0,15
21.0,4
22.0,-3
23.0,4
24.0,6
25.0,17
26.0,18
27.0,20
28.0,-27
29.0,-22
30.0,-11
31.0,-4
32.0,-1
33.0,-38
34.0,-18
35.0,-18
36.0,-13
37.0,-30
38.0,-18
39.0,-93
40.0,-72
41.0,-36
42.0,53
43.0,100
44.0,100
45.0,71
45.5,-5
46.0,3
47.0,10
48.0,4
49.0,10
50.0,9
51.0,43
52.0,28
53.0,19
54.0,14
55.0,-18
56.0,-41
57.0,-72
58.0,-40
59.0,28
60.0,7
61.0,-22
62.0,8
63.0,4
64.0,3
65.0,75
66.0,54
67.0,59
68.0,-38
69.0,3
70.0,-2
71.0,13
72.0,28
73.0,22
74.0,16
75.0,12
76.0,-8
77.0,-30
78.0,-21
79.0,-20
80.0,-10
81.0,-38
82.0,-93
83.0,-52
84.0,78
85.0,29
86.0,17
87.0,18
88.0,14
89.0,-3
90.0,3
90.5,25
