match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,bigChanceMissed,blockedScoringAttempt,bigChanceCreated,dispossessed,shotOffTarget
15280988,home,6224,FK Sutjeska Nikšić,962100,Vasilije Cavor,vasilije-cavor,M,24,True,11.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,8.0,3.0,1.0,0.0,0.0,7.0,6.0,0.0,7.0,5.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,30.0,26.0,7.3,7.0,0.08,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,0,13,6,7,63.63636363636363,100.0,33.33333333333333,71.42857142857143,,,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1423507,Bojan Damjanovic,bojan-damjanovic,D,91,True,22.0,21.0,2.0,1.0,0.0,17.0,17.0,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,21.0,24.0,6.4,0.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,95.45454545454545,50.0,,,,,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1030465,Balša Tošković,balsa-toskovic,M,10,True,10.0,5.0,0.0,0.0,1.0,1.0,2.0,4.0,8.0,0.0,0.0,3.0,0.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,21.0,15.0,6.9,8.0,0.0,0.21,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,2,3,50.0,,,100.0,,2.0,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1030493,Aleksa Golubovic,aleksa-golubovic,M,2,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.0,4.0,6.5,3.0,0.04,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,2,1,1,0,100.0,,,100.0,,,,1.0,,,
15280988,home,481825,FK Sutjeska Nikšić,2055858,Andrija Kecojević,andrija-kecojevic,M,30,True,7.0,7.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,10.0,10.0,7.2,1.0,0.17,0.0,"{'original': 7.2, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,100.0,,,0.0,,1.0,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1032030,Stojan Vukcevic,stojan-vukcevic,G,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1005621,Ognjen Djinovic,ognjen-dinovic,D,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1030470,Marko Đukanović,marko-dukanovic,D,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,home,6224,FK Sutjeska Nikšić,1067578,Igor Pajović,igor-pajovic,M,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,away,53449,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,False,13.0,10.0,6.0,3.0,0.0,6.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,90.0,18.0,6.1,7.0,0.0,0.0,"{'original': 6.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,76.92307692307693,50.0,,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,False,30.0,22.0,6.0,3.0,0.0,15.0,17.0,6.0,11.0,0.0,0.0,2.0,1.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,4.0,13.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,,,,,,,90.0,41.0,6.3,8.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,3,8,1,7,73.33333333333333,50.0,,0.0,,,,,,,
15280988,away,37956,FK Arsenal Tivat,889352,Zoran Mikijelj,zoran-mikijelj,D,19,False,9.0,9.0,2.0,2.0,0.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,63.0,13.0,6.6,1.0,0.09,0.0,"{'original': 6.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,3,0,0,0,100.0,100.0,,,,,,1.0,,,
15280988,away,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,41.0,30.0,7.0,4.0,0.0,12.0,17.0,17.0,21.0,1.0,1.0,3.0,9.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,24.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,,,,,,,90.0,62.0,6.5,18.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,12,13,4,9,73.17073170731707,57.14285714285714,100.0,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,363780,Staniša Mandić,stanisa-mandic,M,77,False,20.0,11.0,2.0,0.0,0.0,2.0,2.0,6.0,11.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,29.0,6.4,13.0,0.01,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",11,2,9,1,8,55.00000000000001,0.0,,0.0,,,,,,,1.0
15280988,away,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,M,10,False,9.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,7.0,0.0,0.0,3.0,0.0,12.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,,,,,,,63.0,19.0,6.3,8.0,0.0,0.0,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,2,9,77.77777777777779,100.0,,50.0,,,,,,,
15280988,away,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,False,35.0,25.0,4.0,2.0,0.0,12.0,13.0,13.0,19.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,48.0,6.5,10.0,0.09,0.0,"{'original': 6.5, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,0,8,4,4,71.42857142857143,50.0,0.0,100.0,,,,2.0,,,1.0
15280988,away,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,17.0,12.0,3.0,1.0,0.0,7.0,8.0,5.0,9.0,1.0,0.0,1.0,1.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,9.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,,,,,63.0,24.0,6.3,7.0,0.0,0.05,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,4,9,70.58823529411765,33.33333333333333,0.0,,,1.0,,,,2.0,
15280988,away,37956,FK Arsenal Tivat,925940,Armin Imamović,armin-imamovic,M,14,False,34.0,22.0,4.0,2.0,0.0,6.0,10.0,15.0,23.0,7.0,4.0,3.0,3.0,12.0,13.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,,90.0,60.0,7.4,15.0,0.08,0.3,"{'original': 7.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,6,19,10,9,64.70588235294117,50.0,57.14285714285714,100.0,,2.0,,,,1.0,1.0
15280988,away,37956,FK Arsenal Tivat,1130148,Neđeljko Kovinić,nedeljko-kovinic,F,90,False,5.0,2.0,0.0,0.0,0.0,,1.0,2.0,4.0,0.0,0.0,3.0,0.0,5.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,,,46.0,14.0,6.9,6.0,0.26,0.0,"{'original': 6.9, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,3,4,2,2,40.0,,,100.0,,,,,,,1.0
15280988,away,37956,FK Arsenal Tivat,957906,Igor Vukcevic,igor-vukcevic,F,9,False,19.0,14.0,0.0,0.0,0.0,7.0,7.0,7.0,12.0,0.0,0.0,9.0,6.0,19.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,,,,,,,74.0,29.0,6.5,12.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",29,15,14,4,10,73.68421052631578,,,0.0,,1.0,,,,1.0,
15280988,away,37956,FK Arsenal Tivat,1030480,Nikola Gluščević,nikola-gluscevic,F,21,True,10.0,7.0,0.0,0.0,0.0,2.0,2.0,5.0,8.0,0.0,0.0,3.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,44.0,20.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,6,2,0,2,70.0,,,,,,,,,,1.0
15280988,away,37956,FK Arsenal Tivat,1163504,David Sim,david-sim,M,17,True,5.0,2.0,0.0,0.0,0.0,2.0,3.0,,2.0,0.0,0.0,3.0,0.0,7.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,,,,,,,27.0,12.0,6.3,5.0,0.05,0.0,"{'original': 6.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,3,5,1,4,40.0,,,50.0,,,,,,1.0,
15280988,away,37956,FK Arsenal Tivat,1486747,Vladimir Kašćelan,vladimir-kascelan,D,16,True,13.0,10.0,0.0,0.0,0.0,4.0,4.0,6.0,8.0,3.0,2.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,19.0,6.3,2.0,0.0,0.08,"{'original': 6.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,2,4,76.92307692307693,,66.66666666666666,,,1.0,,,,,
15280988,away,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,16.0,12.0,3.0,2.0,0.0,8.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,27.0,24.0,6.4,4.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,2,4,75.0,66.66666666666666,,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,7.0,6.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,16.0,10.0,6.9,2.0,0.28,0.0,"{'original': 6.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,85.71428571428571,,0.0,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,800147,Bojan Zogović,bojan-zogovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,M,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
15280988,away,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,M,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,
