minute,value
0.0,0
1.0,4
2.0,-20
3.0,-1
4.0,43
5.0,33
6.0,28
7.0,52
8.0,33
9.0,24
10.0,17
11.0,18
12.0,-28
13.0,-10
14.0,-5
15.0,-7
16.0,-4
17.0,-5
18.0,-2
19.0,-31
20.0,-23
21.0,-29
22.0,-21
23.0,-27
24.0,56
25.0,-55
26.0,-21
27.0,-7
28.0,26
29.0,56
30.0,39
31.0,70
32.0,97
33.0,57
34.0,76
35.0,46
36.0,20
37.0,9
38.0,6
39.0,1
40.0,32
41.0,20
42.0,18
43.0,47
44.0,24
45.0,8
45.5,70
46.0,6
47.0,-49
48.0,-31
49.0,52
50.0,17
51.0,11
52.0,-34
53.0,-18
54.0,-9
55.0,47
56.0,32
57.0,24
58.0,16
59.0,6
60.0,2
61.0,-9
62.0,-64
63.0,-27
64.0,-9
65.0,-34
66.0,-23
67.0,-78
68.0,-42
69.0,-24
70.0,-11
71.0,12
72.0,11
73.0,53
74.0,78
75.0,58
76.0,40
77.0,65
78.0,72
79.0,81
80.0,49
81.0,31
82.0,42
83.0,-28
84.0,7
85.0,33
86.0,41
87.0,25
88.0,47
89.0,23
90.0,16
90.5,15
