match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,interceptionWon,keyPass,dispossessed,blockedScoringAttempt
15281005,home,7581,FK Bokelj Kotor,1185131,Stefan Golubović,stefan-golubovic,F,21,False,14.0,12.0,0.0,0.0,0.0,6.0,7.0,6.0,7.0,0.0,0.0,16.0,14.0,25.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,,,,,,,80.0,31.0,7.0,16.0,0.35,0.0,"{'original': 7, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",41,30,11,2,9,85.71428571428571,,,100.0,,2.0,1.0,,2.0,
15281005,home,7581,FK Bokelj Kotor,1381377,Kristijan Radunović,kristijan-radunovic,M,14,True,10.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,9.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,28.0,12.0,6.5,6.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,1,4,0,4,50.0,0.0,,,,,,,1.0,
15281005,home,7581,FK Bokelj Kotor,877368,Bogdan Stamenković,bogdan-stamenkovic,F,99,True,2.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,10.0,5.0,7.3,0.0,0.06,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,7,1,1,0,50.0,,,,,,1.0,,,
15281005,home,241802,FK Bokelj Kotor,1650228,Stefan  Mrsulja,stefan-mrsulja,D,17,True,2.0,2.0,0.0,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,4.0,6.7,1.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,1.0,,,
15281005,home,7581,FK Bokelj Kotor,807177,Žarko Vilotijević,zarko-vilotijevic,M,80,True,3.0,2.0,0.0,0.0,0.0,,,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5.0,4.0,6.9,1.0,0.0,0.06,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,1,0,66.66666666666666,,100.0,100.0,,,,2.0,,
15281005,home,7581,FK Bokelj Kotor,1391906,Dragan Ćetković,dragan-cetkovic,G,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,home,241802,FK Bokelj Kotor,2081152,Andrej Kumburovic,andrej-kumburovic,D,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,home,7581,FK Bokelj Kotor,1486746,Alhassan Baba Musah,alhassan-baba-musah,M,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,home,53449,FK Bokelj Kotor,1595583,Balša Radević,balsa-radevic,M,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,home,7581,FK Bokelj Kotor,227396,Šaleta Kordić,saleta-kordic,F,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,away,5143,FK Budućnost Podgorica,55655,Milan Mijatović,milan-mijatovic,G,1,False,17.0,12.0,7.0,2.0,0.0,10.0,12.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,90.0,21.0,6.8,5.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,70.58823529411765,28.57142857142857,,,0.0,,1.0,,,
15281005,away,5143,FK Budućnost Podgorica,138935,Momčilo Raspopović,momcilo-raspopovic,D,20,False,65.0,41.0,19.0,7.0,0.0,16.0,21.0,22.0,40.0,3.0,0.0,5.0,6.0,19.0,16.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,,,,,,,90.0,74.0,7.0,29.0,0.0,0.0,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",35,11,24,10,14,63.07692307692307,36.84210526315789,0.0,100.0,,,3.0,,,
15281005,away,5143,FK Budućnost Podgorica,959779,Miloš Drinčić,milos-drincic,D,70,False,72.0,60.0,13.0,4.0,0.0,36.0,40.0,22.0,29.0,0.0,0.0,8.0,5.0,17.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,86.0,6.5,15.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",29,13,16,7,9,83.33333333333334,30.76923076923077,,,,,2.0,,,
15281005,away,5143,FK Budućnost Podgorica,792102,Ilya Serikov,ilya-serikov,D,5,False,48.0,43.0,0.0,0.0,0.0,29.0,29.0,11.0,16.0,0.0,0.0,6.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,90.0,56.0,6.8,11.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,10,7,5,2,89.58333333333334,,,,,,2.0,,,
15281005,away,5143,FK Budućnost Podgorica,889448,Stefan Hajdin,stefan-hajdin,D,3,False,36.0,26.0,3.0,1.0,0.0,14.0,15.0,10.0,17.0,1.0,0.0,2.0,5.0,5.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,90.0,48.0,7.3,12.0,0.01,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,7,10,7,3,72.22222222222221,33.33333333333333,0.0,100.0,,,2.0,,,1.0
15281005,away,5143,FK Budućnost Podgorica,1939640,Stefan Đukanović,stefan-dukanovic,M,34,False,23.0,16.0,2.0,1.0,0.0,10.0,12.0,5.0,9.0,0.0,0.0,1.0,5.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,46.0,28.0,6.7,8.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,6,7,0,7,69.56521739130434,50.0,,,,,2.0,,,
15281005,away,5143,FK Budućnost Podgorica,1423515,Danilo Vukanić,danilo-vukanic,M,44,False,27.0,20.0,3.0,2.0,0.0,7.0,8.0,13.0,19.0,2.0,1.0,2.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,87.0,35.0,6.4,10.0,0.02,0.15,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,3,6,1,5,74.07407407407408,66.66666666666666,50.0,,,,,1.0,1.0,
15281005,away,5143,FK Budućnost Podgorica,1016595,Ivan Bojović,ivan-bojovic,M,77,False,23.0,12.0,2.0,0.0,0.0,6.0,9.0,6.0,14.0,2.0,1.0,0.0,0.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,,,,,,,90.0,37.0,6.0,15.0,0.03,0.0,"{'original': 6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,3,7,52.17391304347826,0.0,50.0,0.0,,1.0,,,1.0,
15281005,away,5143,FK Budućnost Podgorica,1005606,Nikola Janjić,nikola-janjic,M,30,False,15.0,13.0,1.0,1.0,0.0,4.0,4.0,9.0,11.0,0.0,0.0,2.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,46.0,28.0,6.7,4.0,0.0,0.16,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,3,12,3,9,86.66666666666667,100.0,,,,,1.0,1.0,,
15281005,away,5143,FK Budućnost Podgorica,894403,Ivan Bulatović,ivan-bulatovic,M,11,False,17.0,8.0,1.0,1.0,0.0,1.0,2.0,7.0,15.0,2.0,1.0,4.0,3.0,16.0,9.0,0.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,,90.0,37.0,7.1,11.0,0.47,0.03,"{'original': 7.1, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",25,7,18,6,12,47.05882352941176,100.0,50.0,80.0,,1.0,,1.0,,
15281005,away,5143,FK Budućnost Podgorica,1086387,Nemanja Nikolić,nemanja-nikolic,F,9,False,22.0,17.0,2.0,0.0,0.0,5.0,6.0,12.0,16.0,0.0,0.0,3.0,2.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,,,,,,,87.0,35.0,6.4,11.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",13,5,8,1,7,77.27272727272727,0.0,,,,,,,2.0,
15281005,away,5143,FK Budućnost Podgorica,1085082,Damjan Dakić,damjan-dakic,D,35,True,46.0,38.0,10.0,4.0,0.0,17.0,19.0,19.0,23.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,44.0,54.0,6.5,7.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",3,1,2,1,1,82.6086956521739,40.0,,,,,2.0,,,
15281005,away,5143,FK Budućnost Podgorica,890615,Marko Milickovic,marko-milickovic,M,10,True,24.0,17.0,6.0,2.0,0.0,3.0,3.0,14.0,21.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,,,,,44.0,34.0,7.0,9.0,0.0,0.02,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,0,9,5,4,70.83333333333334,33.33333333333333,0.0,100.0,,,1.0,1.0,,
15281005,away,5143,FK Budućnost Podgorica,1423503,Andrej Camaj,camaj-andrej,M,24,True,4.0,4.0,0.0,0.0,0.0,,,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,7.0,6.8,0.0,0.13,0.0,"{'original': 6.8, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",1,0,1,1,0,100.0,,,,,1.0,,,,
15281005,away,5143,FK Budućnost Podgorica,858877,Mihajlo Nešković,mihajlo-neskovic,M,92,True,6.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,3.0,8.0,6.6,3.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,0,2,1,1,66.66666666666666,,,,,,1.0,,,
15281005,away,5143,FK Budućnost Podgorica,1005619,Filip Domazetović,filip-domazetovic,G,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,away,5143,FK Budućnost Podgorica,287757,Milan Vušurović,milan-vusurovic,D,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,away,5143,FK Budućnost Podgorica,1000577,Andrej Pupović,andrej-pupovic,D,32,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,away,5143,FK Budućnost Podgorica,841144,Vasilije Terzić,vasilije-terzic,M,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
15281005,away,5143,FK Budućnost Podgorica,1513752,Nikola Medojevic,nikola-medojevic,M,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,
