match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,shotOffTarget,interceptionWon,keyPass,dispossessed,blockedScoringAttempt
15281005,home,7581,FK Bokelj Kotor,927881,Stefan Spasojević,stefan-spasojevic,G,88,False,18.0,16.0,12.0,10.0,0.0,7.0,7.0,8.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,90.0,22.0,7.8,8.0,0.0,0.0,"{'original': 7.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",2,1,1,0,1,88.88888888888889,83.33333333333334,,,0.0,,,,,
15281005,home,7581,FK Bokelj Kotor,813112,Luka Maraš,luka-maras,D,11,False,17.0,14.0,5.0,4.0,0.0,3.0,4.0,8.0,10.0,3.0,2.0,1.0,0.0,12.0,5.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,,,,,,,85.0,32.0,7.6,8.0,0.17,0.14,"{'original': 7.6, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",17,1,16,5,11,82.35294117647058,80.0,66.66666666666666,100.0,,1.0,4.0,2.0,,
15281005,home,7581,FK Bokelj Kotor,94246,Igor Ćuković,igor-cukovic,D,26,False,19.0,12.0,7.0,3.0,0.0,5.0,7.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,90.0,24.0,7.1,10.0,0.0,0.0,"{'original': 7.1, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",4,0,4,1,3,63.1578947368421,42.857142857142854,,,,,3.0,,,
15281005,home,7581,FK Bokelj Kotor,1103876,Drago Bumbar,drago-bumbar,D,15,False,22.0,18.0,4.0,3.0,0.0,8.0,11.0,8.0,8.0,0.0,0.0,2.0,3.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,90.0,34.0,7.9,12.0,0.04,0.04,"{'original': 7.9, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",9,5,4,4,0,81.81818181818183,75.0,,,,,3.0,1.0,,
15281005,home,7581,FK Bokelj Kotor,1218106,Andrija Krivokapić,andrija-krivokapic,D,23,False,21.0,17.0,2.0,2.0,0.0,10.0,12.0,6.0,8.0,1.0,1.0,1.0,0.0,8.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,90.0,30.0,7.0,12.0,0.0,0.04,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,1,9,2,7,80.95238095238095,100.0,100.0,50.0,,,1.0,1.0,,
15281005,home,7581,FK Bokelj Kotor,1031066,Vitinho,vitinho,M,77,False,25.0,19.0,2.0,0.0,1.0,6.0,8.0,13.0,17.0,0.0,0.0,2.0,2.0,10.0,8.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,,,,,,,90.0,47.0,7.3,11.0,0.07,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,6,8,76.0,0.0,,100.0,,,2.0,,1.0,
15281005,home,7581,FK Bokelj Kotor,1063210,Fatih Muković,fatih-mukovic,M,8,False,37.0,30.0,8.0,4.0,0.0,12.0,15.0,17.0,21.0,0.0,0.0,2.0,2.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,90.0,43.0,7.0,11.0,0.0,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,5,5,81.08108108108108,50.0,,,,,1.0,,,1.0
15281005,home,7581,FK Bokelj Kotor,1606668,Zarija Mugoša,zarija-mugosa,M,16,False,17.0,11.0,2.0,1.0,0.0,1.0,1.0,10.0,16.0,3.0,1.0,4.0,0.0,12.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,,,,,,90.0,33.0,7.3,13.0,0.14,0.0,"{'original': 7.3, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,4,11,3,8,64.70588235294117,50.0,33.33333333333333,100.0,,,,,1.0,
15281005,home,7581,FK Bokelj Kotor,138949,Igor Poček,igor-pocek,M,10,False,37.0,23.0,2.0,2.0,1.0,6.0,8.0,16.0,28.0,1.0,0.0,2.0,2.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,,,,,,,85.0,53.0,7.3,17.0,0.04,0.0,"{'original': 7.3, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,5,9,62.16216216216216,100.0,0.0,,,1.0,,,,
15281005,home,7581,FK Bokelj Kotor,909420,Marko Čavor,marko-cavor,M,29,False,24.0,21.0,3.0,2.0,0.0,5.0,6.0,16.0,18.0,2.0,2.0,3.0,0.0,13.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,62.0,37.0,7.1,10.0,0.11,0.21,"{'original': 7.1, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,3,13,3,10,87.5,66.66666666666666,100.0,50.0,,,1.0,1.0,,
