player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Aleksa Golubovic', 'slug': 'aleksa-golubovic', 'shortName': 'A. Golubović', 'position': 'D', 'jerseyNumber': '2', 'userCount': 6, 'gender': 'M', 'id': 1030493, 'fieldTranslations': {'nameTranslation': {'ar': 'أليكس غولوبوفيتش'}, 'shortNameTranslation': {'ar': 'أ. غولوبوفيتش'}}}",True,block,regular,"{'x': 15, 'y': 60, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 15, 'y': 60, 'z': 0}",0.0408,6874929,90,1.0,5453,"{'start': {'x': 60, 'y': 15}, 'block': {'x': 60, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",1,847,53,shot,,
"{'name': 'Andrija Kecojević', 'slug': 'andrija-kecojevic', 'shortName': 'A. Kecojević', 'position': 'M', 'userCount': 7, 'gender': 'M', 'id': 2055858, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا كيكويفيتش'}, 'shortNameTranslation': {'ar': 'أ. كيكويفيتش'}}}",True,goal,regular,"{'x': 10, 'y': 35, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 50.9, 'z': 22}",,0.1724,6874928,84,,5039,"{'start': {'x': 35, 'y': 10}, 'end': {'x': 49.1, 'y': 0}, 'goal': {'x': 49.1, 'y': 78}}",7,361,2339,shot,regular,0.09858
"{'name': 'Petar Mališić', 'firstName': '', 'lastName': '', 'slug': 'petar-malisic', 'shortName': 'P. Mališić', 'position': 'D', 'jerseyNumber': '15', 'userCount': 8, 'gender': 'M', 'id': 1030485, 'fieldTranslations': {'nameTranslation': {'ar': 'بيتر ماليشيتش'}, 'shortNameTranslation': {'ar': 'ب. ماليشيتش'}}}",False,goal,regular,"{'x': 8, 'y': 53, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50.7, 'z': 5.2}",,0.2772,6874927,82,,4887,"{'start': {'x': 53, 'y': 8}, 'end': {'x': 49.3, 'y': 0}, 'goal': {'x': 49.3, 'y': 94.8}}",9,513,2187,shot,regular,0.3007
"{'name': 'Staniša Mandić', 'slug': 'stanisa-mandic', 'shortName': 'S. Mandić', 'position': 'M', 'jerseyNumber': '77', 'userCount': 37, 'gender': 'M', 'id': 363780, 'fieldTranslations': {'nameTranslation': {'ar': 'ستانيشا مانديتش', 'bn': 'স্ট্যানিসা মান্ডিচ', 'hi': 'स्टैनिसा मैंडिक'}, 'shortNameTranslation': {'ar': 'س. مانديتش', 'bn': 'এস. মান্ডিক', 'hi': 'एस. मैंडिक'}}}",False,miss,throw-in-set-piece,"{'x': 14, 'y': 39, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.3, 'z': 51.5}",,0.008956,6874926,81,,4823,"{'start': {'x': 39, 'y': 14}, 'end': {'x': 57.7, 'y': 0}, 'goal': {'x': 57.7, 'y': 48.5}}",10,577,2123,shot,,
"{'name': 'Armin Imamović', 'firstName': '', 'lastName': '', 'slug': 'armin-imamovic', 'shortName': 'A. Imamovic', 'position': 'D', 'jerseyNumber': '14', 'userCount': 9, 'gender': 'M', 'id': 925940, 'fieldTranslations': {'nameTranslation': {'ar': 'أرمين إماموفيتش'}, 'shortNameTranslation': {'ar': 'أ. إماموفيتش'}}}",False,miss,regular,"{'x': 10, 'y': 39, 'z': 0}",head,close-left,"{'x': 0, 'y': 56.6, 'z': 16.9}",,0.08425,6874925,77,,4561,"{'start': {'x': 39, 'y': 10}, 'end': {'x': 43.4, 'y': 0}, 'goal': {'x': 43.4, 'y': 83.1}}",14,839,1861,shot,,
"{'name': 'David Sim', 'firstName': 'David Sim', 'slug': 'david-sim', 'shortName': 'D. Sim', 'position': 'D', 'jerseyNumber': '17', 'userCount': 31, 'gender': 'M', 'id': 1163504, 'fieldTranslations': {'nameTranslation': {'ar': 'شمالز ر / تاليتس ر'}, 'shortNameTranslation': {'ar': 'د. سيم'}}}",False,save,regular,"{'x': 12, 'y': 27, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 1.5}",,0.04685,6874924,68,,4049,"{'start': {'x': 27, 'y': 12}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 98.5}}",23,1351,1349,shot,,0.04403
"{'name': 'Vasilije Cavor', 'slug': 'vasilije-cavor', 'shortName': 'V. Cavor', 'position': 'M', 'jerseyNumber': '24', 'userCount': 19, 'gender': 'M', 'id': 962100, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسيليي كافور'}, 'shortNameTranslation': {'ar': 'ف. كافور'}}}",True,goal,regular,"{'x': 13, 'y': 31, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 47.9, 'z': 2.5}",,0.08497,6874923,65,,3858,"{'start': {'x': 31, 'y': 13}, 'end': {'x': 52.1, 'y': 0}, 'goal': {'x': 52.1, 'y': 97.5}}",26,1542,1158,shot,regular,0.4618
"{'name': 'Medo Jukovic', 'firstName': 'Medo Jukovic', 'slug': 'medo-jukovic', 'shortName': 'M. Juković', 'position': 'M', 'jerseyNumber': '88', 'userCount': 34, 'gender': 'M', 'id': 1896811, 'fieldTranslations': {'nameTranslation': {'ar': 'ميدو يوكوفيتش'}, 'shortNameTranslation': {'ar': 'م. يوكوفيتش'}}}",True,miss,regular,"{'x': 29, 'y': 38, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 41.1, 'z': 28.2}",,0.01364,6874922,59,,3533,"{'start': {'x': 38, 'y': 29}, 'end': {'x': 58.9, 'y': 0}, 'goal': {'x': 58.9, 'y': 71.8}}",32,1867,833,shot,,
"{'name': 'Irfan Šahman', 'slug': 'irfan-sahman', 'shortName': 'I. Šahman', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 184773, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان شاهمان', 'bn': 'ইরফান শাহমান', 'hi': 'इरफान शाहमान'}, 'shortNameTranslation': {'ar': 'ع. شاهمان', 'bn': 'আই. শাহমান', 'hi': 'आई. शाहमान'}}}",False,miss,corner,"{'x': 21, 'y': 47, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 56.4, 'z': 50.5}",,0.006087,6874921,57,,3395,"{'start': {'x': 47, 'y': 21}, 'end': {'x': 43.6, 'y': 0}, 'goal': {'x': 43.6, 'y': 49.5}}",34,2005,695,shot,,
"{'name': 'Irfan Šahman', 'slug': 'irfan-sahman', 'shortName': 'I. Šahman', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 184773, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان شاهمان', 'bn': 'ইরফান শাহমান', 'hi': 'इरफान शाहमान'}, 'shortNameTranslation': {'ar': 'ع. شاهمان', 'bn': 'আই. শাহমান', 'hi': 'आई. शाहमान'}}}",False,block,regular,"{'x': 21, 'y': 45, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 21, 'y': 45, 'z': 0}",0.08157,6874920,56,,3352,"{'start': {'x': 45, 'y': 21}, 'block': {'x': 45, 'y': 21}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",35,2048,652,shot,,
