player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,xg,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType,xgot
"{'name': 'Nikola Gluščević', 'slug': 'nikola-gluscevic', 'shortName': 'N. Gluščević', 'position': 'F', 'userCount': 11, 'gender': 'M', 'id': 1030480, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غلوسيفيتش'}, 'shortNameTranslation': {'ar': 'ن. غلوسيفيتش'}}}",False,miss,regular,"{'x': 28, 'y': 46, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.9, 'z': 45.8}",,0.002681,6874919,55,,3300,"{'start': {'x': 46, 'y': 28}, 'end': {'x': 41.1, 'y': 0}, 'goal': {'x': 41.1, 'y': 54.2}}",36,2100,600,shot,,
"{'name': 'Marko Simun', 'firstName': '', 'lastName': '', 'slug': 'marko-simun', 'shortName': 'M. Simun', 'position': 'M', 'jerseyNumber': '19', 'userCount': 40, 'gender': 'M', 'id': 1479109, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو شيمون'}, 'shortNameTranslation': {'ar': 'م. شيمون'}}}",True,goal,free-kick,"{'x': 21, 'y': 20, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 45.8, 'z': 34.1}",,0.0765,6874930,53,,3136,"{'start': {'x': 20, 'y': 21}, 'end': {'x': 54.2, 'y': 0}, 'goal': {'x': 54.2, 'y': 65.9}}",38,2264,436,shot,regular,0.2762
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 24, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'bn': 'ইভান ভুকেভিচ', 'hi': 'इवान वुकसेविक'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'bn': 'আই. ভুকেভিচ', 'hi': 'आई. वुकसेविक'}}}",True,miss,regular,"{'x': 15, 'y': 51, 'z': 0}",right-foot,close-high-right,"{'x': 0, 'y': 42.8, 'z': 41.5}",,0.0882,6874918,51,,3030,"{'start': {'x': 51, 'y': 15}, 'end': {'x': 57.2, 'y': 0}, 'goal': {'x': 57.2, 'y': 58.5}}",40,2370,330,shot,,
"{'name': 'Vasko Kalezić', 'firstName': '', 'lastName': '', 'slug': 'vasko-kalezic', 'shortName': 'V. Kalezić', 'position': 'M', 'jerseyNumber': '70', 'userCount': 17, 'gender': 'M', 'id': 172957, 'fieldTranslations': {'nameTranslation': {'ar': 'فاسكو كاليزيك', 'bn': 'ভাস্কো কালেজিক', 'hi': 'वास्को कालेज़िक'}, 'shortNameTranslation': {'ar': 'ف. كاليزيك', 'bn': 'ভি. কালেজিক', 'hi': 'वी. कालेज़िक'}}}",True,miss,corner,"{'x': 4, 'y': 46, 'z': 0}",right-foot,close-high-left,"{'x': 0, 'y': 56.5, 'z': 53.5}",,0.8141,6874917,43,,2560,"{'start': {'x': 46, 'y': 4}, 'end': {'x': 43.5, 'y': 0}, 'goal': {'x': 43.5, 'y': 46.5}}",3,140,2560,shot,,
"{'name': 'Boris Kopitović', 'slug': 'boris-kopitovic', 'shortName': 'B. Kopitović', 'position': 'D', 'jerseyNumber': '15', 'userCount': 18, 'gender': 'M', 'id': 138937, 'fieldTranslations': {'nameTranslation': {'ar': 'بوريس كوفيتوفيتش', 'bn': 'বরিস কোপিটোভিচ', 'hi': 'बोरिस कोपिटोविक'}, 'shortNameTranslation': {'ar': 'ب. كوفيتوفيتش', 'bn': 'বি. কোপিটোভিচ', 'hi': 'बी. कोपिटोविक'}}}",True,save,corner,"{'x': 8, 'y': 44, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 48.3, 'z': 3}",,0.4723,6874916,43,,2558,"{'start': {'x': 44, 'y': 8}, 'end': {'x': 51.7, 'y': 0}, 'goal': {'x': 51.7, 'y': 97}}",3,142,2558,shot,,0.4772
"{'name': 'Anto Babić', 'firstName': '', 'lastName': '', 'slug': 'anto-babic', 'shortName': 'A. Babić', 'position': 'D', 'userCount': 14, 'gender': 'M', 'id': 893161, 'fieldTranslations': {'nameTranslation': {'ar': 'أنتو بابيتش', 'bn': 'আন্তো বাবিচ', 'hi': 'एंटो बाबिक'}, 'shortNameTranslation': {'ar': 'أ. بابيتش', 'bn': 'এ. বাবিচ', 'hi': 'ए. बाबिक'}}}",True,block,corner,"{'x': 13, 'y': 45, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 13, 'y': 45, 'z': 0}",0.05606,6874915,43,,2557,"{'start': {'x': 45, 'y': 13}, 'block': {'x': 45, 'y': 13}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",3,143,2557,shot,,
"{'name': 'Andrija Ražnatović', 'firstName': '', 'lastName': '', 'slug': 'andrija-raznatovic', 'shortName': 'A. Ražnatović', 'position': 'D', 'jerseyNumber': '22', 'userCount': 23, 'gender': 'M', 'id': 1000770, 'fieldTranslations': {'nameTranslation': {'ar': 'أندريا رازناتوفيتش', 'bn': 'আন্দ্রিজা রাজনাতোভিচ', 'hi': 'एंड्रीजा रज्नाटोविक'}, 'shortNameTranslation': {'ar': 'أ. رازناتوفيتش', 'bn': 'এ. রাজনাতোভিচ', 'hi': 'ए. रज्नाटोविक'}}}",True,save,regular,"{'x': 9, 'y': 27, 'z': 0}",left-foot,high-left,"{'x': 0, 'y': 52.8, 'z': 34.8}",,0.03934,6874914,42,,2502,"{'start': {'x': 27, 'y': 9}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 65.2}}",4,198,2502,shot,,0.09269
"{'name': 'Zoran Mikijelj', 'slug': 'zoran-mikijelj', 'shortName': 'Z. Mikijelj', 'position': 'D', 'jerseyNumber': '19', 'userCount': 1, 'gender': 'M', 'id': 889352, 'fieldTranslations': {'nameTranslation': {'ar': 'زوران ميكييل'}, 'shortNameTranslation': {'ar': 'ز. ميكييل'}}}",False,block,corner,"{'x': 15, 'y': 59, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 15, 'y': 59, 'z': 0}",0.0932,6874913,39,,2332,"{'start': {'x': 59, 'y': 15}, 'block': {'x': 59, 'y': 15}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,368,2332,shot,,
"{'name': 'Irfan Šahman', 'slug': 'irfan-sahman', 'shortName': 'I. Šahman', 'position': 'M', 'jerseyNumber': '8', 'userCount': 4, 'gender': 'M', 'id': 184773, 'fieldTranslations': {'nameTranslation': {'ar': 'عرفان شاهمان', 'bn': 'ইরফান শাহমান', 'hi': 'इरफान शाहमान'}, 'shortNameTranslation': {'ar': 'ع. شاهمان', 'bn': 'আই. শাহমান', 'hi': 'आई. शाहमान'}}}",False,block,set-piece,"{'x': 26, 'y': 40, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 26, 'y': 40, 'z': 0}",0.001536,6874912,39,,2283,"{'start': {'x': 40, 'y': 26}, 'block': {'x': 40, 'y': 26}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",7,417,2283,shot,,
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 25, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",False,save,regular,"{'x': 22, 'y': 31, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53.7, 'z': 6.2}",,0.0491,6874911,33,,1942,"{'start': {'x': 31, 'y': 22}, 'end': {'x': 46.3, 'y': 0}, 'goal': {'x': 46.3, 'y': 93.8}}",13,758,1942,shot,,0.09305
"{'name': 'Neđeljko Kovinić', 'firstName': '', 'lastName': '', 'slug': 'nedeljko-kovinic', 'shortName': 'N. Kovinić', 'position': 'F', 'jerseyNumber': '9', 'userCount': 25, 'gender': 'M', 'id': 1130148, 'fieldTranslations': {'nameTranslation': {'ar': 'نيديلكو كوفينيتش'}, 'shortNameTranslation': {'ar': 'ن. كوفينيتش'}}}",False,miss,regular,"{'x': 10, 'y': 46, 'z': 0}",left-foot,close-high-left,"{'x': 0, 'y': 58.5, 'z': 49.4}",,0.2101,6874910,28,,1653,"{'start': {'x': 46, 'y': 10}, 'end': {'x': 41.5, 'y': 0}, 'goal': {'x': 41.5, 'y': 50.6}}",18,1047,1653,shot,,
"{'name': 'Marko Mrvaljević', 'firstName': '', 'lastName': '', 'slug': 'marko-mrvaljevic', 'shortName': 'M. Mrvaljević', 'position': 'F', 'jerseyNumber': '87', 'userCount': 37, 'gender': 'M', 'id': 1005753, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميرفالييفيتش', 'bn': 'মার্কো ম্রভালজেভিচ', 'hi': 'मार्को मर्वलजेविक'}, 'shortNameTranslation': {'ar': 'م. ميرفالييفيتش', 'bn': 'এম. ম্রভালজেভিচ', 'hi': 'एम. मर्वलजेविक'}}}",True,goal,corner,"{'x': 2, 'y': 49, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 51.6, 'z': 19.2}",,0.6586,6874909,16,,907,"{'start': {'x': 49, 'y': 2}, 'end': {'x': 48.4, 'y': 0}, 'goal': {'x': 48.4, 'y': 80.8}}",30,1793,907,shot,regular,0.8626
"{'name': 'Marko Mrvaljević', 'firstName': '', 'lastName': '', 'slug': 'marko-mrvaljevic', 'shortName': 'M. Mrvaljević', 'position': 'F', 'jerseyNumber': '87', 'userCount': 37, 'gender': 'M', 'id': 1005753, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو ميرفالييفيتش', 'bn': 'মার্কো ম্রভালজেভিচ', 'hi': 'मार्को मर्वलजेविक'}, 'shortNameTranslation': {'ar': 'م. ميرفالييفيتش', 'bn': 'এম. ম্রভালজেভিচ', 'hi': 'एम. मर्वलजेविक'}}}",True,block,corner,"{'x': 7, 'y': 35, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50, 'z': 20}","{'x': 7, 'y': 35, 'z': 0}",0.07565,6874908,15,,885,"{'start': {'x': 35, 'y': 7}, 'block': {'x': 35, 'y': 7}, 'end': {'x': 50, 'y': 0}, 'goal': {'x': 50, 'y': 80}}",31,1815,885,shot,,
"{'name': 'Ivan Vukčević', 'slug': 'ivan-vukcevic', 'shortName': 'I. Vukčević', 'position': 'M', 'jerseyNumber': '7', 'userCount': 24, 'gender': 'M', 'id': 929998, 'fieldTranslations': {'nameTranslation': {'ar': 'إيفان فوكتشيفيتش', 'bn': 'ইভান ভুকেভিচ', 'hi': 'इवान वुकसेविक'}, 'shortNameTranslation': {'ar': 'إ. فوكتشيفيتش', 'bn': 'আই. ভুকেভিচ', 'hi': 'आई. वुकसेविक'}}}",True,save,set-piece,"{'x': 4, 'y': 40, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 45.4, 'z': 12.1}",,0.1204,6874907,15,,849,"{'start': {'x': 40, 'y': 4}, 'end': {'x': 54.6, 'y': 0}, 'goal': {'x': 54.6, 'y': 87.9}}",31,1851,849,shot,,0.6857
