player,isHome,shotType,goalType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,goalkeeper,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,blockCoordinates
"{'name': 'John Mary', 'slug': 'john-mary', 'shortName': 'J. Mary', 'position': 'F', 'jerseyNumber': '28', 'userCount': 155, 'gender': 'M', 'id': 795913, 'fieldTranslations': {'nameTranslation': {'ar': 'جون ماري', 'bn': 'জন মেরি', 'hi': 'जॉन मैरी'}, 'shortNameTranslation': {'ar': 'ج. ماري', 'bn': 'জে. মেরি', 'hi': 'जे. मैरी'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 53, 'z': 5.7}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6852491,90,8.0,5835,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47, 'y': 0}, 'goal': {'x': 47, 'y': 94.3}}",1,465,435,shot,
"{'name': 'Marko Veličković', 'firstName': '', 'lastName': '', 'slug': 'marko-velickovic', 'shortName': 'M. Veličković', 'position': 'M', 'jerseyNumber': '24', 'userCount': 78, 'gender': 'M', 'id': 1121635, 'fieldTranslations': {'nameTranslation': {'ar': 'ماركو فيليتشكوفيتش'}, 'shortNameTranslation': {'ar': 'م. فيليتشكوفيتش'}}}",True,goal,penalty,penalty,"{'x': 11.5, 'y': 50, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.8, 'z': 17.1}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6852475,90,5.0,5673,"{'start': {'x': 50, 'y': 11.5}, 'end': {'x': 47.2, 'y': 0}, 'goal': {'x': 47.2, 'y': 82.9}}",1,627,273,shot,
"{'name': 'Vando Félix', 'slug': 'vando-felix', 'shortName': 'V. Félix', 'position': 'F', 'jerseyNumber': '7', 'userCount': 205, 'gender': 'M', 'id': 1520997, 'fieldTranslations': {'nameTranslation': {'ar': 'فاندو فيليكس'}, 'shortNameTranslation': {'ar': 'ف. فيليكس'}}}",True,miss,,fast-break,"{'x': 30.6, 'y': 85.4, 'z': 0}",right-foot,close-left,"{'x': 0, 'y': 58, 'z': 11.1}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6877505,90,3.0,5528,"{'start': {'x': 85.4, 'y': 30.6}, 'block': {'x': 70.9, 'y': 21.8}, 'end': {'x': 42, 'y': 0}, 'goal': {'x': 42, 'y': 88.9}}",1,772,128,shot,"{'x': 21.8, 'y': 70.9, 'z': 0}"
"{'name': 'Milan Kolarević', 'firstName': 'Milan Kolarevic', 'slug': 'milan-kolarevic', 'shortName': 'M. Kolarević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 91, 'gender': 'M', 'id': 1656646, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان كولاريفيتش'}, 'shortNameTranslation': {'ar': 'م. كولاريفيتش'}}}",True,miss,,regular,"{'x': 25.7, 'y': 36.6, 'z': 0}",right-foot,close-right,"{'x': 0, 'y': 40.8, 'z': 31.9}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6851869,84,,5016,"{'start': {'x': 36.6, 'y': 25.7}, 'end': {'x': 59.2, 'y': 0}, 'goal': {'x': 59.2, 'y': 68.1}}",7,384,2316,shot,
"{'name': 'Vanja Dragojević', 'slug': 'vanja-dragojevic', 'shortName': 'V. Dragojevic', 'position': 'M', 'jerseyNumber': '6', 'userCount': 748, 'gender': 'M', 'id': 1500276, 'fieldTranslations': {'nameTranslation': {'ar': 'فانيا دراجويفيتش'}, 'shortNameTranslation': {'ar': 'ف. دراجويفيتش'}}}",False,miss,,corner,"{'x': 5.2, 'y': 42.5, 'z': 0}",head,close-high,"{'x': 0, 'y': 49.6, 'z': 58.3}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6851861,83,,4962,"{'start': {'x': 42.5, 'y': 5.2}, 'end': {'x': 50.4, 'y': 0}, 'goal': {'x': 50.4, 'y': 41.7}}",8,438,2262,shot,
"{'name': 'Nemanja Trifunović', 'firstName': 'Nemanja Trifunovic', 'slug': 'nemanja-trifunovic', 'shortName': 'N. Trifunović', 'position': 'M', 'jerseyNumber': '32', 'userCount': 515, 'gender': 'M', 'id': 1166188, 'fieldTranslations': {'nameTranslation': {'ar': 'نيمانيا تريفتش'}, 'shortNameTranslation': {'ar': 'ن. تريفتش'}}}",False,save,,assisted,"{'x': 20.6, 'y': 27.8, 'z': 0}",right-foot,high-centre,"{'x': 0, 'y': 49.7, 'z': 23.4}","{'name': 'Dragan Rosić', 'firstName': '', 'lastName': '', 'slug': 'dragan-rosic', 'shortName': 'D. Rosić', 'position': 'G', 'jerseyNumber': '12', 'userCount': 210, 'gender': 'M', 'id': 844128, 'fieldTranslations': {'nameTranslation': {'ar': 'دراغان روسيتش', 'bn': 'ড্রাগান রোজিক', 'hi': 'ड्रेगन रोसिक'}, 'shortNameTranslation': {'ar': 'د. روسيتش', 'bn': 'ডি. রোজিক', 'hi': 'डी. रोसिच'}}}",6851849,80,,4777,"{'start': {'x': 27.8, 'y': 20.6}, 'block': {'x': 49.8, 'y': 1.8}, 'end': {'x': 50.3, 'y': 0}, 'goal': {'x': 50.3, 'y': 76.6}}",11,623,2077,shot,"{'x': 1.8, 'y': 49.8, 'z': 0}"
"{'name': 'Lucas Barros', 'firstName': '', 'lastName': '', 'slug': 'lucas-barros', 'shortName': 'L. Barros', 'position': 'D', 'jerseyNumber': '23', 'userCount': 68, 'gender': 'M', 'id': 974434, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكاس باروس'}, 'shortNameTranslation': {'ar': 'ل. باروس'}}}",True,miss,,regular,"{'x': 20.1, 'y': 32.9, 'z': 0}",left-foot,close-right,"{'x': 0, 'y': 41.3, 'z': 27.8}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6851613,53,,3163,"{'start': {'x': 32.9, 'y': 20.1}, 'end': {'x': 58.7, 'y': 0}, 'goal': {'x': 58.7, 'y': 72.2}}",38,2237,463,shot,
"{'name': 'Milutin Vidosavljević', 'slug': 'milutin-vidosavljevic', 'shortName': 'M. Vidosavljević', 'position': 'M', 'jerseyNumber': '55', 'userCount': 182, 'gender': 'M', 'id': 858238, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوتين فيدوسافليفيتش', 'bn': 'মিলুটিন ভিদোসাভলজেভিচ', 'hi': 'मिलुटिन विडोसावलेजेविक'}, 'shortNameTranslation': {'ar': 'م. فيدوسافليفيتش', 'bn': 'এম. ভিদোসাভলজেভিচ', 'hi': 'एम. विडोसावलेजेविक'}}}",True,block,,assisted,"{'x': 18.5, 'y': 52.3, 'z': 0}",left-foot,low-right,"{'x': 0, 'y': 48, 'z': 19}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6851612,53,,3161,"{'start': {'x': 52.3, 'y': 18.5}, 'block': {'x': 52.2, 'y': 11.4}, 'end': {'x': 52, 'y': 0}, 'goal': {'x': 52, 'y': 81}}",38,2239,461,shot,"{'x': 11.4, 'y': 52.2, 'z': 0}"
"{'name': 'Milan Kolarević', 'firstName': 'Milan Kolarevic', 'slug': 'milan-kolarevic', 'shortName': 'M. Kolarević', 'position': 'M', 'jerseyNumber': '21', 'userCount': 91, 'gender': 'M', 'id': 1656646, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلان كولاريفيتش'}, 'shortNameTranslation': {'ar': 'م. كولاريفيتش'}}}",True,miss,,assisted,"{'x': 8.5, 'y': 52.6, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 40.5, 'z': 61.1}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6851582,49,,2898,"{'start': {'x': 52.6, 'y': 8.5}, 'end': {'x': 59.5, 'y': 0}, 'goal': {'x': 59.5, 'y': 38.9}}",42,2502,198,shot,
"{'name': 'Lazar Ranđelović', 'slug': 'lazar-randelovic', 'shortName': 'L. Ranđelović', 'position': 'M', 'jerseyNumber': '77', 'userCount': 316, 'gender': 'M', 'id': 938000, 'fieldTranslations': {'nameTranslation': {'ar': 'لازار راندجيلوفيتش', 'bn': 'লাজার রানডেলোভিচ', 'hi': 'लाज़र रांडेलोविच'}, 'shortNameTranslation': {'ar': 'ل. راندجيلوفيتش', 'bn': 'এল. রানডেলোভিচ', 'hi': 'एल. रांडेलोविच'}}}",True,block,,corner,"{'x': 13.5, 'y': 66.2, 'z': 0}",right-foot,low-right,"{'x': 0, 'y': 47.8, 'z': 19}","{'name': 'Miloš Krunić', 'slug': 'milos-krunic', 'shortName': 'M. Krunić', 'position': 'G', 'jerseyNumber': '31', 'userCount': 316, 'gender': 'M', 'id': 807245, 'fieldTranslations': {'nameTranslation': {'ar': 'ميلوش كرونيش'}, 'shortNameTranslation': {'ar': 'م. كرونيش'}}}",6851351,45,2.0,2772,"{'start': {'x': 66.2, 'y': 13.5}, 'block': {'x': 62.1, 'y': 9.6}, 'end': {'x': 52.2, 'y': 0}, 'goal': {'x': 52.2, 'y': 81}}",1,2628,72,shot,"{'x': 9.6, 'y': 62.1, 'z': 0}"
