minute,value
1.0,-8
2.0,-14
3.0,-19
4.0,-18
5.0,-32
6.0,22
7.0,1
8.0,8
9.0,28
10.0,18
11.0,32
12.0,19
13.0,21
14.0,11
15.0,14
16.0,11
17.0,6
18.0,38
19.0,82
20.0,46
21.0,30
22.0,-53
23.0,-15
24.0,-17
25.0,-13
26.0,9
27.0,6
28.0,9
29.0,87
30.0,49
31.0,48
32.0,21
33.0,18
34.0,-23
35.0,-10
36.0,-16
37.0,-14
38.0,-3
39.0,-9
40.0,-3
41.0,-2
42.0,8
43.0,-13
44.0,51
45.0,35
45.5,24
46.0,-16
47.0,-24
48.0,-2
49.0,18
50.0,11
51.0,11
52.0,6
53.0,47
54.0,20
55.0,12
56.0,6
57.0,-9
58.0,-12
59.0,-14
60.0,-12
61.0,8
62.0,-26
63.0,-29
64.0,-57
65.0,-35
66.0,-17
67.0,-26
68.0,18
69.0,21
70.0,10
71.0,-10
72.0,-6
73.0,-8
74.0,-20
75.0,-19
76.0,-11
77.0,-10
78.0,-15
79.0,-14
80.0,-51
81.0,-36
82.0,-25
83.0,-29
84.0,-57
85.0,-35
86.0,-22
87.0,-12
88.0,-6
89.0,4
90.0,16
90.5,54
