minute,value
0.0,0
1.0,0
2.0,-4
3.0,-7
4.0,-5
5.0,-9
6.0,-46
7.0,-22
8.0,25
9.0,1
10.0,-22
11.0,-11
12.0,-14
13.0,-11
14.0,-11
15.0,5
16.0,5
17.0,4
18.0,7
19.0,6
20.0,-29
21.0,-15
22.0,52
23.0,27
24.0,18
25.0,9
26.0,2
27.0,-51
28.0,-24
29.0,-13
30.0,-41
31.0,-12
32.0,12
33.0,37
34.0,99
35.0,69
36.0,37
37.0,34
38.0,45
39.0,29
40.0,33
41.0,23
42.0,11
43.0,7
44.0,12
45.0,4
45.5,-15
46.0,8
47.0,13
48.0,10
49.0,-33
50.0,-14
51.0,-7
52.0,-3
53.0,-10
54.0,-2
55.0,2
56.0,-69
57.0,-44
58.0,-14
59.0,-7
60.0,-7
61.0,-44
62.0,-49
63.0,-3
64.0,2
65.0,3
66.0,12
67.0,56
68.0,41
69.0,16
70.0,12
71.0,9
72.0,89
73.0,55
74.0,41
75.0,32
76.0,11
77.0,-23
78.0,-42
79.0,43
80.0,98
81.0,57
82.0,38
83.0,100
84.0,55
85.0,34
86.0,28
87.0,24
88.0,16
89.0,7
90.0,31
90.5,60
