minute,value
1.0,-7
2.0,-18
3.0,-16
4.0,-16
5.0,-23
6.0,-76
7.0,-46
8.0,-3
9.0,-6
10.0,4
11.0,14
12.0,10
13.0,16
14.0,5
15.0,6
16.0,7
17.0,8
18.0,7
19.0,-9
20.0,-8
21.0,-33
22.0,-47
23.0,-33
24.0,-11
25.0,6
26.0,-9
27.0,-6
28.0,4
29.0,-4
30.0,35
31.0,-47
32.0,-15
33.0,-18
34.0,-22
35.0,-27
36.0,-11
37.0,-11
38.0,-3
39.0,-5
40.0,-40
41.0,-40
42.0,-22
43.0,-12
44.0,-17
45.0,-24
45.5,-2
46.0,8
47.0,29
48.0,38
49.0,19
50.0,16
51.0,6
52.0,-36
53.0,-24
54.0,-41
55.0,-27
56.0,-18
57.0,-3
58.0,17
59.0,9
60.0,22
61.0,15
62.0,15
63.0,2
64.0,-14
65.0,-37
66.0,-33
67.0,-26
68.0,-25
69.0,-11
70.0,15
71.0,10
72.0,-29
73.0,-28
74.0,-43
75.0,-36
76.0,-28
77.0,-67
78.0,-54
79.0,-37
80.0,-16
81.0,-31
82.0,35
83.0,-20
84.0,-5
85.0,-11
86.0,-13
87.0,-64
88.0,-79
89.0,-49
90.0,-58
90.5,-41
