minute,value
1.0,8
2.0,13
3.0,16
4.0,17
5.0,18
6.0,18
7.0,15
8.0,16
9.0,17
10.0,18
11.0,18
12.0,37
13.0,10
14.0,-30
15.0,-22
16.0,-52
17.0,-51
18.0,-26
19.0,-8
20.0,-6
21.0,-47
22.0,-33
23.0,-27
24.0,-23
25.0,-53
26.0,-21
27.0,-7
28.0,6
29.0,12
30.0,15
31.0,16
32.0,18
33.0,18
34.0,39
35.0,18
36.0,12
37.0,16
38.0,25
39.0,40
40.0,31
41.0,48
42.0,26
43.0,-26
44.0,-12
45.0,-9
45.5,90
46.0,5
47.0,16
48.0,14
49.0,18
50.0,-13
51.0,22
52.0,-29
53.0,-4
54.0,4
55.0,15
56.0,17
57.0,19
58.0,33
59.0,24
60.0,21
61.0,20
62.0,41
63.0,32
64.0,45
65.0,32
66.0,53
67.0,35
68.0,19
69.0,17
70.0,15
71.0,12
72.0,17
73.0,7
74.0,17
75.0,48
76.0,26
77.0,12
78.0,-22
79.0,-4
80.0,10
81.0,14
82.0,36
83.0,20
84.0,12
85.0,2
86.0,5
87.0,6
88.0,9
89.0,-27
90.0,-10
90.5,35
