player,isHome,shotType,situation,playerCoordinates,bodyPart,goalMouthLocation,goalMouthCoordinates,blockCoordinates,id,time,addedTime,timeSeconds,draw,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,goalType
"{'name': 'Aboubacar Cisse', 'slug': 'aboubacar-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '20', 'userCount': 30, 'gender': 'M', 'id': 1446160, 'fieldTranslations': {'nameTranslation': {'ar': 'أبوبكر سيسي'}, 'shortNameTranslation': {'ar': 'أ. سيسي'}}}",False,block,assisted,"{'x': 12.2, 'y': 60.5, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 48.7, 'z': 19}","{'x': 7.9, 'y': 57.2, 'z': 0}",5319351,90,5.0,5658,"{'start': {'x': 60.5, 'y': 12.2}, 'block': {'x': 57.2, 'y': 7.9}, 'end': {'x': 51.3, 'y': 0}, 'goal': {'x': 51.3, 'y': 81}}",1,642,258,shot,
"{'name': 'Aboubacar Cisse', 'slug': 'aboubacar-cisse', 'shortName': 'A. Cisse', 'position': 'M', 'jerseyNumber': '20', 'userCount': 30, 'gender': 'M', 'id': 1446160, 'fieldTranslations': {'nameTranslation': {'ar': 'أبوبكر سيسي'}, 'shortNameTranslation': {'ar': 'أ. سيسي'}}}",False,miss,assisted,"{'x': 22.2, 'y': 44.2, 'z': 0}",right-foot,high,"{'x': 0, 'y': 45, 'z': 98.6}",,5319259,90,3.0,5576,"{'start': {'x': 44.2, 'y': 22.2}, 'end': {'x': 55, 'y': 0}, 'goal': {'x': 55, 'y': 1.4}}",1,724,176,shot,
"{'name': 'Željko Arsić', 'slug': 'arsic-zeljko', 'shortName': 'Ž. Arsić', 'position': 'M', 'userCount': 15, 'gender': 'M', 'id': 942359, 'fieldTranslations': {'nameTranslation': {'ar': 'زيلجكو أرسيتش'}, 'shortNameTranslation': {'ar': 'ز. أرسيتش'}}}",True,miss,corner,"{'x': 11.9, 'y': 66.2, 'z': 0}",left-foot,high,"{'x': 0, 'y': 50.6, 'z': 98.6}",,5319252,88,,5274,"{'start': {'x': 66.2, 'y': 11.9}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 1.4}}",3,126,2574,shot,
"{'name': 'Ugo Bonnet', 'firstName': '', 'lastName': '', 'slug': 'ugo-bonnet', 'shortName': 'U. Bonnet', 'position': 'F', 'jerseyNumber': '12', 'userCount': 58, 'gender': 'M', 'id': 988937, 'fieldTranslations': {'nameTranslation': {'ar': 'أوغو بونيت'}, 'shortNameTranslation': {'ar': 'أ. بونيت'}}}",True,block,assisted,"{'x': 10.5, 'y': 43.6, 'z': 0}",head,low-centre,"{'x': 0, 'y': 50.6, 'z': 19}","{'x': 7.7, 'y': 45.1, 'z': 0}",5319242,88,,5245,"{'start': {'x': 43.6, 'y': 10.5}, 'block': {'x': 45.1, 'y': 7.7}, 'end': {'x': 49.4, 'y': 0}, 'goal': {'x': 49.4, 'y': 81}}",3,155,2545,shot,
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",True,block,free-kick,"{'x': 24.4, 'y': 26.8, 'z': 0}",right-foot,low-centre,"{'x': 0, 'y': 49.2, 'z': 19}","{'x': 17.6, 'y': 33.2, 'z': 0}",5319230,85,,5054,"{'start': {'x': 26.8, 'y': 24.4}, 'block': {'x': 33.2, 'y': 17.6}, 'end': {'x': 50.8, 'y': 0}, 'goal': {'x': 50.8, 'y': 81}}",6,346,2354,shot,
"{'name': 'Luka Krstović', 'firstName': 'Luka Krstovic', 'slug': 'luka-krstovic', 'shortName': 'L. Krstović', 'position': 'M', 'jerseyNumber': '23', 'userCount': 16, 'gender': 'M', 'id': 1837599, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا كريستوفيتش'}, 'shortNameTranslation': {'ar': 'ل. كريستوفيتش'}}}",True,miss,assisted,"{'x': 8.2, 'y': 48.5, 'z': 0}",head,right,"{'x': 0, 'y': 31.3, 'z': 16.7}",,5319134,75,,4483,"{'start': {'x': 48.5, 'y': 8.2}, 'end': {'x': 68.7, 'y': 0}, 'goal': {'x': 68.7, 'y': 83.3}}",16,917,1783,shot,
"{'name': 'Luka Luković', 'firstName': '', 'lastName': '', 'slug': 'luka-lukovic', 'shortName': 'L. Luković', 'position': 'M', 'jerseyNumber': '8', 'userCount': 42, 'gender': 'M', 'id': 314246, 'fieldTranslations': {'nameTranslation': {'ar': 'لوكا لوكوفيتش', 'bn': 'লুকা লুকোভিচ', 'hi': 'लुका लुकोविक'}, 'shortNameTranslation': {'ar': 'ل. لوكوفيتش', 'bn': 'এল. লুকোভিচ', 'hi': 'एल. लुकोविक'}}}",True,miss,assisted,"{'x': 11.9, 'y': 55.2, 'z': 0}",head,right,"{'x': 0, 'y': 30.8, 'z': 12.5}",,5319712,71,,4243,"{'start': {'x': 55.2, 'y': 11.9}, 'end': {'x': 69.2, 'y': 0}, 'goal': {'x': 69.2, 'y': 87.5}}",20,1157,1543,shot,
"{'name': 'Dušan Zagar', 'firstName': 'Dusan Zagar', 'slug': 'dusan-zagar', 'shortName': 'D. Zagar', 'position': 'M', 'jerseyNumber': '10', 'userCount': 37, 'gender': 'M', 'id': 2059299, 'fieldTranslations': {'nameTranslation': {'ar': 'دوشان زاغار'}, 'shortNameTranslation': {'ar': 'د. زاغار'}}}",True,miss,assisted,"{'x': 17.6, 'y': 31.9, 'z': 0}",right-foot,high-right,"{'x': 0, 'y': 36, 'z': 52.8}",,5319143,69,,4084,"{'start': {'x': 31.9, 'y': 17.6}, 'end': {'x': 64, 'y': 0}, 'goal': {'x': 64, 'y': 47.2}}",22,1316,1384,shot,
"{'name': 'Nikola Glišić', 'firstName': '', 'lastName': '', 'slug': 'nikola-glisic', 'shortName': 'N. Glišić', 'position': 'D', 'jerseyNumber': '7', 'userCount': 60, 'gender': 'M', 'id': 1111990, 'fieldTranslations': {'nameTranslation': {'ar': 'نيكولا غليشيتش'}, 'shortNameTranslation': {'ar': 'ن. غليشيتش'}}}",True,block,assisted,"{'x': 20.3, 'y': 43.6, 'z': 0}",left-foot,low-centre,"{'x': 0, 'y': 50.2, 'z': 19}","{'x': 11.2, 'y': 46.4, 'z': 0}",5319133,67,,4006,"{'start': {'x': 43.6, 'y': 20.3}, 'block': {'x': 46.4, 'y': 11.2}, 'end': {'x': 49.8, 'y': 0}, 'goal': {'x': 49.8, 'y': 81}}",24,1394,1306,shot,
"{'name': 'Antoine Batisse', 'slug': 'antoine-batisse', 'shortName': 'A. Batisse', 'position': 'D', 'jerseyNumber': '8', 'userCount': 9, 'gender': 'M', 'id': 595042, 'fieldTranslations': {'nameTranslation': {'ar': 'أنتوان باتيس'}, 'shortNameTranslation': {'ar': 'أ. باتيس'}}}",True,block,corner,"{'x': 11.6, 'y': 56.2, 'z': 0}",right-foot,low-left,"{'x': 0, 'y': 52.3, 'z': 19}","{'x': 7.1, 'y': 52.9, 'z': 0}",5319127,62,,3688,"{'start': {'x': 56.2, 'y': 11.6}, 'block': {'x': 52.9, 'y': 7.1}, 'end': {'x': 47.7, 'y': 0}, 'goal': {'x': 47.7, 'y': 81}}",29,1712,988,shot,
