minute,value
1.0,-1
2.0,-8
3.0,29
4.0,15
5.0,14
6.0,18
7.0,15
8.0,11
9.0,9
10.0,54
11.0,34
12.0,20
13.0,14
14.0,22
15.0,-15
16.0,-27
17.0,-24
18.0,-23
19.0,-55
20.0,59
21.0,7
22.0,-20
23.0,-4
24.0,10
25.0,-23
26.0,-2
27.0,-1
28.0,11
29.0,20
30.0,13
31.0,-19
32.0,-16
33.0,-19
34.0,-21
35.0,-37
36.0,31
37.0,-8
38.0,-23
39.0,-23
40.0,-35
41.0,-21
42.0,-22
43.0,-33
44.0,-8
45.0,42
45.5,2
46.0,4
47.0,13
48.0,21
49.0,-15
50.0,-7
51.0,5
52.0,-13
53.0,-8
54.0,36
55.0,30
56.0,41
57.0,27
58.0,-17
59.0,25
60.0,11
61.0,7
62.0,58
63.0,38
64.0,19
65.0,10
66.0,11
67.0,8
68.0,25
69.0,35
70.0,25
71.0,46
72.0,33
73.0,20
74.0,14
75.0,-14
76.0,-3
77.0,23
78.0,15
79.0,20
80.0,-16
81.0,-1
82.0,-10
83.0,45
84.0,39
85.0,27
86.0,14
87.0,25
88.0,11
89.0,-6
90.0,39
90.5,-9
