match_id,team_side,team_id,team_name,player_id,player_name,player_slug,player_position,shirt_number,is_substitute,totalPass,accuratePass,totalLongBalls,accurateLongBalls,goalAssist,accurateOwnHalfPasses,totalOwnHalfPasses,accurateOppositionHalfPasses,totalOppositionHalfPasses,totalCross,accurateCross,aerialLost,aerialWon,duelLost,duelWon,challengeLost,totalContest,wonContest,onTargetScoringAttempt,goals,totalClearance,outfielderBlock,interceptionWon,ballRecovery,totalTackle,wonTackle,errorLeadToAShot,ownGoals,unsuccessfulTouch,wasFouled,fouls,totalOffside,crossNotClaimed,goodHighClaim,savedShotsFromInsideTheBox,saves,totalKeeperSweeper,accurateKeeperSweeper,minutesPlayed,touches,rating,possessionLostCtrl,expectedGoals,expectedAssists,ratingVersions,totalShots,statisticsType,total_duels,aerial_duels_total,ground_duels_total,ground_duels_won,ground_duels_lost,pass_accuracy_pct,long_ball_accuracy_pct,cross_accuracy_pct,dribble_success_pct,keeper_sweeper_pct,keyPass,dispossessed,blockedScoringAttempt,shotOffTarget
14147341,home,6219,FK Jedinstvo Bijelo Polje,54752,Žarko Korać,zarko-korac,F,11,False,11.0,9.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,0.0,0.0,10.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,3.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,1.0,,,,,,,90.0,20.0,6.7,13.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,15,6,3,3,81.81818181818183,,,,,,,,
14147341,home,6220,FK Jedinstvo Bijelo Polje,1005748,Veljko Radenović,veljko-radenovic,D,3,True,11.0,8.0,2.0,0.0,0.0,4.0,5.0,4.0,5.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,22.0,16.0,7.0,5.0,0.0,0.06,"{'original': 7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,1,5,3,2,72.72727272727273,0.0,100.0,100.0,,1.0,,,
14147341,home,282802,FK Jedinstvo Bijelo Polje,1978656,Nemanja Pavićević,nemanja-pavicevic,M,17,True,5.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,6.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,22.0,19.0,6.8,6.0,0.08,0.0,"{'original': 6.8, 'alternative': None}",2.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,0,10,4,6,40.0,,0.0,75.0,,,3.0,1.0,
14147341,home,6219,FK Jedinstvo Bijelo Polje,1382874,Aldin Mušović,aldin-musovic,M,9,True,2.0,2.0,0.0,0.0,0.0,,,2.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,14.0,3.0,6.5,0.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",5,3,2,0,2,100.0,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,1134689,Goran Aković,goran-akovic,G,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,808563,Momčilo Dulović,momcilo-dulovic,D,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,1131050,Andrej Cvijović,andrej-cvijovic,D,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,1166154,Mladen Kovačević,mladen-kovacevic,M,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,874418,Mirza Idrizović,mirza-idrizovic,M,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,home,6219,FK Jedinstvo Bijelo Polje,2444869,Pavle  Božović,pavle-bozovic,F,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,800147,Bojan Zogović,bojan-zogovic,G,1,False,16.0,10.0,9.0,4.0,0.0,10.0,11.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,90.0,20.0,7.3,6.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,62.5,44.44444444444444,,,0.0,,,,
14147341,away,37956,FK Arsenal Tivat,363780,Staniša Mandić,stanisa-mandic,D,77,False,41.0,25.0,12.0,2.0,0.0,9.0,15.0,15.0,25.0,4.0,3.0,1.0,2.0,11.0,7.0,3.0,3.0,3.0,0.0,0.0,4.0,0.0,,10.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,,,90.0,54.0,7.3,24.0,0.0,0.27,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,3,15,5,10,60.97560975609756,16.666666666666664,75.0,100.0,,2.0,,,
14147341,away,37956,FK Arsenal Tivat,1804545,Gojko Petović,gojko-petrovic,D,5,False,37.0,26.0,11.0,3.0,0.0,19.0,22.0,7.0,15.0,0.0,0.0,3.0,1.0,8.0,6.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,90.0,46.0,6.6,11.0,0.0,0.0,"{'original': 6.6, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,4,10,5,5,70.27027027027027,27.27272727272727,,100.0,,,,,
14147341,away,37956,FK Arsenal Tivat,984070,Marko Živanović,marko-zivanovic,D,26,False,42.0,30.0,10.0,4.0,0.0,19.0,23.0,8.0,12.0,0.0,0.0,7.0,3.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,,,,,,,90.0,56.0,7.3,13.0,0.0,0.0,"{'original': 7.3, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",21,10,11,4,7,71.42857142857143,40.0,,,,,,,
14147341,away,37956,FK Arsenal Tivat,889057,Mitar Ćuković,mitar-cukovic,D,2,False,28.0,19.0,6.0,3.0,0.0,11.0,15.0,6.0,10.0,1.0,0.0,2.0,0.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,90.0,33.0,6.9,10.0,0.0,0.0,"{'original': 6.9, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",15,2,13,3,10,67.85714285714286,50.0,0.0,,,,,,
14147341,away,37956,FK Arsenal Tivat,58157,Jovan Nikolić,jovan-nikolic,M,4,False,21.0,16.0,0.0,0.0,0.0,11.0,12.0,5.0,8.0,0.0,0.0,1.0,1.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,56.0,24.0,6.7,8.0,0.0,0.06,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",10,2,8,2,6,76.19047619047619,,,,,2.0,,,
14147341,away,37956,FK Arsenal Tivat,889352,Zoran Mikijelj,zoran-mikijelj,M,19,False,22.0,18.0,3.0,2.0,0.0,10.0,11.0,5.0,7.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,84.0,27.0,6.7,7.0,0.0,0.0,"{'original': 6.7, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",8,7,1,0,1,81.81818181818183,66.66666666666666,,,,,,,
14147341,away,37956,FK Arsenal Tivat,1005627,Aleksa Ćetković,aleksa-cetkovic,M,28,False,25.0,20.0,4.0,2.0,0.0,10.0,10.0,10.0,15.0,0.0,0.0,2.0,1.0,18.0,9.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,9.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,,,,,,90.0,41.0,6.4,8.0,0.0,0.0,"{'original': 6.4, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",27,3,24,8,16,80.0,50.0,,,,,1.0,,
14147341,away,37956,FK Arsenal Tivat,205970,Julian Montenegro,julian-montenegro,M,11,False,11.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,8.0,1.0,0.0,2.0,0.0,13.0,6.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,,,,,56.0,26.0,6.4,8.0,0.03,0.0,"{'original': 6.4, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",19,2,17,6,11,45.45454545454545,,0.0,33.33333333333333,,,,,
14147341,away,37956,FK Arsenal Tivat,1947605,Petar Ražnatović,petar-raznatovic,M,10,False,11.0,8.0,2.0,1.0,0.0,3.0,4.0,5.0,6.0,0.0,0.0,1.0,3.0,10.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,,,,,,90.0,23.0,7.0,8.0,0.04,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",18,4,14,5,9,72.72727272727273,50.0,,100.0,,,,,
14147341,away,509406,FK Arsenal Tivat,941693,Aleksandar Katanić,aleksandar-katanic,F,9,False,12.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,9.0,0.0,0.0,4.0,1.0,12.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,,,,,,,68.0,27.0,6.9,10.0,0.28,0.0,"{'original': 6.9, 'alternative': None}",3.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",16,5,11,3,8,50.0,0.0,,,,,,,2.0
14147341,away,37956,FK Arsenal Tivat,808566,Armin Bošnjak,armin-bosnjak,M,7,True,8.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,2.0,1.0,8.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,,,,,,,34.0,19.0,6.8,6.0,0.0,0.0,"{'original': 6.8, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",14,3,11,5,6,37.5,,0.0,100.0,,,,,
14147341,away,37956,FK Arsenal Tivat,184773,Irfan Šahman,irfan-sahman,M,8,True,10.0,9.0,1.0,0.0,0.0,3.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,34.0,15.0,6.5,1.0,0.0,0.0,"{'original': 6.5, 'alternative': None}",0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",6,0,6,1,5,90.0,0.0,,,,,,,
14147341,away,6223,FK Arsenal Tivat,881019,Vanja Vučićević,vanja-vucicevic,F,22,True,3.0,1.0,0.0,0.0,0.0,1.0,1.0,,2.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,22.0,10.0,7.0,2.0,0.06,0.0,"{'original': 7, 'alternative': None}",1.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",7,1,6,5,1,33.33333333333333,,0.0,100.0,,,,,
14147341,away,37956,FK Arsenal Tivat,1396429,Nemanja Bojanić,nemanja-bojanic,M,18,True,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,1.0,,0.0,0.0,0.0,,0.0,"{'sportSlug': 'football', 'statisticsType': 'player'}",0,0,0,0,0,100.0,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,1423516,Ivan Božinović,ivan-bozinovic,G,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,1799087,Mihailo Živaljević,mihailo-zivaljevic,D,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,1030485,Petar Mališić,petar-malisic,D,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,842506,Aleksandar Macanović,aleksandar-macanovic,M,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
14147341,away,37956,FK Arsenal Tivat,2210662,Vasilije Kašćelan,vasilije-kascelan,,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,
